ID_Solicitud,Riesgo,Ingreso_Estable,Buen_Historial,Tiene_Garantia
3137,Medio,1,1,0
3138,Medio,0,1,1
3139,Alto,0,0,0
3140,Alto,0,1,1
3141,Alto,1,1,0
3142,Muy alto,0,0,1
3143,Bajo,1,1,1
3144,Medio,0,1,1
3145,Muy alto,0,0,0
3146,Alto,0,1,0
3147,Alto,0,1,0
3148,Medio,1,0,0
3149,Alto,0,1,1
3150,Muy alto,0,0,0
3151,Alto,1,1,0
3152,Muy alto,0,0,0
3153,Muy alto,0,0,0
3154,Alto,1,1,1
3155,Medio,1,1,1
3156,Medio,1,0,1
3157,Muy alto,0,0,0
3158,Bajo,1,1,0
3159,Medio,1,1,1
3160,Alto,0,0,1
3161,Alto,1,1,1
3162,Bajo,1,1,0
3163,Medio,1,0,1
3164,Muy alto,1,0,0
3165,Alto,0,0,1
3166,Alto,0,1,1
3167,Alto,0,0,0
3168,Alto,0,1,0
3169,Medio,1,1,0
3170,Muy alto,0,0,0
3171,Muy alto,0,0,0
3172,Alto,0,0,0
3173,Muy alto,0,0,0
3174,Medio,0,1,0
3175,Medio,0,1,1
3176,Medio,1,1,0
3177,Medio,1,0,0
3178,Bajo,0,1,1
3179,Medio,1,0,1
3180,Alto,0,0,0
3181,Medio,1,1,1
3182,Muy alto,0,1,0
3183,Alto,0,1,0
3184,Medio,0,0,0
3185,Alto,0,0,0
3186,Muy alto,0,0,0
3187,Alto,0,0,1
3188,Bajo,1,1,0
3189,Medio,0,0,1
3190,Medio,0,1,0
3191,Alto,1,1,0
3192,Alto,0,1,0
3193,Bajo,1,1,0
3194,Medio,1,1,1
3195,Alto,0,1,0
3196,Muy alto,0,0,0
3197,Muy alto,1,0,1
3198,Bajo,1,1,1
3199,Muy alto,0,1,0
3200,Bajo,1,1,1
3201,Medio,1,1,1
3202,Bajo,0,0,1
3203,Alto,1,0,0
3204,Muy alto,0,0,0
3205,Medio,1,1,1
3206,Bajo,1,1,0
3207,Muy alto,0,0,0
3208,Medio,1,0,0
3209,Medio,0,0,0
3210,Medio,1,1,1
3211,Medio,1,1,1
3212,Alto,0,1,0
3213,Alto,0,0,1
3214,Bajo,1,1,1
3215,Muy alto,1,0,1
3216,Medio,1,0,0
3217,Medio,0,1,1
3218,Alto,1,1,0
3219,Alto,1,0,0
3220,Medio,1,1,1
3221,Muy alto,0,0,0
3222,Muy alto,0,1,1
3223,Medio,1,1,1
3224,Muy alto,0,0,1
3225,Medio,1,1,1
3226,Bajo,1,1,1
3227,Bajo,1,1,1
3228,Bajo,1,1,1
3229,Alto,1,1,1
3230,Bajo,1,0,1
3231,Medio,1,0,1
3232,Muy alto,0,0,0
3233,Alto,0,0,1
3234,Medio,0,0,1
3235,Medio,1,1,1
3236,Medio,1,0,0
3237,Alto,1,0,1
3238,Medio,1,1,0
3239,Bajo,1,1,0
3240,Muy alto,0,0,1
3241,Alto,1,0,0
3242,Medio,1,1,0
3243,Medio,1,0,0
3244,Alto,1,0,1
3245,Alto,0,1,0
3246,Bajo,1,1,1
3247,Bajo,1,1,1
3248,Medio,1,0,0
3249,Medio,1,0,1
3250,Bajo,1,1,0
3251,Medio,1,1,1
3252,Bajo,1,1,1
3253,Medio,1,1,1
3254,Bajo,1,1,0
3255,Muy alto,0,0,0
3256,Medio,1,1,1
3257,Medio,1,1,1
3258,Alto,1,0,1
3259,Bajo,1,1,1
3260,Bajo,1,1,0
3261,Alto,0,0,1
3262,Bajo,1,1,1
3263,Alto,0,0,1
3264,Medio,1,1,0
3265,Alto,1,0,1
3266,Bajo,1,1,0
3267,Bajo,1,0,1
3268,Bajo,0,1,1
3269,Muy alto,0,0,0
3270,Medio,0,1,1
3271,Muy alto,0,0,0
3272,Medio,0,1,0
3273,Medio,1,1,1
3274,Alto,0,1,1
3275,Muy alto,1,0,0
3276,Medio,0,1,1
3277,Muy alto,0,0,0
3278,Medio,1,1,1
3279,Muy alto,1,0,0
3280,Bajo,1,1,1
3281,Alto,0,0,0
3282,Medio,1,1,0
3283,Medio,1,1,1
3284,Bajo,1,1,0
3285,Medio,1,1,0
3286,Muy alto,1,0,0
3287,Medio,0,0,0
3288,Muy alto,0,0,0
3289,Alto,1,0,1
3290,Bajo,1,1,0
3291,Alto,0,1,1
3292,Muy alto,0,0,0
3293,Alto,0,0,0
3294,Medio,0,0,1
3295,Medio,1,1,0
3296,Medio,1,1,0
3297,Alto,0,0,0
3298,Alto,1,1,0
3299,Bajo,1,1,0
3300,Muy alto,0,0,0
3301,Alto,0,0,0
3302,Bajo,1,0,1
3303,Medio,1,0,1
3304,Bajo,0,1,0
3305,Alto,1,0,0
3306,Alto,1,0,0
3307,Alto,0,0,1
3308,Bajo,1,1,1
3309,Bajo,1,1,1
3310,Alto,0,0,1
3311,Muy alto,1,0,0
3312,Alto,0,0,0
3313,Muy alto,0,0,1
3314,Medio,0,1,1
3315,Muy alto,0,0,0
3316,Medio,1,0,1
3317,Bajo,1,1,1
3318,Muy alto,1,0,0
3319,Bajo,1,1,1
3320,Bajo,1,0,0
3321,Alto,1,1,0
3322,Alto,0,0,1
3323,Muy alto,0,0,0
3324,Muy alto,0,1,1
3325,Medio,0,0,1
3326,Alto,1,1,0
3327,Medio,1,1,1
3328,Muy alto,0,0,0
3329,Medio,1,1,0
3330,Muy alto,0,0,0
3331,Muy alto,0,0,0
3332,Alto,0,0,1
3333,Alto,0,0,0
3334,Medio,1,1,0
3335,Muy alto,0,0,0
3336,Medio,1,0,0
3337,Medio,0,0,0
3338,Alto,0,1,0
3339,Alto,0,1,1
3340,Alto,0,0,0
3341,Medio,1,0,1
3342,Alto,1,1,1
3343,Bajo,1,1,1
3344,Medio,0,1,1
3345,Medio,0,0,1
3346,Alto,0,1,0
3347,Bajo,1,1,1
3348,Medio,1,1,1
3349,Muy alto,0,0,0
3350,Muy alto,0,0,0
3351,Muy alto,0,0,1
3352,Alto,0,1,1
3353,Muy alto,0,0,0
3354,Medio,0,0,0
3355,Bajo,1,1,1
3356,Medio,1,0,0
3357,Alto,1,0,0
3358,Medio,1,1,0
3359,Medio,1,1,0
3360,Bajo,1,1,1
3361,Medio,0,0,0
3362,Bajo,1,1,1
3363,Medio,1,1,0
3364,Bajo,0,1,1
3365,Alto,0,0,0
3366,Bajo,1,1,1
3367,Bajo,1,1,1
3368,Bajo,1,1,1
3369,Muy alto,0,0,0
3370,Medio,1,1,0
3371,Muy alto,0,0,0
3372,Medio,1,1,1
3373,Bajo,1,1,1
3374,Bajo,1,1,1
3375,Medio,1,1,0
3376,Muy alto,0,0,0
3377,Muy alto,0,0,0
3378,Alto,1,0,0
3379,Bajo,1,1,0
3380,Bajo,1,1,1
3381,Muy alto,0,1,1
3382,Alto,0,1,1
3383,Bajo,1,1,1
3384,Muy alto,1,0,1
3385,Alto,1,0,0
3386,Medio,1,0,1
3387,Alto,1,1,1
3388,Muy alto,0,1,0
3389,Medio,1,1,0
3390,Muy alto,1,0,1
3391,Medio,1,1,1
3392,Alto,1,1,1
3393,Bajo,1,1,1
3394,Medio,0,1,1
3395,Bajo,1,1,1
3396,Alto,1,1,1
3397,Alto,0,0,1
3398,Alto,0,0,0
3399,Bajo,1,1,1
3400,Bajo,1,1,1
3401,Muy alto,1,0,0
3402,Alto,0,0,0
3403,Medio,0,1,0
3404,Muy alto,1,1,0
3405,Medio,0,1,0
3406,Medio,1,0,1
3407,Muy alto,0,0,0
3408,Medio,1,0,1
3409,Muy alto,1,0,1
3410,Bajo,0,1,1
3411,Alto,0,0,0
3412,Alto,0,0,0
3413,Alto,1,0,0
3414,Muy alto,0,0,0
3415,Bajo,1,1,1
3416,Alto,0,0,1
3417,Alto,1,0,1
3418,Alto,0,1,1
3419,Alto,1,0,1
3420,Alto,0,0,1
3421,Bajo,1,1,1
3422,Muy alto,0,0,0
3423,Alto,0,1,0
3424,Muy alto,0,0,1
3425,Bajo,1,1,1
3426,Muy alto,1,0,0
3427,Bajo,1,1,1
3428,Alto,1,1,0
3429,Medio,1,1,1
3430,Alto,1,0,1
3431,Medio,1,0,0
3432,Muy alto,0,0,1
3433,Bajo,1,0,0
3434,Alto,1,0,0
3435,Alto,1,0,0
3436,Bajo,1,1,1
3437,Bajo,1,0,1
3438,Muy alto,0,0,0
3439,Bajo,1,1,0
3440,Alto,0,1,1
3441,Alto,0,1,1
3442,Medio,1,0,0
3443,Medio,0,0,1
3444,Bajo,1,1,0
3445,Alto,0,0,0
3446,Alto,0,0,0
3447,Medio,1,0,0
3448,Medio,1,1,1
3449,Muy alto,0,0,0
3450,Alto,0,0,0
3451,Medio,1,1,0
3452,Alto,1,0,1
3453,Medio,0,1,0
3454,Bajo,1,1,1
3455,Medio,1,0,0
3456,Bajo,1,1,1
3457,Medio,1,1,0
3458,Alto,0,1,1
3459,Bajo,1,0,1
3460,Muy alto,0,1,0
3461,Medio,1,1,0
3462,Alto,1,1,0
3463,Medio,1,0,0
3464,Medio,0,0,1
3465,Bajo,1,1,0
3466,Medio,0,1,1
3467,Bajo,1,1,1
3468,Muy alto,1,0,1
3469,Medio,1,0,0
3470,Muy alto,1,1,0
3471,Alto,1,1,1
3472,Medio,0,0,1
3473,Medio,1,1,0
3474,Medio,1,1,1
3475,Muy alto,0,0,0
3476,Medio,1,0,0
3477,Muy alto,0,0,0
3478,Medio,1,0,0
3479,Bajo,1,1,1
3480,Muy alto,0,1,0
3481,Alto,1,0,1
3482,Muy alto,0,1,0
3483,Bajo,1,1,0
3484,Alto,0,1,0
3485,Bajo,1,1,1
3486,Medio,0,1,0
3487,Alto,0,0,1
3488,Alto,0,1,1
3489,Medio,1,0,1
3490,Medio,1,1,1
3491,Bajo,1,1,0
3492,Alto,0,0,1
3493,Medio,0,1,1
3494,Muy alto,0,0,0
3495,Medio,1,1,1
3496,Medio,1,1,1
3497,Medio,1,1,1
3498,Medio,1,0,1
3499,Alto,1,0,0
3500,Alto,0,0,1
3501,Alto,1,1,0
3502,Medio,0,1,1
3503,Muy alto,0,0,0
3504,Medio,1,1,0
3505,Muy alto,0,0,0
3506,Bajo,1,1,1
3507,Muy alto,0,0,0
3508,Bajo,1,1,1
3509,Alto,0,0,1
3510,Medio,1,1,0
3511,Bajo,1,1,1
3512,Muy alto,1,0,0
3513,Medio,1,0,0
3514,Medio,1,0,1
3515,Alto,1,0,1
3516,Alto,0,0,0
3517,Bajo,1,1,0
3518,Medio,1,0,1
3519,Bajo,1,1,1
3520,Alto,0,1,0
3521,Medio,0,0,0
3522,Bajo,1,1,1
3523,Medio,0,1,1
3524,Alto,1,0,0
3525,Medio,1,1,1
3526,Bajo,1,1,0
3527,Muy alto,1,1,0
3528,Medio,0,1,0
3529,Alto,0,0,0
3530,Medio,1,0,1
3531,Medio,1,1,1
3532,Alto,1,0,1
3533,Muy alto,1,0,0
3534,Muy alto,0,0,0
3535,Alto,0,1,0
3536,Alto,1,1,0
3537,Muy alto,1,0,1
3538,Medio,1,1,0
3539,Alto,1,0,1
3540,Medio,0,1,1
3541,Bajo,1,1,0
3542,Alto,1,1,1
3543,Medio,1,1,1
3544,Medio,0,1,1
3545,Muy alto,1,0,0
3546,Bajo,1,1,0
3547,Medio,1,0,0
3548,Medio,1,1,1
3549,Medio,1,1,0
3550,Muy alto,0,1,0
3551,Bajo,1,1,1
3552,Alto,1,1,0
3553,Bajo,1,1,0
3554,Muy alto,0,0,1
3555,Alto,0,1,1
3556,Bajo,1,1,0
3557,Bajo,0,1,1
3558,Medio,1,1,1
3559,Alto,1,0,0
3560,Bajo,1,0,1
3561,Bajo,1,1,1
3562,Medio,1,1,1
3563,Alto,1,1,0
3564,Muy alto,0,0,0
3565,Alto,0,0,1
3566,Medio,1,1,1
3567,Medio,1,1,0
3568,Medio,1,1,0
3569,Medio,0,1,0
3570,Medio,1,0,1
3571,Medio,1,1,1
3572,Medio,1,0,1
3573,Medio,1,1,1
3574,Muy alto,0,0,1
3575,Alto,1,0,1
3576,Alto,1,1,0
3577,Medio,1,1,1
3578,Bajo,1,1,1
3579,Bajo,1,1,1
3580,Medio,0,1,1
3581,Muy alto,0,0,1
3582,Muy alto,0,0,1
3583,Alto,0,0,0
3584,Muy alto,1,0,1
3585,Medio,1,0,1
3586,Muy alto,0,0,1
3587,Alto,1,1,1
3588,Muy alto,0,0,0
3589,Medio,1,1,1
3590,Medio,1,0,1
3591,Medio,1,1,1
3592,Alto,0,1,0
3593,Bajo,1,1,1
3594,Medio,1,0,1
3595,Alto,0,0,1
3596,Alto,1,0,0
3597,Alto,0,1,0
3598,Muy alto,1,0,0
3599,Medio,0,0,0
3600,Muy alto,0,0,0
3601,Bajo,1,1,1
3602,Alto,0,1,0
3603,Bajo,1,1,1
3604,Alto,0,0,1
3605,Medio,1,0,0
3606,Muy alto,0,0,1
3607,Medio,1,1,0
3608,Alto,0,0,0
3609,Muy alto,0,1,0
3610,Medio,0,0,0
3611,Muy alto,0,0,0
3612,Muy alto,1,0,0
3613,Alto,1,0,0
3614,Medio,1,1,0
3615,Muy alto,1,0,0
3616,Alto,0,0,0
3617,Bajo,1,1,1
3618,Muy alto,0,0,1
3619,Bajo,1,1,1
3620,Medio,1,1,1
3621,Alto,0,1,0
3622,Alto,1,0,0
3623,Medio,1,1,0
3624,Muy alto,1,0,0
3625,Muy alto,0,0,1
3626,Muy alto,0,1,0
3627,Muy alto,1,1,0
3628,Muy alto,0,1,0
3629,Bajo,1,1,1
3630,Medio,1,1,0
3631,Bajo,1,0,1
3632,Bajo,1,1,1
3633,Alto,1,0,1
3634,Bajo,1,1,1
3635,Muy alto,0,0,0
3636,Bajo,1,1,1
3637,Medio,0,0,1
3638,Muy alto,0,0,0
3639,Bajo,1,1,0
3640,Medio,0,1,0
3641,Medio,1,1,1
3642,Medio,1,1,1
3643,Muy alto,0,0,0
3644,Bajo,0,1,0
3645,Medio,1,0,0
3646,Bajo,1,1,1
3647,Alto,1,1,0
3648,Alto,0,0,1
3649,Alto,1,1,0
3650,Muy alto,1,0,0
3651,Alto,0,0,0
3652,Medio,1,1,0
3653,Medio,1,1,0
3654,Alto,1,0,1
3655,Alto,1,0,1
3656,Muy alto,0,0,0
3657,Muy alto,0,0,0
3658,Medio,1,1,1
3659,Muy alto,0,0,0
3660,Bajo,1,1,1
3661,Bajo,1,1,1
3662,Bajo,0,1,1
3663,Medio,0,1,1
3664,Alto,1,1,0
3665,Alto,0,0,0
3666,Bajo,1,1,1
3667,Muy alto,0,0,0
3668,Alto,1,0,0
3669,Alto,0,0,0
3670,Medio,1,0,1
3671,Alto,1,1,0
3672,Medio,0,1,1
3673,Bajo,0,1,1
3674,Muy alto,0,0,0
3675,Muy alto,0,0,0
3676,Muy alto,0,0,0
3677,Bajo,1,0,1
3678,Alto,1,0,0
3679,Alto,0,0,0
3680,Alto,1,1,1
3681,Muy alto,1,0,0
3682,Bajo,1,1,0
3683,Medio,1,1,0
3684,Medio,1,1,0
3685,Medio,1,0,1
3686,Alto,1,0,1
3687,Muy alto,0,0,0
3688,Bajo,1,1,1
3689,Medio,1,1,1
3690,Bajo,0,1,1
3691,Alto,0,1,0
3692,Muy alto,0,0,1
3693,Bajo,1,0,1
3694,Medio,0,1,0
3695,Medio,1,1,0
3696,Medio,1,1,1
3697,Bajo,1,0,1
3698,Alto,0,1,0
3699,Bajo,0,1,1
3700,Bajo,1,1,1
3701,Bajo,1,1,1
3702,Medio,1,0,1
3703,Bajo,1,0,1
3704,Bajo,1,0,1
3705,Muy alto,0,0,1
3706,Muy alto,1,0,0
3707,Medio,1,1,0
3708,Medio,1,1,0
3709,Muy alto,0,0,0
3710,Medio,1,0,0
3711,Alto,0,0,1
3712,Medio,1,1,1
3713,Bajo,1,1,1
3714,Medio,0,1,1
3715,Alto,0,1,0
3716,Muy alto,0,0,0
3717,Muy alto,0,0,0
3718,Muy alto,0,0,0
3719,Bajo,1,0,0
3720,Bajo,1,1,1
3721,Medio,1,1,1
3722,Medio,0,0,0
3723,Alto,0,1,0
3724,Alto,0,0,1
3725,Alto,0,0,1
3726,Medio,0,1,1
3727,Bajo,1,1,1
3728,Muy alto,1,0,0
3729,Medio,1,1,0
3730,Alto,0,1,1
3731,Bajo,0,1,0
3732,Alto,0,1,0
3733,Medio,1,0,1
3734,Alto,1,0,1
3735,Alto,1,1,0
3736,Medio,0,0,1
3737,Medio,1,1,0
3738,Medio,1,1,1
3739,Muy alto,0,1,0
3740,Medio,1,0,0
3741,Alto,0,1,0
3742,Muy alto,0,0,0
3743,Bajo,1,1,1
3744,Bajo,1,1,1
3745,Bajo,0,1,0
3746,Alto,0,0,1
3747,Medio,0,0,0
3748,Medio,1,1,1
3749,Muy alto,1,1,1
3750,Bajo,1,1,1
3751,Bajo,1,1,0
3752,Alto,1,0,0
3753,Alto,1,1,1
3754,Alto,0,0,0
3755,Medio,1,1,0
3756,Bajo,1,1,1
3757,Medio,1,0,0
3758,Bajo,1,1,1
3759,Muy alto,0,0,1
3760,Muy alto,0,1,0
3761,Alto,0,1,0
3762,Bajo,0,1,1
3763,Bajo,1,1,0
3764,Alto,0,0,1
3765,Alto,1,1,1
3766,Bajo,1,1,1
3767,Alto,0,0,0
3768,Alto,0,0,0
3769,Alto,1,0,0
3770,Medio,1,0,0
3771,Alto,1,0,1
3772,Medio,1,1,1
3773,Bajo,1,1,1
3774,Medio,0,0,1
3775,Bajo,1,1,0
3776,Medio,1,0,0
3777,Muy alto,0,1,0
3778,Medio,1,1,0
3779,Medio,1,1,0
3780,Medio,0,0,0
3781,Medio,0,1,1
3782,Bajo,0,1,0
3783,Medio,0,1,1
3784,Medio,0,1,0
3785,Bajo,0,1,1
3786,Bajo,1,1,1
3787,Medio,1,0,0
3788,Muy alto,0,0,0
3789,Bajo,1,1,1
3790,Muy alto,0,0,1
3791,Medio,1,0,1
3792,Bajo,0,1,1
3793,Alto,1,0,1
3794,Alto,0,1,0
3795,Bajo,1,1,1
3796,Medio,1,1,0
3797,Muy alto,1,0,0
3798,Medio,0,1,0
3799,Alto,0,1,0
3800,Muy alto,1,1,1
