"","Mapa","Cve_Ent","Nom_Ent","Nom_Abr","Cve_Mun","Nom_Mun","Cve_Loc","Nom_Loc","Ámbito","Latitud","Longitud","Lat_Decimal","Lon_Decimal","Altitud","Cve_Carta","Pob_Total","Pob_Masculina","Pob_Femenina","Total De Viviendas Habitadas"
"1028","100051770","10","Durango","Dgo.","005","Durango","1770","Moisés Moreno","R","24°08´18.439""N","104°43´50.608""W",24.138455,-104.730724,1923,"G13D81","0","0","0","0"
"1029","100051771","10","Durango","Dgo.","005","Durango","1771","Olga Hernández","R","24°07´49.990""N","104°43´31.000""W",24.130553,-104.725278,1938,"G13D81","0","0","0","0"
"1030","100051772","10","Durango","Dgo.","005","Durango","1772","Juan Ramón","R","23°57´39.587""N","104°28´50.636""W",23.960996,-104.480732,1867,"F13B12","11","*","*","2"
"1031","100051773","10","Durango","Dgo.","005","Durango","1773","Roberto Quiñones","R","24°02´25.501""N","104°34´04.241""W",24.040417,-104.567845,1869,"G13D82","0","0","0","0"
"1032","100051774","10","Durango","Dgo.","005","Durango","1774","Doña Rosenda","R","23°58´38.365""N","104°33´52.135""W",23.977324,-104.564482,1870,"F13B12","7","*","*","1"
"1033","100051775","10","Durango","Dgo.","005","Durango","1775","Rancho Atardecer","R","23°58´27.402""N","104°34´03.830""W",23.974278,-104.567731,1871,"F13B12","9","*","*","1"
"1034","100051776","10","Durango","Dgo.","005","Durango","1776","La Providencia [Quintas Campestres]","R","24°08´01.311""N","104°42´22.457""W",24.133698,-104.706238,1944,"G13D81","4","*","*","1"
"1035","100051777","10","Durango","Dgo.","005","Durango","1777","Mezcalera Hacienda 27","R","23°47´28.753""N","104°26´08.189""W",23.79132,-104.435608,1963,"F13B12","0","0","0","0"
"1036","100051778","10","Durango","Dgo.","005","Durango","1778","Paraje Oficial Cabañas","R","23°40´01.104""N","104°56´11.078""W",23.666973,-104.936411,2509,"F13B21","2","*","*","1"
"1037","100051779","10","Durango","Dgo.","005","Durango","1779","Parque Industrial Ladrillero","R","23°53´50.990""N","104°28´31.000""W",23.897497,-104.475278,1886,"F13B12","118","66","52","31"
"1038","100051780","10","Durango","Dgo.","005","Durango","1780","Pirotecnia Hermanos Rodríguez","R","23°56´40.851""N","104°32´54.560""W",23.944681,-104.548489,1871,"F13B12","0","0","0","0"
"1039","100051782","10","Durango","Dgo.","005","Durango","1782","Quinta Velín","R","24°04´35.615""N","104°34´29.358""W",24.07656,-104.574822,1861,"G13D82","0","0","0","0"
"1040","100051783","10","Durango","Dgo.","005","Durango","1783","Rancho Alegre","R","23°59´12.457""N","104°31´27.454""W",23.986794,-104.524293,1864,"F13B12","5","*","*","1"
"1041","100051784","10","Durango","Dgo.","005","Durango","1784","Rancho Dexter","R","24°02´07.893""N","104°33´52.705""W",24.035526,-104.56464,1867,"G13D82","0","0","0","0"
"1042","100051785","10","Durango","Dgo.","005","Durango","1785","Rancho Doña Rosa","R","24°08´20.403""N","104°43´34.211""W",24.139001,-104.72617,1925,"G13D81","0","0","0","0"
"1043","100051786","10","Durango","Dgo.","005","Durango","1786","Rancho el Bajío","R","24°13´37.875""N","104°42´33.637""W",24.227188,-104.709344,1899,"G13D81","5","*","*","1"
"1044","100051787","10","Durango","Dgo.","005","Durango","1787","Las Lechuzas","R","23°58´21.287""N","104°33´50.748""W",23.97258,-104.564097,1871,"F13B12","0","0","0","0"
"1045","100051788","10","Durango","Dgo.","005","Durango","1788","Rancho el Zorrillo","R","24°06´54.154""N","104°42´19.003""W",24.115043,-104.705279,2010,"G13D81","0","0","0","0"
"1046","100051789","10","Durango","Dgo.","005","Durango","1789","Rancho la Loma","R","24°05´27.240""N","104°34´08.176""W",24.0909,-104.568938,1859,"G13D82","0","0","0","0"
"1047","100051790","10","Durango","Dgo.","005","Durango","1790","Los Comeses [Rancho]","R","23°56´50.747""N","104°32´36.591""W",23.94743,-104.543498,1871,"F13B12","0","0","0","0"
"1048","100051791","10","Durango","Dgo.","005","Durango","1791","Rancho Monte de los Olivos","R","24°17´27.057""N","104°42´19.290""W",24.290849,-104.705358,1909,"G13D71","9","*","*","1"
"1049","100051792","10","Durango","Dgo.","005","Durango","1792","River [Rancho]","R","23°57´50.834""N","104°48´55.731""W",23.964121,-104.815481,2316,"F13B11","1","*","*","1"
"1050","100051794","10","Durango","Dgo.","005","Durango","1794","El Puente [Restaurante]","R","24°05´32.677""N","104°34´15.637""W",24.09241,-104.57101,1859,"G13D82","5","*","*","1"
"1051","100051796","10","Durango","Dgo.","005","Durango","1796","San José de los Alisos (La Pequeña)","R","23°57´52.116""N","104°32´22.280""W",23.964477,-104.539522,1869,"F13B12","0","0","0","0"
"1052","100051798","10","Durango","Dgo.","005","Durango","1798","Universidad Tecnológica de Durango","R","23°59´26.097""N","104°37´02.593""W",23.990583,-104.617387,1874,"F13B12","0","0","0","0"
"1053","100051799","10","Durango","Dgo.","005","Durango","1799","La Esperanza","R","24°09´01.924""N","104°31´26.699""W",24.150534,-104.524083,1859,"G13D82","0","0","0","0"
"1054","100051800","10","Durango","Dgo.","005","Durango","1800","Los Fresnos","R","24°10´12.407""N","104°32´51.845""W",24.170113,-104.547735,1862,"G13D82","0","0","0","0"
"1055","100051802","10","Durango","Dgo.","005","Durango","1802","La Soledad","R","24°11´50.499""N","104°59´11.107""W",24.197361,-104.986419,2377,"G13D81","-","-","-","-"
"1056","100051804","10","Durango","Dgo.","005","Durango","1804","Granja Cárdenas","R","24°06´32.874""N","104°31´48.542""W",24.109132,-104.530151,1857,"G13D82","-","-","-","-"
"1057","100051805","10","Durango","Dgo.","005","Durango","1805","La Cuenca","R","24°04´01.322""N","104°26´51.330""W",24.067034,-104.447592,1849,"G13D82","-","-","-","-"
"1058","100051806","10","Durango","Dgo.","005","Durango","1806","Francisco Villa Massiel","R","24°00´22.942""N","104°29´05.535""W",24.006373,-104.484871,1863,"G13D82","-","-","-","-"
"1059","100051807","10","Durango","Dgo.","005","Durango","1807","Los Gavilanes","R","24°00´16.879""N","104°22´24.579""W",24.004689,-104.373494,1879,"G13D82","-","-","-","-"
"1060","100051808","10","Durango","Dgo.","005","Durango","1808","La Granjita","R","24°06´32.538""N","104°31´57.080""W",24.109038,-104.532522,1856,"G13D82","-","-","-","-"
"1061","100051809","10","Durango","Dgo.","005","Durango","1809","Granja Marlen","R","24°00´30.475""N","104°32´08.729""W",24.008465,-104.535758,1865,"G13D82","-","-","-","-"
"1062","100051810","10","Durango","Dgo.","005","Durango","1810","Potrerillos [Granja]","R","24°01´20.184""N","104°31´56.536""W",24.022273,-104.532371,1865,"G13D82","-","-","-","-"
"1063","100051811","10","Durango","Dgo.","005","Durango","1811","Ramón Lazalde","R","24°01´01.444""N","104°26´47.456""W",24.017068,-104.446516,1860,"G13D82","-","-","-","-"
"1064","100051812","10","Durango","Dgo.","005","Durango","1812","San Francisco (Rosarito) [Rancho]","R","24°03´56.165""N","104°30´52.597""W",24.065601,-104.51461,1858,"G13D82","-","-","-","-"
"1065","100051813","10","Durango","Dgo.","005","Durango","1813","San Antonio de los Barreales","R","24°01´47.219""N","104°32´39.655""W",24.029783,-104.544349,1862,"G13D82","-","-","-","-"
"1066","100051814","10","Durango","Dgo.","005","Durango","1814","Santa Cecilia","R","24°00´58.281""N","104°26´53.785""W",24.016189,-104.448274,1860,"G13D82","-","-","-","-"
"1067","100051815","10","Durango","Dgo.","005","Durango","1815","Santa Isabel (El Moyote)","R","24°04´19.123""N","104°32´26.789""W",24.071979,-104.540775,1858,"G13D82","-","-","-","-"
"1068","100051816","10","Durango","Dgo.","005","Durango","1816","La Vida","R","24°03´40.583""N","104°33´11.423""W",24.061273,-104.553173,1859,"G13D82","-","-","-","-"
"1069","100051817","10","Durango","Dgo.","005","Durango","1817","5 de Mayo","R","24°04´45.763""N","104°35´54.997""W",24.079379,-104.59861,1868,"G13D82","-","-","-","-"
"1070","100051818","10","Durango","Dgo.","005","Durango","1818","Adrián Castillo","R","24°01´20.188""N","104°34´41.510""W",24.022274,-104.578197,1868,"G13D82","-","-","-","-"
"1071","100051819","10","Durango","Dgo.","005","Durango","1819","Agua Zarca","R","24°05´00.265""N","104°35´34.849""W",24.083407,-104.593014,1869,"G13D82","-","-","-","-"
"1072","100051820","10","Durango","Dgo.","005","Durango","1820","Quinta Cabe","R","24°05´02.338""N","104°35´30.461""W",24.083983,-104.591795,1867,"G13D82","-","-","-","-"
"1073","100051821","10","Durango","Dgo.","005","Durango","1821","Cadillac","R","24°02´32.632""N","104°34´08.002""W",24.042398,-104.568889,1866,"G13D82","-","-","-","-"
"1074","100051822","10","Durango","Dgo.","005","Durango","1822","La Campana","R","24°02´18.467""N","104°34´22.692""W",24.038463,-104.57297,1869,"G13D82","-","-","-","-"
"1075","100051824","10","Durango","Dgo.","005","Durango","1824","Los Fresnos","R","24°05´00.209""N","104°36´34.277""W",24.083391,-104.609521,1888,"G13D82","-","-","-","-"
"1076","100051825","10","Durango","Dgo.","005","Durango","1825","Ciudad de los Niños [Fraccionamiento]","R","24°04´30.742""N","104°34´26.493""W",24.075206,-104.574026,1860,"G13D82","-","-","-","-"
"1077","100051828","10","Durango","Dgo.","005","Durango","1828","La Curva","R","24°01´48.309""N","104°34´02.370""W",24.030086,-104.567325,1864,"G13D82","-","-","-","-"
"1078","100051829","10","Durango","Dgo.","005","Durango","1829","Granja del Río Dos","R","24°07´27.532""N","104°33´56.565""W",24.124314,-104.565713,1850,"G13D82","-","-","-","-"
"1079","100051831","10","Durango","Dgo.","005","Durango","1831","El Gallo (Rancho la Bola)","R","24°03´41.481""N","104°34´24.560""W",24.061523,-104.573489,1860,"G13D82","-","-","-","-"
"1080","100051832","10","Durango","Dgo.","005","Durango","1832","Las Gemelas","R","24°00´17.049""N","104°33´51.752""W",24.004736,-104.564376,1869,"G13D82","-","-","-","-"
"1081","100051834","10","Durango","Dgo.","005","Durango","1834","Hortencia [Granja]","R","24°07´25.984""N","104°33´57.212""W",24.123884,-104.565892,1851,"G13D82","-","-","-","-"
"1082","100051835","10","Durango","Dgo.","005","Durango","1835","La Ilusión","R","24°00´11.864""N","104°37´03.652""W",24.003296,-104.617681,1875,"G13D82","-","-","-","-"
"1083","100051836","10","Durango","Dgo.","005","Durango","1836","Ampliación José Guadalupe Rodríguez (Cerro la Campana)","R","24°02´00.918""N","104°34´22.205""W",24.033588,-104.572835,1871,"G13D82","-","-","-","-"
"1084","100051837","10","Durango","Dgo.","005","Durango","1837","Lupita [Granja]","R","24°07´15.415""N","104°34´14.185""W",24.120949,-104.570607,1859,"G13D82","-","-","-","-"
"1085","100051838","10","Durango","Dgo.","005","Durango","1838","El Mirador","R","24°05´05.662""N","104°36´30.011""W",24.084906,-104.608336,1901,"G13D82","-","-","-","-"
"1086","100051839","10","Durango","Dgo.","005","Durango","1839","Prado [Granja]","R","24°07´14.983""N","104°34´10.582""W",24.120829,-104.569606,1859,"G13D82","-","-","-","-"
"1087","100051840","10","Durango","Dgo.","005","Durango","1840","San Fernando [Granja]","R","24°07´16.852""N","104°34´04.971""W",24.121348,-104.568048,1859,"G13D82","-","-","-","-"
"1088","100051841","10","Durango","Dgo.","005","Durango","1841","Granja Vieja","R","24°07´24.130""N","104°33´59.067""W",24.123369,-104.566408,1854,"G13D82","-","-","-","-"
"1089","100051842","10","Durango","Dgo.","005","Durango","1842","El Carrizalillo","R","24°10´45.634""N","104°51´21.585""W",24.179343,-104.855996,2250,"G13D81","-","-","-","-"
"1090","100051847","10","Durango","Dgo.","005","Durango","1847","María Aguilar","R","23°56´19.747""N","104°39´53.333""W",23.938819,-104.664815,1920,"F13B12","-","-","-","-"
"1091","100051848","10","Durango","Dgo.","005","Durango","1848","Alex","R","23°57´52.605""N","104°33´43.097""W",23.964613,-104.561971,1872,"F13B12","-","-","-","-"
"1092","100051849","10","Durango","Dgo.","005","Durango","1849","La Aurora","R","23°58´49.062""N","104°33´40.870""W",23.980295,-104.561353,1870,"F13B12","-","-","-","-"
"1093","100051850","10","Durango","Dgo.","005","Durango","1850","Aurora","R","23°57´25.081""N","104°36´19.083""W",23.956967,-104.605301,1875,"F13B12","-","-","-","-"
"1094","100051851","10","Durango","Dgo.","005","Durango","1851","Villa la Candelaria [Fraccionamiento]","R","23°57´41.575""N","104°36´18.924""W",23.961549,-104.605257,1874,"F13B12","-","-","-","-"
"1095","100051852","10","Durango","Dgo.","005","Durango","1852","Carboneras","R","23°56´27.335""N","104°35´57.697""W",23.940926,-104.59936,1876,"F13B12","-","-","-","-"
"1096","100051853","10","Durango","Dgo.","005","Durango","1853","Claudia Rodríguez","R","23°57´01.957""N","104°34´46.690""W",23.950544,-104.579636,1872,"F13B12","-","-","-","-"
"1097","100051854","10","Durango","Dgo.","005","Durango","1854","La Curva","R","23°55´53.338""N","104°33´56.228""W",23.931483,-104.565619,1879,"F13B12","-","-","-","-"
"1098","100051855","10","Durango","Dgo.","005","Durango","1855","Doctor Víctor Manuel Martínez","R","23°59´07.958""N","104°35´51.343""W",23.985544,-104.597595,1871,"F13B12","-","-","-","-"
"1099","100051856","10","Durango","Dgo.","005","Durango","1856","La Escondida","R","23°58´37.303""N","104°34´58.278""W",23.977029,-104.582855,1871,"F13B12","-","-","-","-"
"1100","100051857","10","Durango","Dgo.","005","Durango","1857","Fersen Antonio Diez Soto","R","23°59´15.812""N","104°36´55.151""W",23.987726,-104.61532,1871,"F13B12","-","-","-","-"
"1101","100051858","10","Durango","Dgo.","005","Durango","1858","Fidencio Quiñones Cornejo","R","23°56´48.462""N","104°35´07.036""W",23.946795,-104.585288,1874,"F13B12","-","-","-","-"
"1102","100051859","10","Durango","Dgo.","005","Durango","1859","Gabriela","R","23°59´03.880""N","104°33´18.170""W",23.984411,-104.555047,1869,"F13B12","-","-","-","-"
"1103","100051860","10","Durango","Dgo.","005","Durango","1860","Hortalizas GSM","R","23°56´08.419""N","104°35´30.480""W",23.935672,-104.5918,1878,"F13B12","-","-","-","-"
"1104","100051861","10","Durango","Dgo.","005","Durango","1861","Humberto de la Rosa","R","23°57´02.391""N","104°36´24.015""W",23.950664,-104.606671,1876,"F13B12","-","-","-","-"
"1105","100051862","10","Durango","Dgo.","005","Durango","1862","Juventino Briones","R","23°58´38.757""N","104°34´03.894""W",23.977433,-104.567748,1871,"F13B12","-","-","-","-"
"1106","100051863","10","Durango","Dgo.","005","Durango","1863","Laguna San Lorenzo","R","23°54´40.262""N","104°33´50.618""W",23.911184,-104.564061,1879,"F13B12","-","-","-","-"
"1107","100051864","10","Durango","Dgo.","005","Durango","1864","Lourdes","R","23°57´26.774""N","104°36´30.173""W",23.957437,-104.608381,1876,"F13B12","-","-","-","-"
"1108","100051865","10","Durango","Dgo.","005","Durango","1865","La Golondrina","R","23°59´53.598""N","104°36´42.434""W",23.998222,-104.611787,1871,"F13B12","-","-","-","-"
"1109","100051866","10","Durango","Dgo.","005","Durango","1866","Maximiliano Silerio Díaz","R","23°59´45.161""N","104°33´35.809""W",23.995878,-104.559947,1868,"F13B12","-","-","-","-"
"1110","100051867","10","Durango","Dgo.","005","Durango","1867","La Palapa","R","23°57´14.852""N","104°33´35.810""W",23.954126,-104.559947,1873,"F13B12","-","-","-","-"
"1111","100051868","10","Durango","Dgo.","005","Durango","1868","Parcela No. 16","R","23°59´07.161""N","104°36´33.376""W",23.985323,-104.609271,1870,"F13B12","-","-","-","-"
"1112","100051869","10","Durango","Dgo.","005","Durango","1869","El Pastorcito","R","23°58´15.644""N","104°36´31.230""W",23.971012,-104.608675,1870,"F13B12","-","-","-","-"
"1113","100051870","10","Durango","Dgo.","005","Durango","1870","El Patio","R","23°58´02.508""N","104°33´33.934""W",23.967363,-104.559426,1871,"F13B12","-","-","-","-"
"1114","100051871","10","Durango","Dgo.","005","Durango","1871","Las Remudas","R","23°57´14.980""N","104°35´45.330""W",23.954161,-104.595925,1875,"F13B12","-","-","-","-"
"1115","100051872","10","Durango","Dgo.","005","Durango","1872","El Madrigal [Rancho]","R","23°59´53.066""N","104°36´41.771""W",23.998074,-104.611603,1871,"F13B12","-","-","-","-"
"1116","100051873","10","Durango","Dgo.","005","Durango","1873","Sacramento","R","23°58´49.877""N","104°34´20.800""W",23.980521,-104.572444,1870,"F13B12","-","-","-","-"
"1117","100051874","10","Durango","Dgo.","005","Durango","1874","San Antonio","R","23°59´43.850""N","104°33´59.769""W",23.995514,-104.566603,1870,"F13B12","-","-","-","-"
"1118","100051875","10","Durango","Dgo.","005","Durango","1875","San Francisco de Asís","R","23°58´18.224""N","104°36´47.718""W",23.971729,-104.613255,1870,"F13B12","-","-","-","-"
"1119","100051876","10","Durango","Dgo.","005","Durango","1876","Tres Marías","R","23°58´31.247""N","104°38´47.536""W",23.975346,-104.646538,1876,"F13B12","-","-","-","-"
"1120","100051877","10","Durango","Dgo.","005","Durango","1877","Víctor López","R","23°59´54.009""N","104°33´45.799""W",23.998336,-104.562722,1869,"F13B12","-","-","-","-"
"1121","100051878","10","Durango","Dgo.","005","Durango","1878","El Yoyo","R","23°57´59.857""N","104°34´19.893""W",23.966627,-104.572193,1872,"F13B12","-","-","-","-"
"1122","100051879","10","Durango","Dgo.","005","Durango","1879","Cuatro Hermanos","R","23°55´52.208""N","104°34´48.809""W",23.931169,-104.580225,1890,"F13B12","-","-","-","-"
"1123","100051880","10","Durango","Dgo.","005","Durango","1880","Francisco Sarabia (Albatros)","R","23°55´46.450""N","104°34´47.312""W",23.929569,-104.579809,1891,"F13B12","-","-","-","-"
"1124","100051881","10","Durango","Dgo.","005","Durango","1881","Ganadera del Norte","R","23°58´07.282""N","104°38´16.663""W",23.968689,-104.637962,1879,"F13B12","-","-","-","-"
"1125","100051883","10","Durango","Dgo.","005","Durango","1883","Matorros [Rancho]","R","23°57´47.446""N","104°48´52.189""W",23.963179,-104.814497,2317,"F13B11","-","-","-","-"
"1126","100051884","10","Durango","Dgo.","005","Durango","1884","Monte Grande","R","23°57´10.222""N","104°49´25.341""W",23.952839,-104.823706,2397,"F13B11","-","-","-","-"
"1127","100051885","10","Durango","Dgo.","005","Durango","1885","San Francisco","R","23°52´57.577""N","104°52´54.567""W",23.88266,-104.881824,2386,"F13B11","-","-","-","-"
"1128","100051886","10","Durango","Dgo.","005","Durango","1886","San José del Pajarito","R","23°58´09.904""N","104°52´24.084""W",23.969418,-104.873357,2274,"F13B11","-","-","-","-"
"1129","100051887","10","Durango","Dgo.","005","Durango","1887","Los Agaves","R","23°58´26.819""N","104°32´57.625""W",23.974116,-104.54934,1868,"F13B12","-","-","-","-"
"1130","100051888","10","Durango","Dgo.","005","Durango","1888","Santa Elena [Pequñas Granjas]","R","23°59´11.354""N","104°32´14.935""W",23.986487,-104.537482,1864,"F13B12","-","-","-","-"
"1131","100051889","10","Durango","Dgo.","005","Durango","1889","Alejandra","R","23°59´01.906""N","104°28´12.254""W",23.983863,-104.470071,1860,"F13B12","-","-","-","-"
"1132","100051890","10","Durango","Dgo.","005","Durango","1890","Alfredo Martínez","R","23°56´22.112""N","104°31´21.254""W",23.939476,-104.522571,1876,"F13B12","-","-","-","-"
"1133","100051891","10","Durango","Dgo.","005","Durango","1891","San Antonio","R","23°54´50.909""N","104°31´37.501""W",23.914141,-104.527084,1884,"F13B12","-","-","-","-"
"1134","100051892","10","Durango","Dgo.","005","Durango","1892","El Bajío","R","23°54´37.850""N","104°31´51.226""W",23.910514,-104.530896,1885,"F13B12","-","-","-","-"
"1135","100051893","10","Durango","Dgo.","005","Durango","1893","La Cabaña","R","23°56´16.913""N","104°32´12.508""W",23.938031,-104.536808,1873,"F13B12","-","-","-","-"
"1136","100051894","10","Durango","Dgo.","005","Durango","1894","Cartagena","R","23°58´55.200""N","104°32´36.090""W",23.982,-104.543358,1874,"F13B12","-","-","-","-"
"1137","100051895","10","Durango","Dgo.","005","Durango","1895","La Codorniz","R","23°58´32.540""N","104°32´16.760""W",23.975706,-104.537989,1872,"F13B12","-","-","-","-"
"1138","100051896","10","Durango","Dgo.","005","Durango","1896","El Diez (Los Venados)","R","23°58´41.885""N","104°26´57.886""W",23.978301,-104.449413,1861,"F13B12","-","-","-","-"
"1139","100051897","10","Durango","Dgo.","005","Durango","1897","La Esmeralda","R","23°55´07.096""N","104°32´23.943""W",23.918638,-104.539984,1879,"F13B12","-","-","-","-"
"1140","100051898","10","Durango","Dgo.","005","Durango","1898","Fernando Olivas","R","23°56´55.399""N","104°32´03.153""W",23.948722,-104.534209,1871,"F13B12","-","-","-","-"
"1141","100051899","10","Durango","Dgo.","005","Durango","1899","Finca los Olivos","R","23°56´56.020""N","104°32´52.076""W",23.948894,-104.547799,1872,"F13B12","-","-","-","-"
"1142","100051900","10","Durango","Dgo.","005","Durango","1900","San Francisco","R","23°56´48.042""N","104°31´26.884""W",23.946678,-104.524134,1873,"F13B12","-","-","-","-"
"1143","100051902","10","Durango","Dgo.","005","Durango","1902","Los Gallos de la Loma","R","23°56´51.890""N","104°33´11.070""W",23.947747,-104.553075,1880,"F13B12","-","-","-","-"
"1144","100051903","10","Durango","Dgo.","005","Durango","1903","Gema [Granja]","R","23°58´46.031""N","104°32´51.458""W",23.979453,-104.547627,1867,"F13B12","-","-","-","-"
"1145","100051904","10","Durango","Dgo.","005","Durango","1904","La Granjita (Alfonso Amaya O.)","R","23°57´21.658""N","104°32´15.081""W",23.956016,-104.537523,1870,"F13B12","-","-","-","-"
"1146","100051905","10","Durango","Dgo.","005","Durango","1905","La Ilusión (Ramón Contreras)","R","23°58´50.532""N","104°32´45.864""W",23.980703,-104.546073,1866,"F13B12","-","-","-","-"
"1147","100051906","10","Durango","Dgo.","005","Durango","1906","As [Ingeniería y Construcciones]","R","23°58´45.935""N","104°33´08.688""W",23.979426,-104.552413,1868,"F13B12","-","-","-","-"
"1148","100051907","10","Durango","Dgo.","005","Durango","1907","El Invernadero","R","24°00´00.766""N","104°28´30.980""W",24.000213,-104.475272,1861,"G13D82","-","-","-","-"
"1149","100051908","10","Durango","Dgo.","005","Durango","1908","Jesús Pérez","R","23°54´56.977""N","104°30´23.708""W",23.915827,-104.506586,1889,"F13B12","-","-","-","-"
"1150","100051909","10","Durango","Dgo.","005","Durango","1909","San José (Víctor Herrera Echeverría)","R","23°58´34.999""N","104°32´44.464""W",23.976389,-104.545684,1867,"F13B12","-","-","-","-"
"1151","100051910","10","Durango","Dgo.","005","Durango","1910","José Ramón Soto Virrey","R","23°55´38.782""N","104°31´57.368""W",23.927439,-104.532602,1876,"F13B12","-","-","-","-"
"1152","100051911","10","Durango","Dgo.","005","Durango","1911","La Loma (Humberto)","R","23°56´51.300""N","104°30´33.520""W",23.947583,-104.509311,1888,"F13B12","-","-","-","-"
"1153","100051912","10","Durango","Dgo.","005","Durango","1912","Luis Edmundo Pulido Núñez","R","23°54´32.271""N","104°28´45.369""W",23.908964,-104.479269,1881,"F13B12","-","-","-","-"
"1154","100051913","10","Durango","Dgo.","005","Durango","1913","Luis Peyro","R","23°56´01.026""N","104°31´14.139""W",23.933618,-104.520594,1879,"F13B12","-","-","-","-"
"1155","100051914","10","Durango","Dgo.","005","Durango","1914","La Magdalena","R","23°56´55.549""N","104°31´44.091""W",23.948764,-104.528914,1871,"F13B12","-","-","-","-"
"1156","100051915","10","Durango","Dgo.","005","Durango","1915","Marcela [Rancho]","R","23°56´54.888""N","104°32´49.607""W",23.94858,-104.547113,1872,"F13B12","-","-","-","-"
"1157","100051916","10","Durango","Dgo.","005","Durango","1916","Marroquín Hermanos","R","23°55´54.715""N","104°32´50.388""W",23.931865,-104.54733,1873,"F13B12","-","-","-","-"
"1158","100051917","10","Durango","Dgo.","005","Durango","1917","San Mateo","R","23°57´35.841""N","104°27´07.874""W",23.959956,-104.452187,1866,"F13B12","-","-","-","-"
"1159","100051918","10","Durango","Dgo.","005","Durango","1918","Mura Farm","R","23°59´31.627""N","104°32´30.002""W",23.992119,-104.541667,1865,"F13B12","-","-","-","-"
"1160","100051919","10","Durango","Dgo.","005","Durango","1919","Las Nubes","R","23°55´36.959""N","104°32´06.505""W",23.926933,-104.53514,1876,"F13B12","-","-","-","-"
"1161","100051920","10","Durango","Dgo.","005","Durango","1920","Los Orozco","R","23°57´17.255""N","104°30´47.648""W",23.954793,-104.513236,1869,"F13B12","-","-","-","-"
"1162","100051921","10","Durango","Dgo.","005","Durango","1921","Los Pavorreales","R","23°55´15.367""N","104°30´49.027""W",23.920935,-104.513619,1887,"F13B12","-","-","-","-"
"1163","100051922","10","Durango","Dgo.","005","Durango","1922","Los Pochos","R","23°54´47.946""N","104°31´09.578""W",23.913318,-104.519327,1891,"F13B12","-","-","-","-"
"1164","100051923","10","Durango","Dgo.","005","Durango","1923","Quinta San Lorenzo","R","23°58´04.320""N","104°32´14.910""W",23.967867,-104.537475,1882,"F13B12","-","-","-","-"
"1165","100051924","10","Durango","Dgo.","005","Durango","1924","Don Ra","R","23°57´50.340""N","104°32´25.950""W",23.963983,-104.540542,1878,"F13B12","-","-","-","-"
"1166","100051925","10","Durango","Dgo.","005","Durango","1925","El Ranchito","R","23°56´16.564""N","104°32´18.313""W",23.937934,-104.53842,1873,"F13B12","-","-","-","-"
"1167","100051926","10","Durango","Dgo.","005","Durango","1926","Raúl López","R","23°57´24.330""N","104°28´28.760""W",23.956758,-104.474656,1874,"F13B12","-","-","-","-"
"1168","100051927","10","Durango","Dgo.","005","Durango","1927","María Luisa [Granja]","R","23°59´07.110""N","104°32´01.920""W",23.985308,-104.533867,1868,"F13B12","-","-","-","-"
"1169","100051928","10","Durango","Dgo.","005","Durango","1928","El Río (El Río de Salcido)","R","23°58´13.374""N","104°31´13.066""W",23.970382,-104.520296,1865,"F13B12","-","-","-","-"
"1170","100051930","10","Durango","Dgo.","005","Durango","1930","Santo Niño","R","23°55´37.115""N","104°31´02.533""W",23.926976,-104.51737,1883,"F13B12","-","-","-","-"
"1171","100051931","10","Durango","Dgo.","005","Durango","1931","El Sartenejo","R","23°57´10.390""N","104°29´13.020""W",23.952886,-104.48695,1881,"F13B12","-","-","-","-"
"1172","100051932","10","Durango","Dgo.","005","Durango","1932","El Tigre","R","23°57´16.789""N","104°31´18.410""W",23.954664,-104.521781,1871,"F13B12","-","-","-","-"
"1173","100051933","10","Durango","Dgo.","005","Durango","1933","Tío Juan","R","23°53´57.864""N","104°29´24.101""W",23.899407,-104.490028,1891,"F13B12","-","-","-","-"
"1174","100051934","10","Durango","Dgo.","005","Durango","1934","Tres Flechas","R","23°58´37.915""N","104°32´42.319""W",23.977199,-104.545089,1867,"F13B12","-","-","-","-"
"1175","100051935","10","Durango","Dgo.","005","Durango","1935","Santísima la Trinidad","R","23°56´36.705""N","104°32´45.574""W",23.943529,-104.545993,1871,"F13B12","-","-","-","-"
"1176","100051936","10","Durango","Dgo.","005","Durango","1936","El Clavo","R","23°57´43.115""N","104°21´34.892""W",23.961976,-104.359692,1940,"F13B12","-","-","-","-"
"1177","100051937","10","Durango","Dgo.","005","Durango","1937","Héctor Vela Valenzuela","R","23°55´19.627""N","104°55´54.592""W",23.922119,-104.931831,2343,"F13B11","-","-","-","-"
"1178","100051938","10","Durango","Dgo.","005","Durango","1938","La Ilusión [Rancho]","R","23°55´14.977""N","105°21´15.361""W",23.920827,-105.354267,2435,"F13A18","-","-","-","-"
"1179","100051939","10","Durango","Dgo.","005","Durango","1939","La Montaña [Rancho]","R","23°51´45.097""N","105°13´10.841""W",23.862527,-105.219678,2417,"F13A19","-","-","-","-"
"1180","100051940","10","Durango","Dgo.","005","Durango","1940","Los Pinoles","R","23°56´48.995""N","104°56´06.867""W",23.946943,-104.935241,2400,"F13B11","-","-","-","-"
"1181","100051941","10","Durango","Dgo.","005","Durango","1941","El Sueño","R","23°56´43.317""N","104°56´11.092""W",23.945366,-104.936414,2401,"F13B11","-","-","-","-"
