"Alumno","Semestre","Cr. Apr.","Carga","Promedio","Carrera","localidad","latitud","longitud"
4766,9,168,21,81.89,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4767,11,213,15,86.91,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4768,5,108,35,90.13,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4769,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4770,6,72,31,83.06,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4771,1,NA,27,0,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4772,4,77,30,86.59,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4773,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4774,7,88,32,86.32,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4775,7,180,30,93.53,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4776,3,59,28,89.15,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4777,5,107,33,87.87,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4778,4,69,33,85,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4779,3,54,19,86.58,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4780,7,176,34,90.73,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4781,4,60,33,79.54,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4782,4,82,34,88.67,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4783,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4784,2,22,31,80,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4785,1,NA,27,0,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4786,7,102,36,83.36,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4787,3,54,28,87.67,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4788,7,176,34,93,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4789,3,58,30,91.77,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4790,5,102,36,87.59,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4791,3,44,28,85.6,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4792,8,167,24,89.54,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4793,5,118,30,92.24,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4794,4,63,35,83.57,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4795,4,87,35,88.26,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4796,8,200,25,92.12,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4797,8,200,25,89.57,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4798,1,NA,27,0,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4799,8,195,25,84.41,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4800,6,146,34,92.48,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4801,7,181,34,87.92,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4802,7,155,35,84.97,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4803,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4804,8,210,25,93.86,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4805,2,22,31,85,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4806,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4807,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4808,4,73,28,80.56,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4809,3,54,28,84.92,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4810,1,NA,27,0,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4811,8,146,34,88.87,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4812,8,185,30,88.87,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4813,1,NA,27,0,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4814,3,55,24,78.83,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4815,3,46,28,86.4,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4816,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4817,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4818,4,82,30,86.39,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4819,3,54,28,87.08,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4820,6,143,28,88.3,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4821,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4822,4,92,35,88.2,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4823,3,45,27,84.4,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4824,6,127,34,86.04,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4825,2,22,27,88.4,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4826,2,22,27,89,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4827,7,150,25,88.75,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4828,4,73,30,83.38,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4829,3,54,28,89.17,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4830,2,27,27,91.83,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4831,4,73,29,87.81,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4832,4,77,29,86,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4833,1,NA,27,0,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4834,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4835,5,98,29,84.62,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4836,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4837,3,50,32,86.64,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4838,8,210,25,92.34,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4839,7,171,34,89.64,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4840,7,172,28,87.17,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4841,3,54,28,85,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4842,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4843,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4844,6,143,28,93.3,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4845,7,156,29,86,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4846,3,49,33,84.36,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4847,5,59,20,89.31,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4848,2,14,23,88.33,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4849,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4850,5,117,30,90.12,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4851,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4852,3,54,28,86.08,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4853,2,32,27,94.57,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4854,4,92,36,87.4,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4855,5,108,33,88.83,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4856,7,172,28,88.28,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4857,3,53,24,85.58,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4858,4,69,28,85.47,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4859,7,176,29,90.57,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4860,6,89,28,83.05,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4861,7,157,33,86.52,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4862,2,32,27,93.86,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4863,5,118,29,87.28,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4864,1,NA,27,0,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4865,7,181,29,89.16,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4866,7,146,34,86.03,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4867,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4868,3,54,33,86,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4869,3,54,28,89.83,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4870,2,27,27,91.5,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4871,2,27,27,87.33,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4872,5,112,36,91.92,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4873,7,176,29,89.05,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4874,2,22,23,91.8,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4875,4,78,34,84.47,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4876,2,32,31,88.43,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4877,8,205,30,89.09,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4878,3,54,28,87.42,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4879,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4880,5,113,34,91.04,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4881,6,101,34,84.95,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4882,3,32,31,84.43,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4883,8,111,34,86.54,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4884,6,82,29,80.11,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4885,5,113,30,87.46,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4886,8,205,30,86.74,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4887,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4888,3,54,28,91.83,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4889,6,143,28,88.17,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4890,7,170,35,87.44,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4891,3,54,28,89,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4892,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4893,2,27,27,87.33,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4894,5,76,35,82.24,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4895,3,53,29,87.92,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4896,6,90,25,84.85,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4897,4,82,30,84.5,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4898,7,166,34,87.94,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4899,2,27,27,90.17,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4900,4,78,29,86.88,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4901,3,44,28,89.9,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4902,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4903,2,22,27,83.8,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4904,5,108,35,86,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4905,1,NA,27,0,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4906,7,160,30,88.71,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4907,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4908,4,69,28,84.67,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4909,1,NA,23,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4910,7,176,29,88.54,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4911,7,NA,29,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4912,7,176,29,87.78,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4913,5,112,36,94.13,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4914,7,171,29,88.14,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4915,5,118,30,89.96,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4916,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4917,3,49,33,89.36,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4918,1,NA,27,0,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4919,5,133,34,91.96,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4920,3,46,36,89.1,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4921,5,117,31,92.92,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4922,6,131,30,85.54,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4923,7,171,29,85.33,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4924,8,205,30,88.26,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4925,5,123,34,92.35,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4926,3,54,28,86.92,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4927,5,122,31,90.27,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4928,6,129,33,86.48,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4929,7,174,31,89.78,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4930,3,54,28,86.08,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4931,2,27,27,87,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4932,2,22,27,89.2,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4933,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4934,2,27,32,89.83,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4935,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4936,2,22,27,87.8,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4937,7,167,33,88,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4938,8,195,30,86.59,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4939,5,118,30,91.24,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4940,4,82,35,84.83,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4941,8,148,34,89.13,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4942,4,78,34,86.24,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4943,8,190,35,86.58,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4944,4,82,30,84.28,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4945,5,104,33,90.64,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4946,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4947,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4948,3,54,28,89.25,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4949,5,111,30,88.75,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4950,5,117,35,89.8,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4951,5,113,30,90.33,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4952,3,54,33,89.33,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4953,8,195,30,89.9,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4954,2,22,26,91.2,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4955,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4956,7,176,34,94.24,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4957,1,NA,27,0,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4958,4,52,9,81.55,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4959,5,96,32,86.95,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4960,7,166,34,89,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4961,7,162,33,86.76,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4962,5,123,28,89.15,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4963,4,39,31,83.11,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4964,7,170,29,86.69,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4965,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4966,8,171,34,89.61,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4967,6,111,33,87.13,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4968,3,54,28,92.42,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4969,8,177,34,85.3,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4970,5,112,31,92.46,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
4971,3,54,28,94.42,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4972,5,123,28,92.81,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4973,6,133,33,85.54,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4974,8,205,30,88.56,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4975,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4976,6,111,35,88.46,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4977,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4978,7,151,34,90,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4979,3,54,28,96.83,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
4980,3,54,28,84.92,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4981,6,63,21,77.71,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4982,3,54,28,93.17,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4983,3,44,28,91.4,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4984,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4985,4,55,29,80.42,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4986,6,143,33,88.9,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4987,6,110,29,86.54,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4988,7,125,29,84.7,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4989,2,18,27,87.75,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
4990,5,118,29,94.28,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
4991,8,200,35,90.74,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4992,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4993,3,36,19,81.38,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4994,8,100,35,84.91,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4995,6,141,33,86,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4996,3,54,28,95.33,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4997,5,123,34,94.27,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
4998,8,180,35,83.34,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
4999,3,54,28,87.25,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5000,5,112,35,86.63,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5001,7,100,34,85.23,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5002,1,NA,27,0,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
5003,2,22,27,90.8,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5004,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5005,2,22,27,88.4,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
5006,5,84,29,79.67,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
5007,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5008,7,67,27,80.93,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
5009,5,113,34,87.46,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
5010,8,161,34,83.29,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5011,1,NA,27,0,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
5012,4,78,29,83.76,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
5013,2,27,27,84.5,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5014,7,154,30,89,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
5015,2,33,27,97.29,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5016,8,200,20,89.55,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
5017,1,NA,27,0,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
5018,4,82,30,85,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
5019,8,110,34,85.83,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5020,5,97,35,81.57,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
5021,3,54,28,87.83,"GESTION EMPRESARIAL","Los Caballos de Don Cruz",23.957366,-104.55193
5022,4,78,29,85.35,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5023,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5024,6,116,30,89.76,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5025,6,53,18,80.08,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5026,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5027,8,200,25,88.57,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5028,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5029,8,200,25,87.55,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5030,7,175,30,89.84,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5031,8,210,25,92.36,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5032,6,126,33,85.37,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5033,3,50,28,94.45,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5034,6,116,35,84.44,"GESTION EMPRESARIAL","Las Curras",24.011718,-104.468644
5035,1,NA,27,0,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5036,5,68,19,82.2,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5037,6,106,29,88.65,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5038,7,171,29,85.69,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5039,8,200,25,88.24,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
5040,6,55,28,82.5,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5041,7,140,35,82.27,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5042,5,127,24,88.96,"GESTION EMPRESARIAL","La Criba (Don Toño)",24.180146,-104.548244
5043,3,54,28,92.33,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5044,5,98,35,87.24,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5045,8,195,35,87.44,"GESTION EMPRESARIAL","La Esperanza",23.921388,-105.297257
5046,5,117,31,92.84,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5047,5,112,31,92.42,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5048,1,NA,27,0,"GESTION EMPRESARIAL","Los Arroyos (Las Colonias)",23.691424,-105.032756
5049,7,190,25,92.78,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
5050,2,22,27,90,"GESTION EMPRESARIAL","Victoria de Durango",24.023988,-104.670194
