Alumno,Semestre,Cr. Apr.,Carga,Promedio,Carrera
4668,11,201,24,86.4,GESTION EMPRESARIAL
4669,9,209,16,91.07,GESTION EMPRESARIAL
4670,9,230,15,93.48,GESTION EMPRESARIAL
4671,9,209,21,85.64,GESTION EMPRESARIAL
4672,9,230,5,93.56,GESTION EMPRESARIAL
4673,12,219,16,89.93,GESTION EMPRESARIAL
4674,10,185,20,87.44,GESTION EMPRESARIAL
4675,9,200,35,86.64,GESTION EMPRESARIAL
4676,10,215,20,83.82,GESTION EMPRESARIAL
4677,9,220,15,88.02,GESTION EMPRESARIAL
4678,9,220,15,90.98,GESTION EMPRESARIAL
4679,9,214,21,91.96,GESTION EMPRESARIAL
4680,10,230,5,87.88,GESTION EMPRESARIAL
4681,11,229,16,85.31,GESTION EMPRESARIAL
4682,10,235,10,90.53,GESTION EMPRESARIAL
4683,9,186,29,82,GESTION EMPRESARIAL
4684,10,230,5,85.6,GESTION EMPRESARIAL
4685,9,192,31,83.02,GESTION EMPRESARIAL
4686,11,200,30,85.86,GESTION EMPRESARIAL
4687,11,215,20,87.47,GESTION EMPRESARIAL
4688,9,220,15,94.37,GESTION EMPRESARIAL
4689,9,230,5,89.56,GESTION EMPRESARIAL
4690,9,235,10,93.45,GESTION EMPRESARIAL
4691,9,209,26,86.39,GESTION EMPRESARIAL
4692,9,235,10,90.47,GESTION EMPRESARIAL
4693,11,235,10,86.47,GESTION EMPRESARIAL
4694,9,230,15,92.17,GESTION EMPRESARIAL
4695,9,230,15,88.44,GESTION EMPRESARIAL
4696,10,211,24,84.18,GESTION EMPRESARIAL
4697,10,235,10,90.18,GESTION EMPRESARIAL
4698,9,219,16,85.52,GESTION EMPRESARIAL
4699,9,200,20,88.17,GESTION EMPRESARIAL
4700,11,205,30,83.65,GESTION EMPRESARIAL
4701,9,230,5,94.75,GESTION EMPRESARIAL
4702,9,205,25,91.07,GESTION EMPRESARIAL
4703,11,225,20,85.32,GESTION EMPRESARIAL
4704,11,235,10,88.55,GESTION EMPRESARIAL
4705,9,235,10,91.94,GESTION EMPRESARIAL
4706,10,164,25,84.86,GESTION EMPRESARIAL
4707,10,209,16,86.57,GESTION EMPRESARIAL
4708,10,185,30,82.69,GESTION EMPRESARIAL
4709,11,169,35,81.47,GESTION EMPRESARIAL
4710,9,235,10,91.49,GESTION EMPRESARIAL
4711,10,173,25,83.05,GESTION EMPRESARIAL
4712,9,215,20,85.18,GESTION EMPRESARIAL
4713,9,220,10,90.2,GESTION EMPRESARIAL
4714,10,200,30,86.88,GESTION EMPRESARIAL
4715,10,235,10,85.84,GESTION EMPRESARIAL
4716,9,230,15,91.77,GESTION EMPRESARIAL
4717,9,235,10,93.29,GESTION EMPRESARIAL
4718,10,225,10,85.17,GESTION EMPRESARIAL
4719,9,235,10,87.49,GESTION EMPRESARIAL
4720,9,230,15,91,GESTION EMPRESARIAL
4721,9,224,11,90.34,GESTION EMPRESARIAL
4722,9,235,10,91.43,GESTION EMPRESARIAL
4723,9,186,29,85.72,GESTION EMPRESARIAL
4724,9,220,10,91.57,GESTION EMPRESARIAL
4725,12,211,24,83.25,GESTION EMPRESARIAL
4726,11,177,29,83.32,GESTION EMPRESARIAL
4727,10,230,5,82.19,GESTION EMPRESARIAL
4728,10,194,31,82.83,GESTION EMPRESARIAL
4729,10,180,20,82.76,GESTION EMPRESARIAL
4730,10,200,25,85.86,GESTION EMPRESARIAL
4731,12,226,9,87.36,GESTION EMPRESARIAL
4732,12,225,10,86.83,GESTION EMPRESARIAL
4733,8,210,25,89.41,GESTION EMPRESARIAL
4734,9,225,10,90.72,GESTION EMPRESARIAL
4735,11,206,19,84.07,GESTION EMPRESARIAL
4736,11,235,10,88.06,GESTION EMPRESARIAL
4737,10,235,10,89.69,GESTION EMPRESARIAL
4738,8,199,31,91.55,GESTION EMPRESARIAL
4739,9,205,25,85.35,GESTION EMPRESARIAL
4740,10,235,10,90.84,GESTION EMPRESARIAL
4741,9,215,20,89.98,GESTION EMPRESARIAL
4742,10,143,27,81.35,GESTION EMPRESARIAL
4743,12,150,30,82,GESTION EMPRESARIAL
4744,12,220,5,86.11,GESTION EMPRESARIAL
4745,9,188,16,89.7,GESTION EMPRESARIAL
4746,10,153,28,81.16,GESTION EMPRESARIAL
4747,10,220,15,85.28,GESTION EMPRESARIAL
4748,9,212,19,82.89,GESTION EMPRESARIAL
4749,11,205,30,82.02,GESTION EMPRESARIAL
4750,9,209,26,87.75,GESTION EMPRESARIAL
4751,10,205,20,85.16,GESTION EMPRESARIAL
4752,10,160,25,82.88,GESTION EMPRESARIAL
4753,9,225,20,92.13,GESTION EMPRESARIAL
4754,11,229,6,85.15,GESTION EMPRESARIAL
4755,9,235,10,91.94,GESTION EMPRESARIAL
4756,9,230,15,91.77,GESTION EMPRESARIAL
4757,9,220,15,92.3,GESTION EMPRESARIAL
4758,10,189,26,83.38,GESTION EMPRESARIAL
4759,9,230,5,88.48,GESTION EMPRESARIAL
4760,9,215,20,87.38,GESTION EMPRESARIAL
4761,13,230,5,84.6,GESTION EMPRESARIAL
4762,10,235,10,84.18,GESTION EMPRESARIAL
4763,10,155,30,83.45,GESTION EMPRESARIAL
4764,9,220,10,89.35,GESTION EMPRESARIAL
4765,9,195,25,84.15,GESTION EMPRESARIAL
4766,9,168,21,81.89,GESTION EMPRESARIAL
4767,11,213,15,86.91,GESTION EMPRESARIAL
4768,5,108,35,90.13,GESTION EMPRESARIAL
4769,1,,27,0,GESTION EMPRESARIAL
4770,6,72,31,83.06,GESTION EMPRESARIAL
4771,1,,27,0,GESTION EMPRESARIAL
4772,4,77,30,86.59,GESTION EMPRESARIAL
4773,1,,27,0,GESTION EMPRESARIAL
4774,7,88,32,86.32,GESTION EMPRESARIAL
4775,7,180,30,93.53,GESTION EMPRESARIAL
4776,3,59,28,89.15,GESTION EMPRESARIAL
4777,5,107,33,87.87,GESTION EMPRESARIAL
4778,4,69,33,85,GESTION EMPRESARIAL
4779,3,54,19,86.58,GESTION EMPRESARIAL
4780,7,176,34,90.73,GESTION EMPRESARIAL
4781,4,60,33,79.54,GESTION EMPRESARIAL
4782,4,82,34,88.67,GESTION EMPRESARIAL
4783,1,,27,0,GESTION EMPRESARIAL
4784,2,22,31,80,GESTION EMPRESARIAL
4785,1,,27,0,GESTION EMPRESARIAL
4786,7,102,36,83.36,GESTION EMPRESARIAL
4787,3,54,28,87.67,GESTION EMPRESARIAL
4788,7,176,34,93,GESTION EMPRESARIAL
4789,3,58,30,91.77,GESTION EMPRESARIAL
4790,5,102,36,87.59,GESTION EMPRESARIAL
4791,3,44,28,85.6,GESTION EMPRESARIAL
4792,8,167,24,89.54,GESTION EMPRESARIAL
4793,5,118,30,92.24,GESTION EMPRESARIAL
4794,4,63,35,83.57,GESTION EMPRESARIAL
4795,4,87,35,88.26,GESTION EMPRESARIAL
4796,8,200,25,92.12,GESTION EMPRESARIAL
4797,8,200,25,89.57,GESTION EMPRESARIAL
4798,1,,27,0,GESTION EMPRESARIAL
4799,8,195,25,84.41,GESTION EMPRESARIAL
4800,6,146,34,92.48,GESTION EMPRESARIAL
4801,7,181,34,87.92,GESTION EMPRESARIAL
4802,7,155,35,84.97,GESTION EMPRESARIAL
4803,1,,27,0,GESTION EMPRESARIAL
4804,8,210,25,93.86,GESTION EMPRESARIAL
4805,2,22,31,85,GESTION EMPRESARIAL
4806,1,,27,0,GESTION EMPRESARIAL
4807,1,,27,0,GESTION EMPRESARIAL
4808,4,73,28,80.56,GESTION EMPRESARIAL
4809,3,54,28,84.92,GESTION EMPRESARIAL
4810,1,,27,0,GESTION EMPRESARIAL
4811,8,146,34,88.87,GESTION EMPRESARIAL
4812,8,185,30,88.87,GESTION EMPRESARIAL
4813,1,,27,0,GESTION EMPRESARIAL
4814,3,55,24,78.83,GESTION EMPRESARIAL
4815,3,46,28,86.4,GESTION EMPRESARIAL
4816,1,,27,0,GESTION EMPRESARIAL
4817,1,,27,0,GESTION EMPRESARIAL
4818,4,82,30,86.39,GESTION EMPRESARIAL
4819,3,54,28,87.08,GESTION EMPRESARIAL
4820,6,143,28,88.3,GESTION EMPRESARIAL
4821,1,,27,0,GESTION EMPRESARIAL
4822,4,92,35,88.2,GESTION EMPRESARIAL
4823,3,45,27,84.4,GESTION EMPRESARIAL
4824,6,127,34,86.04,GESTION EMPRESARIAL
4825,2,22,27,88.4,GESTION EMPRESARIAL
4826,2,22,27,89,GESTION EMPRESARIAL
4827,7,150,25,88.75,GESTION EMPRESARIAL
4828,4,73,30,83.38,GESTION EMPRESARIAL
4829,3,54,28,89.17,GESTION EMPRESARIAL
4830,2,27,27,91.83,GESTION EMPRESARIAL
4831,4,73,29,87.81,GESTION EMPRESARIAL
4832,4,77,29,86,GESTION EMPRESARIAL
4833,1,,27,0,GESTION EMPRESARIAL
4834,1,,27,0,GESTION EMPRESARIAL
4835,5,98,29,84.62,GESTION EMPRESARIAL
4836,1,,27,0,GESTION EMPRESARIAL
4837,3,50,32,86.64,GESTION EMPRESARIAL
4838,8,210,25,92.34,GESTION EMPRESARIAL
4839,7,171,34,89.64,GESTION EMPRESARIAL
4840,7,172,28,87.17,GESTION EMPRESARIAL
4841,3,54,28,85,GESTION EMPRESARIAL
4842,1,,27,0,GESTION EMPRESARIAL
4843,1,,27,0,GESTION EMPRESARIAL
4844,6,143,28,93.3,GESTION EMPRESARIAL
4845,7,156,29,86,GESTION EMPRESARIAL
4846,3,49,33,84.36,GESTION EMPRESARIAL
4847,5,59,20,89.31,GESTION EMPRESARIAL
4848,2,14,23,88.33,GESTION EMPRESARIAL
4849,1,,27,0,GESTION EMPRESARIAL
4850,5,117,30,90.12,GESTION EMPRESARIAL
4851,1,,27,0,GESTION EMPRESARIAL
4852,3,54,28,86.08,GESTION EMPRESARIAL
4853,2,32,27,94.57,GESTION EMPRESARIAL
4854,4,92,36,87.4,GESTION EMPRESARIAL
4855,5,108,33,88.83,GESTION EMPRESARIAL
4856,7,172,28,88.28,GESTION EMPRESARIAL
4857,3,53,24,85.58,GESTION EMPRESARIAL
4858,4,69,28,85.47,GESTION EMPRESARIAL
4859,7,176,29,90.57,GESTION EMPRESARIAL
4860,6,89,28,83.05,GESTION EMPRESARIAL
4861,7,157,33,86.52,GESTION EMPRESARIAL
4862,2,32,27,93.86,GESTION EMPRESARIAL
4863,5,118,29,87.28,GESTION EMPRESARIAL
4864,1,,27,0,GESTION EMPRESARIAL
4865,7,181,29,89.16,GESTION EMPRESARIAL
4866,7,146,34,86.03,GESTION EMPRESARIAL
4867,1,,27,0,GESTION EMPRESARIAL
4868,3,54,33,86,GESTION EMPRESARIAL
4869,3,54,28,89.83,GESTION EMPRESARIAL
4870,2,27,27,91.5,GESTION EMPRESARIAL
4871,2,27,27,87.33,GESTION EMPRESARIAL
4872,5,112,36,91.92,GESTION EMPRESARIAL
4873,7,176,29,89.05,GESTION EMPRESARIAL
4874,2,22,23,91.8,GESTION EMPRESARIAL
4875,4,78,34,84.47,GESTION EMPRESARIAL
4876,2,32,31,88.43,GESTION EMPRESARIAL
4877,8,205,30,89.09,GESTION EMPRESARIAL
4878,3,54,28,87.42,GESTION EMPRESARIAL
4879,1,,27,0,GESTION EMPRESARIAL
4880,5,113,34,91.04,GESTION EMPRESARIAL
4881,6,101,34,84.95,GESTION EMPRESARIAL
4882,3,32,31,84.43,GESTION EMPRESARIAL
4883,8,111,34,86.54,GESTION EMPRESARIAL
4884,6,82,29,80.11,GESTION EMPRESARIAL
4885,5,113,30,87.46,GESTION EMPRESARIAL
4886,8,205,30,86.74,GESTION EMPRESARIAL
4887,1,,27,0,GESTION EMPRESARIAL
4888,3,54,28,91.83,GESTION EMPRESARIAL
4889,6,143,28,88.17,GESTION EMPRESARIAL
4890,7,170,35,87.44,GESTION EMPRESARIAL
4891,3,54,28,89,GESTION EMPRESARIAL
4892,1,,27,0,GESTION EMPRESARIAL
4893,2,27,27,87.33,GESTION EMPRESARIAL
4894,5,76,35,82.24,GESTION EMPRESARIAL
4895,3,53,29,87.92,GESTION EMPRESARIAL
4896,6,90,25,84.85,GESTION EMPRESARIAL
4897,4,82,30,84.5,GESTION EMPRESARIAL
4898,7,166,34,87.94,GESTION EMPRESARIAL
4899,2,27,27,90.17,GESTION EMPRESARIAL
4900,4,78,29,86.88,GESTION EMPRESARIAL
4901,3,44,28,89.9,GESTION EMPRESARIAL
4902,1,,27,0,GESTION EMPRESARIAL
4903,2,22,27,83.8,GESTION EMPRESARIAL
4904,5,108,35,86,GESTION EMPRESARIAL
4905,1,,27,0,GESTION EMPRESARIAL
4906,7,160,30,88.71,GESTION EMPRESARIAL
4907,1,,27,0,GESTION EMPRESARIAL
4908,4,69,28,84.67,GESTION EMPRESARIAL
4909,1,,23,0,GESTION EMPRESARIAL
4910,7,176,29,88.54,GESTION EMPRESARIAL
4911,7,,29,0,GESTION EMPRESARIAL
4912,7,176,29,87.78,GESTION EMPRESARIAL
4913,5,112,36,94.13,GESTION EMPRESARIAL
4914,7,171,29,88.14,GESTION EMPRESARIAL
4915,5,118,30,89.96,GESTION EMPRESARIAL
4916,1,,27,0,GESTION EMPRESARIAL
4917,3,49,33,89.36,GESTION EMPRESARIAL
4918,1,,27,0,GESTION EMPRESARIAL
4919,5,133,34,91.96,GESTION EMPRESARIAL
4920,3,46,36,89.1,GESTION EMPRESARIAL
4921,5,117,31,92.92,GESTION EMPRESARIAL
4922,6,131,30,85.54,GESTION EMPRESARIAL
4923,7,171,29,85.33,GESTION EMPRESARIAL
4924,8,205,30,88.26,GESTION EMPRESARIAL
4925,5,123,34,92.35,GESTION EMPRESARIAL
4926,3,54,28,86.92,GESTION EMPRESARIAL
4927,5,122,31,90.27,GESTION EMPRESARIAL
4928,6,129,33,86.48,GESTION EMPRESARIAL
4929,7,174,31,89.78,GESTION EMPRESARIAL
4930,3,54,28,86.08,GESTION EMPRESARIAL
4931,2,27,27,87,GESTION EMPRESARIAL
4932,2,22,27,89.2,GESTION EMPRESARIAL
4933,1,,27,0,GESTION EMPRESARIAL
4934,2,27,32,89.83,GESTION EMPRESARIAL
4935,1,,27,0,GESTION EMPRESARIAL
4936,2,22,27,87.8,GESTION EMPRESARIAL
4937,7,167,33,88,GESTION EMPRESARIAL
4938,8,195,30,86.59,GESTION EMPRESARIAL
4939,5,118,30,91.24,GESTION EMPRESARIAL
4940,4,82,35,84.83,GESTION EMPRESARIAL
4941,8,148,34,89.13,GESTION EMPRESARIAL
4942,4,78,34,86.24,GESTION EMPRESARIAL
4943,8,190,35,86.58,GESTION EMPRESARIAL
4944,4,82,30,84.28,GESTION EMPRESARIAL
4945,5,104,33,90.64,GESTION EMPRESARIAL
4946,1,,27,0,GESTION EMPRESARIAL
4947,1,,27,0,GESTION EMPRESARIAL
4948,3,54,28,89.25,GESTION EMPRESARIAL
4949,5,111,30,88.75,GESTION EMPRESARIAL
4950,5,117,35,89.8,GESTION EMPRESARIAL
4951,5,113,30,90.33,GESTION EMPRESARIAL
4952,3,54,33,89.33,GESTION EMPRESARIAL
4953,8,195,30,89.9,GESTION EMPRESARIAL
4954,2,22,26,91.2,GESTION EMPRESARIAL
4955,1,,27,0,GESTION EMPRESARIAL
4956,7,176,34,94.24,GESTION EMPRESARIAL
4957,1,,27,0,GESTION EMPRESARIAL
4958,4,52,9,81.55,GESTION EMPRESARIAL
4959,5,96,32,86.95,GESTION EMPRESARIAL
4960,7,166,34,89,GESTION EMPRESARIAL
4961,7,162,33,86.76,GESTION EMPRESARIAL
4962,5,123,28,89.15,GESTION EMPRESARIAL
4963,4,39,31,83.11,GESTION EMPRESARIAL
4964,7,170,29,86.69,GESTION EMPRESARIAL
4965,1,,27,0,GESTION EMPRESARIAL
4966,8,171,34,89.61,GESTION EMPRESARIAL
4967,6,111,33,87.13,GESTION EMPRESARIAL
4968,3,54,28,92.42,GESTION EMPRESARIAL
4969,8,177,34,85.3,GESTION EMPRESARIAL
4970,5,112,31,92.46,GESTION EMPRESARIAL
4971,3,54,28,94.42,GESTION EMPRESARIAL
4972,5,123,28,92.81,GESTION EMPRESARIAL
4973,6,133,33,85.54,GESTION EMPRESARIAL
4974,8,205,30,88.56,GESTION EMPRESARIAL
4975,1,,27,0,GESTION EMPRESARIAL
4976,6,111,35,88.46,GESTION EMPRESARIAL
4977,1,,27,0,GESTION EMPRESARIAL
4978,7,151,34,90,GESTION EMPRESARIAL
4979,3,54,28,96.83,GESTION EMPRESARIAL
4980,3,54,28,84.92,GESTION EMPRESARIAL
4981,6,63,21,77.71,GESTION EMPRESARIAL
4982,3,54,28,93.17,GESTION EMPRESARIAL
4983,3,44,28,91.4,GESTION EMPRESARIAL
4984,1,,27,0,GESTION EMPRESARIAL
4985,4,55,29,80.42,GESTION EMPRESARIAL
4986,6,143,33,88.9,GESTION EMPRESARIAL
4987,6,110,29,86.54,GESTION EMPRESARIAL
4988,7,125,29,84.7,GESTION EMPRESARIAL
4989,2,18,27,87.75,GESTION EMPRESARIAL
4990,5,118,29,94.28,GESTION EMPRESARIAL
4991,8,200,35,90.74,GESTION EMPRESARIAL
4992,1,,27,0,GESTION EMPRESARIAL
4993,3,36,19,81.38,GESTION EMPRESARIAL
4994,8,100,35,84.91,GESTION EMPRESARIAL
4995,6,141,33,86,GESTION EMPRESARIAL
4996,3,54,28,95.33,GESTION EMPRESARIAL
4997,5,123,34,94.27,GESTION EMPRESARIAL
4998,8,180,35,83.34,GESTION EMPRESARIAL
4999,3,54,28,87.25,GESTION EMPRESARIAL
5000,5,112,35,86.63,GESTION EMPRESARIAL
5001,7,100,34,85.23,GESTION EMPRESARIAL
5002,1,,27,0,GESTION EMPRESARIAL
5003,2,22,27,90.8,GESTION EMPRESARIAL
5004,1,,27,0,GESTION EMPRESARIAL
5005,2,22,27,88.4,GESTION EMPRESARIAL
5006,5,84,29,79.67,GESTION EMPRESARIAL
5007,1,,27,0,GESTION EMPRESARIAL
5008,7,67,27,80.93,GESTION EMPRESARIAL
5009,5,113,34,87.46,GESTION EMPRESARIAL
5010,8,161,34,83.29,GESTION EMPRESARIAL
5011,1,,27,0,GESTION EMPRESARIAL
5012,4,78,29,83.76,GESTION EMPRESARIAL
5013,2,27,27,84.5,GESTION EMPRESARIAL
5014,7,154,30,89,GESTION EMPRESARIAL
5015,2,33,27,97.29,GESTION EMPRESARIAL
5016,8,200,20,89.55,GESTION EMPRESARIAL
5017,1,,27,0,GESTION EMPRESARIAL
5018,4,82,30,85,GESTION EMPRESARIAL
5019,8,110,34,85.83,GESTION EMPRESARIAL
5020,5,97,35,81.57,GESTION EMPRESARIAL
5021,3,54,28,87.83,GESTION EMPRESARIAL
5022,4,78,29,85.35,GESTION EMPRESARIAL
5023,1,,27,0,GESTION EMPRESARIAL
5024,6,116,30,89.76,GESTION EMPRESARIAL
5025,6,53,18,80.08,GESTION EMPRESARIAL
5026,1,,27,0,GESTION EMPRESARIAL
5027,8,200,25,88.57,GESTION EMPRESARIAL
5028,1,,27,0,GESTION EMPRESARIAL
5029,8,200,25,87.55,GESTION EMPRESARIAL
5030,7,175,30,89.84,GESTION EMPRESARIAL
5031,8,210,25,92.36,GESTION EMPRESARIAL
5032,6,126,33,85.37,GESTION EMPRESARIAL
5033,3,50,28,94.45,GESTION EMPRESARIAL
5034,6,116,35,84.44,GESTION EMPRESARIAL
5035,1,,27,0,GESTION EMPRESARIAL
5036,5,68,19,82.2,GESTION EMPRESARIAL
5037,6,106,29,88.65,GESTION EMPRESARIAL
5038,7,171,29,85.69,GESTION EMPRESARIAL
5039,8,200,25,88.24,GESTION EMPRESARIAL
5040,6,55,28,82.5,GESTION EMPRESARIAL
5041,7,140,35,82.27,GESTION EMPRESARIAL
5042,5,127,24,88.96,GESTION EMPRESARIAL
5043,3,54,28,92.33,GESTION EMPRESARIAL
5044,5,98,35,87.24,GESTION EMPRESARIAL
5045,8,195,35,87.44,GESTION EMPRESARIAL
5046,5,117,31,92.84,GESTION EMPRESARIAL
5047,5,112,31,92.42,GESTION EMPRESARIAL
5048,1,,27,0,GESTION EMPRESARIAL
5049,7,190,25,92.78,GESTION EMPRESARIAL
5050,2,22,27,90,GESTION EMPRESARIAL
5051,6,138,28,89.21,GESTION EMPRESARIAL
5052,7,136,30,84.97,GESTION EMPRESARIAL
5053,5,122,34,95.27,GESTION EMPRESARIAL
5054,1,,27,0,GESTION EMPRESARIAL
5055,1,,27,0,GESTION EMPRESARIAL
5056,8,191,34,91.3,GESTION EMPRESARIAL
5057,5,88,27,82,GESTION EMPRESARIAL
5058,6,142,29,85.13,GESTION EMPRESARIAL
5059,5,107,31,86.43,GESTION EMPRESARIAL
5060,7,54,33,86.5,GESTION EMPRESARIAL
5061,5,87,36,88.11,GESTION EMPRESARIAL
5062,3,54,28,88.83,GESTION EMPRESARIAL
5063,7,176,34,90.7,GESTION EMPRESARIAL
5064,4,82,25,87.28,GESTION EMPRESARIAL
5065,4,78,29,87.65,GESTION EMPRESARIAL
5066,5,112,36,91.75,GESTION EMPRESARIAL
5067,6,144,34,88.48,GESTION EMPRESARIAL
5068,8,200,25,91.36,GESTION EMPRESARIAL
5069,3,54,28,94.33,GESTION EMPRESARIAL
5070,1,,27,0,GESTION EMPRESARIAL
5071,3,26,4,82.83,GESTION EMPRESARIAL
5072,3,54,28,93.08,GESTION EMPRESARIAL
5073,1,,27,0,GESTION EMPRESARIAL
5074,5,112,35,86.58,GESTION EMPRESARIAL
5075,5,116,32,87.71,GESTION EMPRESARIAL
5076,6,98,24,86.05,GESTION EMPRESARIAL
5077,5,112,31,88.29,GESTION EMPRESARIAL
5078,8,195,25,87.54,GESTION EMPRESARIAL
5079,8,210,25,90.2,GESTION EMPRESARIAL
5080,3,53,29,84.83,GESTION EMPRESARIAL
5081,1,,27,0,GESTION EMPRESARIAL
5082,4,32,23,89.43,GESTION EMPRESARIAL
5083,6,108,20,82.74,GESTION EMPRESARIAL
5084,8,176,34,83,GESTION EMPRESARIAL
5085,1,,27,0,GESTION EMPRESARIAL
5086,4,82,30,91.44,GESTION EMPRESARIAL
5087,1,,27,0,GESTION EMPRESARIAL
5088,8,200,25,86.95,GESTION EMPRESARIAL
5089,6,94,33,84.7,GESTION EMPRESARIAL
5090,3,54,28,89.25,GESTION EMPRESARIAL
5091,6,138,33,93.48,GESTION EMPRESARIAL
5092,1,,27,0,GESTION EMPRESARIAL
5093,2,27,27,95.33,GESTION EMPRESARIAL
5094,1,,27,0,GESTION EMPRESARIAL
5095,2,18,22,80,GESTION EMPRESARIAL
5096,8,111,34,82.46,GESTION EMPRESARIAL
5097,2,41,31,89.78,GESTION EMPRESARIAL
5098,2,36,26,87.25,GESTION EMPRESARIAL
5099,3,54,28,92.17,GESTION EMPRESARIAL
5100,8,185,30,84.59,GESTION EMPRESARIAL
5101,1,,27,0,GESTION EMPRESARIAL
5102,3,54,28,88.67,GESTION EMPRESARIAL
5103,5,93,30,83.65,GESTION EMPRESARIAL
5104,3,32,24,79.86,GESTION EMPRESARIAL
5105,6,105,34,87.91,GESTION EMPRESARIAL
5106,3,54,28,89.33,GESTION EMPRESARIAL
5107,7,147,33,87.55,GESTION EMPRESARIAL
5108,2,22,22,93.6,GESTION EMPRESARIAL
5109,8,209,26,87.91,GESTION EMPRESARIAL
5110,6,132,33,86.46,GESTION EMPRESARIAL
5111,7,55,25,82,GESTION EMPRESARIAL
5112,3,54,28,85,GESTION EMPRESARIAL
5113,2,49,28,83.36,GESTION EMPRESARIAL
5114,7,185,25,95.74,GESTION EMPRESARIAL
5115,5,122,31,86.42,GESTION EMPRESARIAL
5116,8,125,35,85.41,GESTION EMPRESARIAL
5117,4,82,28,88.89,GESTION EMPRESARIAL
5118,1,,27,0,GESTION EMPRESARIAL
5119,3,48,29,85.36,GESTION EMPRESARIAL
5120,8,98,29,80.95,GESTION EMPRESARIAL
5121,5,116,30,91.44,GESTION EMPRESARIAL
5122,4,41,22,78.22,GESTION EMPRESARIAL
5123,2,32,31,88.86,GESTION EMPRESARIAL
5124,2,27,32,90.5,GESTION EMPRESARIAL
5125,8,147,28,85.94,GESTION EMPRESARIAL
5126,6,131,35,86.39,GESTION EMPRESARIAL
5127,5,108,35,89.43,GESTION EMPRESARIAL
5128,8,200,25,91.55,GESTION EMPRESARIAL
5129,8,113,34,83,GESTION EMPRESARIAL
5130,8,230,5,84.46,GESTION EMPRESARIAL
5131,3,54,28,90.75,GESTION EMPRESARIAL
5132,6,87,34,83.16,GESTION EMPRESARIAL
5133,6,111,36,85.29,GESTION EMPRESARIAL
5134,3,40,28,82.67,GESTION EMPRESARIAL
5135,5,112,31,88.96,GESTION EMPRESARIAL
5136,5,112,31,88.54,GESTION EMPRESARIAL
5137,8,200,35,92.95,GESTION EMPRESARIAL
5138,8,210,25,90.07,GESTION EMPRESARIAL
5139,7,171,29,90.72,GESTION EMPRESARIAL
5140,8,200,25,86.21,GESTION EMPRESARIAL
5141,3,54,28,91.92,GESTION EMPRESARIAL
5142,8,200,25,86.55,GESTION EMPRESARIAL
5143,4,82,30,85.67,GESTION EMPRESARIAL
5144,7,172,33,87.11,GESTION EMPRESARIAL
5145,4,50,29,82.09,GESTION EMPRESARIAL
5146,3,45,27,85.3,GESTION EMPRESARIAL
5147,6,133,29,88.75,GESTION EMPRESARIAL
5148,5,112,31,90.75,GESTION EMPRESARIAL
5149,1,,27,0,GESTION EMPRESARIAL
5150,6,143,33,89.63,GESTION EMPRESARIAL
5151,1,,27,0,GESTION EMPRESARIAL
5152,2,27,27,92.67,GESTION EMPRESARIAL
5153,8,98,34,86,GESTION EMPRESARIAL
5154,5,117,35,94.52,GESTION EMPRESARIAL
5155,6,137,33,90.1,GESTION EMPRESARIAL
5156,3,54,23,87.83,GESTION EMPRESARIAL
5157,7,146,33,87.52,GESTION EMPRESARIAL
5158,4,69,29,81.73,GESTION EMPRESARIAL
5159,7,125,29,86.22,GESTION EMPRESARIAL
5160,1,,27,0,GESTION EMPRESARIAL
5161,6,120,24,86.73,GESTION EMPRESARIAL
5162,1,,27,0,GESTION EMPRESARIAL
5163,3,51,27,87.18,GESTION EMPRESARIAL
5164,2,27,27,96,GESTION EMPRESARIAL
5165,6,100,31,82.91,GESTION EMPRESARIAL
5166,3,51,23,86.36,GESTION EMPRESARIAL
5167,1,,27,0,GESTION EMPRESARIAL
5168,4,92,29,90.6,GESTION EMPRESARIAL
5169,1,,27,0,GESTION EMPRESARIAL
5170,1,,27,0,GESTION EMPRESARIAL
5171,8,210,25,94.52,GESTION EMPRESARIAL
5172,6,142,33,86.53,GESTION EMPRESARIAL
5173,2,37,30,93.25,GESTION EMPRESARIAL
5174,5,107,35,83.83,GESTION EMPRESARIAL
5175,3,54,23,87.5,GESTION EMPRESARIAL
5176,8,175,30,87,GESTION EMPRESARIAL
5177,6,132,28,83.89,GESTION EMPRESARIAL
5178,5,117,35,87.8,GESTION EMPRESARIAL
5179,6,128,33,87.96,GESTION EMPRESARIAL
5180,7,171,29,91.56,GESTION EMPRESARIAL
5181,8,200,35,92.24,GESTION EMPRESARIAL
5182,3,44,28,92,GESTION EMPRESARIAL
5183,2,27,27,94.67,GESTION EMPRESARIAL
5184,3,60,29,84.85,GESTION EMPRESARIAL
5185,7,171,29,89.64,GESTION EMPRESARIAL
5186,1,,27,0,GESTION EMPRESARIAL
5187,6,146,35,87.03,GESTION EMPRESARIAL
5188,1,,27,0,GESTION EMPRESARIAL
5189,8,180,30,87.16,GESTION EMPRESARIAL
5190,3,45,33,85.1,GESTION EMPRESARIAL
5191,5,119,33,90.32,GESTION EMPRESARIAL
5192,6,117,34,88.2,GESTION EMPRESARIAL
5193,6,138,33,86.21,GESTION EMPRESARIAL
5194,8,166,35,82.77,GESTION EMPRESARIAL
