RAMO,RAMO SIGLAS,RAMO DESCRIPCION,INSTITUCION SIGLAS,INSTITUCION NOMBRE,UR,AÑO,INDICE DE SATISFACCIÓN LABORAL
17,PGR,Procuraduría General de la República,PGR,Procuraduría General de la República,100,2015,86
17,PGR,Procuraduría General de la República,PGR,Procuraduría General de la República,100,2016,85
18,SENER,Secretaría de Energía,CENACE,Centro Nacional de Control Energía,TOM,2016,84
18,SENER,Secretaría de Energía,CENAGAS,Centro Nacional de Control del Gas Natural,TON,2015,91
18,SENER,Secretaría de Energía,CENAGAS,Centro Nacional de Control del Gas Natural,TON,2016,87
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2010,85
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2011,83
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2012,85
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2013,86
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2014,87
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2015,87
18,SENER,Secretaría de Energía,CFE,Comisión Federal de Electricidad,TOQ,2016,85
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2010,66
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2011,72
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2012,78
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2013,75
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2014,74
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2015,77
18,SENER,Secretaría de Energía,CNSNS,Comisión Nacional de Seguridad Nuclear y Salvaguardas,A00,2016,72
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2010,78
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2011,76
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2012,79
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2013,80
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2014,81
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2015,82
18,SENER,Secretaría de Energía,COMESA,"Compañía Mexicana de Exploraciones, S.A. de C.V.",TQA,2016,78
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2010,80
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2011,57
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2012,74
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2013,76
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2014,80
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2015,85
18,SENER,Secretaría de Energía,CONUEE,Comisión Nacional para el Uso Eficiente de la Energía,E00,2016,80
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2010,75
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2011,72
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2012,72
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2013,74
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2014,77
18,SENER,Secretaría de Energía,III_S,"I.I.I. Servicios, S.A. de C.V.",TXS,2015,80
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2010,76
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2011,76
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2012,75
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2013,77
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2014,78
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2015,80
18,SENER,Secretaría de Energía,IMP,Instituto Mexicano del Petróleo,T0O,2016,77
18,SENER,Secretaría de Energía,INEEL,Instituto Nacional de Electricidad y Energías Limpias,T0K,2012,78
18,SENER,Secretaría de Energía,INEEL,Instituto Nacional de Electricidad y Energías Limpias,T0K,2013,79
18,SENER,Secretaría de Energía,INEEL,Instituto Nacional de Electricidad y Energías Limpias,T0K,2014,82
18,SENER,Secretaría de Energía,INEEL,Instituto Nacional de Electricidad y Energías Limpias,T0K,2015,83
18,SENER,Secretaría de Energía,INEEL,Instituto Nacional de Electricidad y Energías Limpias,T0K,2016,78
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2010,78
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2011,76
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2012,77
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2013,78
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2014,80
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2015,79
18,SENER,Secretaría de Energía,ININ,Instituto Nacional de Investigaciones Nucleares,T0Q,2016,72
18,SENER,Secretaría de Energía,PEMEX,Petróleos Mexicanos Consolidados,TZZ,2015,80
18,SENER,Secretaría de Energía,PEMEX,Petróleos Mexicanos Consolidados,TZZ,2016,80
18,SENER,Secretaría de Energía,PEMEX (60) COR,Pemex Corporativo,T4I,2010,80
18,SENER,Secretaría de Energía,PEMEX (60) COR,Pemex Corporativo,T4I,2011,79
18,SENER,Secretaría de Energía,PEMEX (60) COR,Pemex Corporativo,T4I,2012,79
18,SENER,Secretaría de Energía,PEMEX (60) COR,Pemex Corporativo,T4I,2013,80
18,SENER,Secretaría de Energía,PEMEX (60) COR,Pemex Corporativo,T4I,2014,83
18,SENER,Secretaría de Energía,PEMEX (61) PEP,Pemex-Exploración y Producción,T4L,2010,77
18,SENER,Secretaría de Energía,PEMEX (61) PEP,Pemex-Exploración y Producción,T4L,2011,78
18,SENER,Secretaría de Energía,PEMEX (61) PEP,Pemex-Exploración y Producción,T4L,2012,79
18,SENER,Secretaría de Energía,PEMEX (61) PEP,Pemex-Exploración y Producción,T4L,2013,80
18,SENER,Secretaría de Energía,PEMEX (61) PEP,Pemex-Exploración y Producción,T4L,2014,81
18,SENER,Secretaría de Energía,PEMEX (62) REF,Pemex-Refinación,T4M,2010,78
18,SENER,Secretaría de Energía,PEMEX (62) REF,Pemex-Refinación,T4M,2011,80
18,SENER,Secretaría de Energía,PEMEX (62) REF,Pemex-Refinación,T4M,2012,80
18,SENER,Secretaría de Energía,PEMEX (62) REF,Pemex-Refinación,T4M,2013,81
18,SENER,Secretaría de Energía,PEMEX (62) REF,Pemex-Refinación,T4M,2014,82
18,SENER,Secretaría de Energía,PEMEX (63) PGPB,Pemex-Gas y Petroquímica Básica,T4N,2010,78
18,SENER,Secretaría de Energía,PEMEX (63) PGPB,Pemex-Gas y Petroquímica Básica,T4N,2011,80
18,SENER,Secretaría de Energía,PEMEX (63) PGPB,Pemex-Gas y Petroquímica Básica,T4N,2012,82
18,SENER,Secretaría de Energía,PEMEX (63) PGPB,Pemex-Gas y Petroquímica Básica,T4N,2013,83
18,SENER,Secretaría de Energía,PEMEX (63) PGPB,Pemex-Gas y Petroquímica Básica,T4N,2014,85
18,SENER,Secretaría de Energía,PEMEX (64) PPQ,Pemex-Petroquímica,T4O,2010,79
18,SENER,Secretaría de Energía,PEMEX (64) PPQ,Pemex-Petroquímica,T4O,2011,83
18,SENER,Secretaría de Energía,PEMEX (64) PPQ,Pemex-Petroquímica,T4O,2012,83
18,SENER,Secretaría de Energía,PEMEX (64) PPQ,Pemex-Petroquímica,T4O,2013,79
18,SENER,Secretaría de Energía,PEMEX (64) PPQ,Pemex-Petroquímica,T4O,2014,84
18,SENER,Secretaría de Energía,PMI,"P.M.I. Comercio Internacional, S.A. de C.V.",T5K,2010,78
18,SENER,Secretaría de Energía,PMI,"P.M.I. Comercio Internacional, S.A. de C.V.",T5K,2011,78
18,SENER,Secretaría de Energía,PMI,"P.M.I. Comercio Internacional, S.A. de C.V.",T5K,2012,78
18,SENER,Secretaría de Energía,PMI,"P.M.I. Comercio Internacional, S.A. de C.V.",T5K,2013,80
18,SENER,Secretaría de Energía,PMI,"P.M.I. Comercio Internacional, S.A. de C.V.",T5K,2014,78
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2010,78
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2011,78
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2012,79
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2013,81
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2014,82
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2015,83
18,SENER,Secretaría de Energía,SENER,Secretaría de Energía,100,2016,79
20,SEDESOL,Secretaría de Desarrollo Social,CONADIS,Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad,VRW,2014,85
20,SEDESOL,Secretaría de Desarrollo Social,CONADIS,Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad,VRW,2015,78
20,SEDESOL,Secretaría de Desarrollo Social,CONADIS,Consejo Nacional para el Desarrollo y la Inclusión de las Personas con Discapacidad,VRW,2016,73
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2010,76
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2011,79
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2012,85
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2013,83
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2014,86
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2015,87
20,SEDESOL,Secretaría de Desarrollo Social,CONEVAL,Consejo Nacional de Evaluación de la Política de Desarrollo Social,VQZ,2016,84
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2010,81
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2011,83
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2012,83
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2013,84
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2014,85
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2015,85
20,SEDESOL,Secretaría de Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",VSS,2016,82
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2010,75
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2011,80
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2012,79
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2013,75
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2014,77
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2015,77
20,SEDESOL,Secretaría de Desarrollo Social,FONART,Fondo Nacional para el Fomento de las Artesanías,VZG,2016,77
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2010,71
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2011,73
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2012,78
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2013,78
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2014,79
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2015,81
20,SEDESOL,Secretaría de Desarrollo Social,IMJUVE,Instituto Mexicano de la Juventud,VUY,2016,79
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2010,76
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2011,75
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2012,76
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2013,76
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2014,77
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2015,80
20,SEDESOL,Secretaría de Desarrollo Social,INAES,Instituto Nacional de la Economía Social,L00,2016,75
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2010,73
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2011,73
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2012,76
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2013,76
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2014,79
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2015,81
20,SEDESOL,Secretaría de Desarrollo Social,INAPAM,Instituto Nacional de las Personas Adultas Mayores,V3A,2016,75
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2010,75
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2011,76
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2012,76
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2013,79
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2014,79
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2015,79
20,SEDESOL,Secretaría de Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,D00,2016,75
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2010,80
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2011,80
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2012,81
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2013,82
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2014,81
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2015,83
20,SEDESOL,Secretaría de Desarrollo Social,LICONSA,"Liconsa, S.A. de C.V.",VST,2016,81
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2010,80
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2011,80
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2012,78
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2013,80
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2014,81
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2015,82
20,SEDESOL,Secretaría de Desarrollo Social,PROSPERA,Coordinación Nacional de PROSPERA Programa de Inclusión Social,G00,2016,80
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2010,77
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2011,77
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2012,78
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2013,77
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2014,79
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2015,80
20,SEDESOL,Secretaría de Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,100,2016,78
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2010,76
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2011,75
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2012,81
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2013,81
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2014,87
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2015,86
21,SECTUR,Secretaría de Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",W3J,2016,84
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2010,76
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2011,72
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2012,73
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2013,74
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2014,73
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2015,73
21,SECTUR,Secretaría de Turismo,CSTAV,Corporación de Servicios al Turista Ángeles Verdes,B00,2016,71
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2010,85
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2011,81
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2012,81
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2013,80
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2014,83
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2015,84
21,SECTUR,Secretaría de Turismo,FONATUR,Fondo Nacional de Fomento al Turismo ,W3N,2016,82
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2010,80
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2011,77
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2012,81
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2013,82
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2014,88
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2015,89
21,SECTUR,Secretaría de Turismo,FONATUR_CONS,"Fonatur Constructora, S.A. de C.V.",W3H,2016,87
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2010,82
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2011,84
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2012,84
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2013,86
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2014,89
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2015,90
21,SECTUR,Secretaría de Turismo,FONATUR_MANT,"Fonatur Mantenimiento Turístico, S.A. de C.V.",W3S,2016,90
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2010,84
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2011,85
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2012,84
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2013,84
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2014,87
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2015,85
21,SECTUR,Secretaría de Turismo,FONATUR_OPER,"Fonatur Operadora Portuaria, S.A. de C.V.",W3X,2016,83
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2010,69
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2011,77
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2012,76
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2013,77
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2014,80
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2015,76
21,SECTUR,Secretaría de Turismo,ICTUR,Instituto de Competitividad Turística,A00,2016,65
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2010,72
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2011,73
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2012,75
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2013,74
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2014,79
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2015,79
21,SECTUR,Secretaría de Turismo,SECTUR,Secretaría de Turismo,100,2016,78
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2010,70
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2011,74
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2012,74
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2013,75
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2014,79
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2015,78
25,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,C00,2016,75
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2010,72
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2011,75
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2012,78
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2013,78
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2014,76
27,SFP,Secretaría de la Función Pública,INAP,"Instituto Nacional de Administración Pública, A.C.",28S,2015,73
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2010,77
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2011,75
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2012,79
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2013,80
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2014,84
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2015,81
27,SFP,Secretaría de la Función Pública,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,A00,2016,82
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2010,78
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2011,81
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2012,82
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2013,83
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2014,83
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2015,83
27,SFP,Secretaría de la Función Pública,SFP,Secretaría de la Función Pública,100,2016,79
31,TSA,Tribunal Superior Agrario,TSA,Tribunal Superior Agrario,100,2015,80
