"matricula","carrera","genero","promedio","edad","peso","altura"
7797,"MECATRONICA","M",84.01,20,82.67,182.67
7798,"MECANICA","F",86.05,21,58.03,158.03
7799,"MECANICA","F",83.72,20,58.66,158.66
7800,"INFORMATICA","F",86.61,21,58.44,158.44
7801,"INFORMATICA","F",82.97,20,57.65,157.65
7802,"ELECTRICA","F",79.98,19,61.54,161.54
7803,"ARQUITECTURA","M",84.34,21,78.05,178.05
7804,"ELECTRICA","F",83.25,20,60.23,160.23
7805,"INDUSTRIAL","M",85.6,21,81.05,181.05
7806,"TIC","M",86.15,21,82.42,182.42
7807,"ADMINISTRACION","F",86.72,21,62.26,162.26
7808,"BIOQUIMICA","M",78.71,19,75.51,175.51
7809,"ELECTRICA","M",73.39,17,79.82,179.82
7810,"QUIMICA","M",87.33,21,78,178
7811,"ADMINISTRACION","M",79.34,19,80.34,180.34
7812,"CIVIL","M",84.38,21,80.53,180.53
7813,"ADMINISTRACION","M",80.09,19,79.53,179.53
7814,"SISTEMAS","M",84.09,20,76.82,176.82
7815,"INFORMATICA","F",87.32,21,58.77,158.77
7816,"CIVIL","F",86.07,21,60.28,160.28
7817,"ADMINISTRACION","M",82.27,20,77.78,177.78
7818,"ADMINISTRACION","M",81.66,20,79.81,179.81
7819,"INDUSTRIAL","F",85.53,21,55.63,155.63
7820,"CIVIL","M",85.03,21,78.76,178.76
7821,"INDUSTRIAL","M",79.95,19,72.15,172.15
7822,"BIOQUIMICA","M",84.69,21,78.11,178.11
7823,"ELECTRICA","M",88.44,22,75.17,175.17
7824,"SISTEMAS","M",88.25,22,83.52,183.52
7825,"QUIMICA","F",83.45,20,58.67,158.67
7826,"MECATRONICA","F",82.33,20,55.6,155.6
7827,"CIVIL","M",88.7,22,78.79,178.79
7828,"CIVIL","F",80.47,19,61.03,161.03
7829,"TIC","F",90.78,22,59.27,159.27
7830,"INFORMATICA","F",79.82,19,58.71,158.71
7831,"MECANICA","M",91.44,23,77.59,177.59
7832,"ARQUITECTURA","M",87.25,21,80.05,180.05
7833,"SISTEMAS","M",86.58,21,83.25,183.25
7834,"ELECTRONICA","F",87.03,21,57.16,157.16
7835,"SISTEMAS","M",91.49,23,76.42,176.42
7836,"ELECTRICA","F",83.42,20,58.82,158.82
7837,"ARQUITECTURA","F",85.52,21,61.31,161.31
7838,"ELECTRONICA","F",83.37,20,63.32,163.32
7839,"TIC","M",82.57,20,81.22,181.22
7840,"ELECTRICA","F",84.33,21,64.01,164.01
7841,"CIVIL","F",88.92,22,60.06,160.06
7842,"INFORMATICA","M",89.26,22,80.02,180.02
7843,"ELECTRICA","M",84.55,21,81.39,181.39
7844,"TIC","M",81.79,20,79.54,179.54
7845,"CIVIL","F",84.87,21,61.39,161.39
7846,"INDUSTRIAL","M",83.82,20,80.92,180.92
7847,"ELECTRICA","F",88.06,22,56.44,156.44
7848,"TIC","F",83.09,20,61.44,161.44
7849,"BIOQUIMICA","M",84.91,21,76.39,176.39
7850,"QUIMICA","M",87.46,21,87.06,187.06
7851,"ARQUITECTURA","F",89,22,60.82,160.82
7852,"SISTEMAS","F",84.37,21,60.14,160.14
7853,"INFORMATICA","F",81.47,20,60.6,160.6
7854,"ELECTRONICA","M",84.75,21,78.9,178.9
7855,"INFORMATICA","M",88.48,22,77.53,177.53
7856,"INDUSTRIAL","M",83.35,20,75.48,175.48
7857,"ELECTRONICA","M",86.32,21,80.32,180.32
7858,"SISTEMAS","F",88.06,22,57.29,157.29
7859,"ARQUITECTURA","M",90.73,22,73.35,173.35
7860,"SISTEMAS","M",84.79,21,80.19,180.19
7861,"ELECTRONICA","F",84.91,21,61.27,161.27
7862,"BIOQUIMICA","F",91.3,23,60.65,160.65
7863,"ARQUITECTURA","F",81.13,20,61.68,161.68
7864,"CIVIL","F",90.24,22,57.9,157.9
7865,"ARQUITECTURA","F",85.18,21,60.39,160.39
7866,"SISTEMAS","F",83.35,20,58.85,158.85
7867,"QUIMICA","M",87.58,21,80.44,180.44
7868,"ELECTRICA","M",84.47,21,84.91,184.91
7869,"INDUSTRIAL","M",84.96,21,79.05,179.05
7870,"CIVIL","F",79.79,19,56.67,156.67
7871,"ARQUITECTURA","F",96,24,57.8,157.8
7872,"INDUSTRIAL","M",86.02,21,78.73,178.73
7873,"CIVIL","M",86.07,21,77.68,177.68
7874,"INDUSTRIAL","M",84.25,20,84.19,184.19
7875,"MECATRONICA","M",81.31,20,81.68,181.68
7876,"ARQUITECTURA","F",88.03,22,59.63,159.63
7877,"ARQUITECTURA","F",82.12,20,61.48,161.48
7878,"INFORMATICA","M",82.53,20,77.32,177.32
7879,"BIOQUIMICA","F",94.65,23,60.34,160.34
7880,"QUIMICA","M",78.34,19,80.8,180.8
7881,"MECATRONICA","M",78.93,19,85.18,185.18
7882,"SISTEMAS","M",85.86,21,85.49,185.49
7883,"ELECTRONICA","M",84.38,21,74.15,174.15
7884,"MECANICA","F",83.98,20,63.91,163.91
7885,"SISTEMAS","M",89.45,22,85.49,185.49
7886,"ELECTRONICA","M",93.16,23,76.13,176.13
7887,"SISTEMAS","M",81.8,20,77.78,177.78
7888,"QUIMICA","M",85.6,21,81.7,181.7
7889,"ARQUITECTURA","M",79.23,19,78.81,178.81
7890,"TIC","F",80.74,19,58.67,158.67
7891,"ADMINISTRACION","F",84.09,20,61.73,161.73
7892,"BIOQUIMICA","F",83.27,20,60.77,160.77
7893,"INDUSTRIAL","F",80.98,20,62.04,162.04
7894,"SISTEMAS","F",88.98,22,56.36,156.36
7895,"ELECTRICA","M",88.14,22,84.45,184.45
7896,"TIC","F",90.63,22,62.36,162.36
7897,"ADMINISTRACION","F",80.49,19,59.87,159.87
7898,"CIVIL","M",85.77,21,85.25,185.25
7899,"MECANICA","M",85.87,21,81.73,181.73
7900,"CIVIL","F",90.18,22,59.82,159.82
7901,"ELECTRONICA","F",83.44,20,61.62,161.62
7902,"INFORMATICA","M",87.51,21,78.97,178.97
7903,"SISTEMAS","M",84.11,20,82.64,182.64
7904,"QUIMICA","F",85.21,21,60.07,160.07
7905,"INFORMATICA","M",87,21,79.9,179.9
7906,"ELECTRICA","M",83.14,20,80.97,180.97
7907,"MECATRONICA","M",88.43,22,80.21,180.21
7908,"TIC","M",83.63,20,77.19,177.19
7909,"MECATRONICA","M",87.53,21,79.33,179.33
7910,"MECANICA","M",87.25,21,80.1,180.1
7911,"TIC","F",87.05,21,61.63,161.63
7912,"ADMINISTRACION","F",82.69,20,62.62,162.62
7913,"ADMINISTRACION","M",77.21,18,79.31,179.31
7914,"QUIMICA","M",88.57,22,80.04,180.04
7915,"MECANICA","F",77.98,19,60.68,160.68
7916,"MECANICA","F",83.17,20,59.07,159.07
7917,"BIOQUIMICA","F",87.68,21,63.03,163.03
7918,"SISTEMAS","F",81.93,20,58.7,158.7
7919,"MECANICA","F",83.59,20,59.1,159.1
7920,"MECATRONICA","M",91.19,22,73.46,173.46
7921,"CIVIL","M",83.62,20,75.04,175.04
7922,"TIC","F",89.46,22,59.59,159.59
7923,"MECANICA","M",86.82,21,80.95,180.95
7924,"TIC","M",85.91,21,82.77,182.77
7925,"ADMINISTRACION","F",81.64,20,59.06,159.06
7926,"INFORMATICA","F",85.12,21,57.73,157.73
7927,"TIC","M",83.12,20,82.75,182.75
7928,"CIVIL","M",83.59,20,81.85,181.85
7929,"BIOQUIMICA","F",87.97,22,57.87,157.87
7930,"ADMINISTRACION","M",89.17,22,80.66,180.66
7931,"QUIMICA","F",84.29,21,61.79,161.79
7932,"MECANICA","F",84.84,21,55.58,155.58
7933,"MECANICA","F",81.19,20,59.21,159.21
7934,"MECATRONICA","F",89.84,22,61.25,161.25
7935,"ELECTRONICA","F",84.38,21,59.95,159.95
7936,"SISTEMAS","M",78.9,19,77.71,177.71
7937,"INFORMATICA","M",92.21,23,73.86,173.86
7938,"CIVIL","F",84.84,21,58.73,158.73
7939,"MECANICA","M",84.91,21,80.41,180.41
7940,"ELECTRONICA","M",84.75,21,79.69,179.69
7941,"SISTEMAS","M",91.56,23,73.38,173.38
7942,"MECANICA","F",81.64,20,58.39,158.39
7943,"MECATRONICA","M",93.01,23,78.03,178.03
7944,"SISTEMAS","F",91.76,23,62.52,162.52
7945,"TIC","F",82.65,20,65.18,165.18
7946,"INFORMATICA","F",83.17,20,59.76,159.76
7947,"INFORMATICA","F",84.52,21,60.51,160.51
7948,"ELECTRONICA","F",85.18,21,63.43,163.43
7949,"ELECTRONICA","F",90.09,22,61.54,161.54
7950,"BIOQUIMICA","M",91.51,23,80.25,180.25
7951,"INFORMATICA","M",80.85,20,77.79,177.79
7952,"INFORMATICA","F",81.83,20,54.8,154.8
7953,"ARQUITECTURA","M",86.76,21,80.99,180.99
7954,"ELECTRONICA","F",87.15,21,56.88,156.88
7955,"MECATRONICA","M",83.18,20,80.67,180.67
7956,"ADMINISTRACION","F",88.3,22,61,161
7957,"BIOQUIMICA","F",86,21,57.13,157.13
7958,"MECATRONICA","M",87.46,21,79.77,179.77
7959,"ARQUITECTURA","F",84.85,21,57.47,157.47
7960,"ELECTRONICA","M",90.95,22,86.61,186.61
7961,"QUIMICA","F",81.97,20,54.63,154.63
7962,"ELECTRONICA","M",85.29,21,78.52,178.52
7963,"ELECTRICA","M",90.59,22,79.97,179.97
7964,"INFORMATICA","M",82.24,20,84.38,184.38
7965,"ELECTRONICA","M",84.65,21,75.24,175.24
7966,"SISTEMAS","M",86.47,21,77.83,177.83
7967,"ADMINISTRACION","F",83.6,20,58.65,158.65
7968,"ELECTRICA","F",81.64,20,62.44,162.44
7969,"INFORMATICA","F",83.88,20,58.34,158.34
7970,"MECATRONICA","M",86.15,21,85.1,185.1
7971,"BIOQUIMICA","M",86.46,21,82.64,182.64
7972,"MECANICA","M",82.17,20,80.07,180.07
7973,"INDUSTRIAL","F",84.78,21,58.22,158.22
7974,"ELECTRICA","M",91.6,23,84.56,184.56
7975,"INFORMATICA","M",87.6,21,72.44,172.44
7976,"ELECTRICA","F",90.4,22,60.77,160.77
7977,"INDUSTRIAL","F",89.08,22,61.57,161.57
7978,"ADMINISTRACION","M",89.23,22,79.02,179.02
7979,"ARQUITECTURA","M",82.9,20,82.05,182.05
7980,"ELECTRONICA","M",82.29,20,76.75,176.75
7981,"MECANICA","F",90.24,22,61.28,161.28
7982,"ELECTRONICA","M",90.59,22,80.01,180.01
7983,"SISTEMAS","F",88.74,22,57.74,157.74
7984,"BIOQUIMICA","F",79.53,19,64.07,164.07
7985,"MECANICA","F",90.27,22,62.5,162.5
7986,"TIC","M",79.58,19,74.53,174.53
7987,"ELECTRONICA","M",86.57,21,79.14,179.14
7988,"ELECTRONICA","F",85.48,21,57.52,157.52
7989,"TIC","M",85.39,21,78.36,178.36
7990,"BIOQUIMICA","F",91.2,23,62.11,162.11
7991,"SISTEMAS","M",88.46,22,84.17,184.17
7992,"INDUSTRIAL","M",90.21,22,83.36,183.36
7993,"INFORMATICA","F",83.5,20,58.13,158.13
7994,"SISTEMAS","F",77.98,19,60.47,160.47
7995,"TIC","M",82.64,20,79.4,179.4
7996,"BIOQUIMICA","M",88,22,83.32,183.32
7997,"QUIMICA","M",84.13,20,86.32,186.32
7998,"ELECTRONICA","M",84.07,20,74.72,174.72
7999,"INFORMATICA","M",76.21,18,80.64,180.64
8000,"QUIMICA","F",88.35,22,61.9,161.9
8001,"INFORMATICA","F",84.15,20,55.22,155.22
8002,"BIOQUIMICA","F",88.38,22,63.2,163.2
8003,"TIC","F",86.99,21,57.92,157.92
8004,"ELECTRICA","F",87.15,21,63.79,163.79
8005,"INFORMATICA","M",89.4,22,74.6,174.6
8006,"ELECTRONICA","F",81.83,20,58.25,158.25
8007,"ELECTRONICA","F",85.2,21,57.73,157.73
8008,"ADMINISTRACION","M",83.01,20,82.62,182.62
8009,"MECANICA","F",83.88,20,58.03,158.03
8010,"QUIMICA","M",79.61,19,84.28,184.28
8011,"MECATRONICA","F",80.54,19,61.07,161.07
8012,"INDUSTRIAL","F",85.02,21,60.81,160.81
8013,"CIVIL","M",81.6,20,82.02,182.02
8014,"BIOQUIMICA","F",84.45,21,61.06,161.06
8015,"CIVIL","F",84.78,21,60.27,160.27
8016,"ELECTRONICA","F",88.51,22,58.72,158.72
8017,"INDUSTRIAL","M",87.45,21,82.63,182.63
8018,"MECATRONICA","F",85.75,21,56.7,156.7
8019,"MECANICA","M",84.87,21,78.42,178.42
8020,"INDUSTRIAL","M",88.06,22,86.88,186.88
8021,"ADMINISTRACION","F",89.43,22,61.44,161.44
8022,"TIC","M",82.28,20,85.8,185.8
8023,"ELECTRONICA","F",83.44,20,59.82,159.82
8024,"QUIMICA","M",82.21,20,79.1,179.1
8025,"ELECTRONICA","F",88.86,22,57.79,157.79
8026,"SISTEMAS","M",88.43,22,76.76,176.76
8027,"CIVIL","M",86.81,21,73.29,173.29
8028,"ARQUITECTURA","F",84.98,21,61.05,161.05
8029,"BIOQUIMICA","F",83.66,20,62.9,162.9
8030,"MECANICA","M",83.52,20,80.71,180.71
8031,"ADMINISTRACION","F",81.98,20,59.63,159.63
8032,"ELECTRONICA","F",73.75,17,61.37,161.37
8033,"TIC","F",87.12,21,57.56,157.56
8034,"BIOQUIMICA","F",86.73,21,60.79,160.79
8035,"ELECTRONICA","F",84.47,21,58.25,158.25
8036,"BIOQUIMICA","F",78.53,19,61.42,161.42
8037,"CIVIL","F",81.27,20,59.17,159.17
8038,"MECATRONICA","F",92.63,23,60.22,160.22
8039,"TIC","F",85.1,21,57.5,157.5
8040,"CIVIL","F",91.15,22,60.61,160.61
8041,"MECANICA","F",86.71,21,58.91,158.91
8042,"QUIMICA","M",87.37,21,84.82,184.82
8043,"ELECTRONICA","M",81.78,20,74.81,174.81
8044,"CIVIL","F",89.63,22,59.96,159.96
8045,"INDUSTRIAL","M",85.47,21,77.59,177.59
8046,"TIC","M",87.37,21,80.31,180.31
8047,"SISTEMAS","M",81.41,20,80.64,180.64
8048,"CIVIL","M",84.51,21,78.99,178.99
8049,"CIVIL","F",83.27,20,56.06,156.06
8050,"ELECTRONICA","F",85.34,21,56.37,156.37
8051,"ELECTRONICA","M",89.17,22,77.97,177.97
8052,"BIOQUIMICA","F",89.31,22,62.08,162.08
8053,"INDUSTRIAL","M",86.98,21,83.35,183.35
8054,"QUIMICA","M",89.29,22,79.87,179.87
8055,"INDUSTRIAL","M",90.11,22,77.83,177.83
8056,"ADMINISTRACION","F",89.28,22,60.06,160.06
8057,"SISTEMAS","F",87.84,22,60.48,160.48
8058,"ARQUITECTURA","M",87.25,21,74.84,174.84
8059,"INDUSTRIAL","F",84.37,21,62.13,162.13
8060,"QUIMICA","F",87.68,21,59.25,159.25
8061,"QUIMICA","F",83.74,20,62.1,162.1
8062,"SISTEMAS","F",88.6,22,63.39,163.39
8063,"ADMINISTRACION","F",84.06,20,63.87,163.87
8064,"MECATRONICA","M",86.35,21,81.68,181.68
8065,"BIOQUIMICA","M",85.46,21,81.49,181.49
8066,"ELECTRONICA","F",83.15,20,56.91,156.91
8067,"TIC","F",88.33,22,58.7,158.7
8068,"QUIMICA","M",91.93,23,83.1,183.1
8069,"QUIMICA","M",84.64,21,81.54,181.54
8070,"ELECTRICA","M",90.12,22,81.08,181.08
8071,"BIOQUIMICA","F",89.73,22,58.71,158.71
8072,"SISTEMAS","M",81.38,20,79.69,179.69
8073,"BIOQUIMICA","F",92.32,23,57.72,157.72
8074,"ELECTRICA","F",88.38,22,60.87,160.87
8075,"ELECTRICA","F",87.85,22,60.17,160.17
8076,"SISTEMAS","M",86.62,21,81.52,181.52
8077,"ADMINISTRACION","F",83.59,20,56.79,156.79
8078,"MECATRONICA","M",81.25,20,75.74,175.74
8079,"QUIMICA","F",90.28,22,62.12,162.12
8080,"ADMINISTRACION","M",86.88,21,82.7,182.7
8081,"CIVIL","M",85.36,21,76.23,176.23
8082,"INDUSTRIAL","F",88.01,22,59.02,159.02
8083,"ADMINISTRACION","F",86.5,21,55.38,155.38
8084,"BIOQUIMICA","M",87.64,21,78.76,178.76
8085,"CIVIL","M",87.69,21,72.75,172.75
8086,"INFORMATICA","F",83.13,20,61.36,161.36
8087,"ARQUITECTURA","M",80.18,19,80.27,180.27
8088,"INDUSTRIAL","M",82.93,20,80.38,180.38
8089,"MECATRONICA","M",82.8,20,74.1,174.1
8090,"BIOQUIMICA","F",92.37,23,61.43,161.43
8091,"ELECTRONICA","M",85.57,21,86.88,186.88
8092,"CIVIL","F",86.03,21,56.25,156.25
8093,"ELECTRONICA","F",88.48,22,60.29,160.29
8094,"ELECTRONICA","M",89.87,22,83.84,183.84
8095,"BIOQUIMICA","F",89.5,22,65.09,165.09
8096,"TIC","M",82.05,20,77.76,177.76
8097,"SISTEMAS","F",86.46,21,55.93,155.93
8098,"ELECTRONICA","F",86.11,21,58.32,158.32
8099,"MECANICA","F",82.22,20,57.11,157.11
8100,"CIVIL","M",85.76,21,80.07,180.07
8101,"CIVIL","F",85.58,21,59.5,159.5
8102,"TIC","M",89,22,81.09,181.09
8103,"INFORMATICA","M",90.16,22,85.61,185.61
8104,"TIC","F",91.22,23,59.01,159.01
8105,"ELECTRONICA","F",81.54,20,59.51,159.51
8106,"ADMINISTRACION","M",88.82,22,73.25,173.25
8107,"ADMINISTRACION","M",86.19,21,80.98,180.98
8108,"TIC","F",89.13,22,61.92,161.92
8109,"ELECTRONICA","M",84.65,21,80.44,180.44
8110,"ELECTRICA","F",87.98,22,59.27,159.27
8111,"SISTEMAS","F",91.17,22,57.99,157.99
8112,"MECATRONICA","F",79.84,19,61.24,161.24
8113,"ADMINISTRACION","F",95.72,24,61.54,161.54
8114,"INFORMATICA","F",88.89,22,61.3,161.3
8115,"MECANICA","F",89.74,22,62.61,162.61
8116,"QUIMICA","F",94.52,23,55.96,155.96
8117,"TIC","M",87.29,21,72.15,172.15
8118,"QUIMICA","F",83.3,20,56.86,156.86
8119,"INDUSTRIAL","M",85.49,21,83.96,183.96
8120,"QUIMICA","F",83.34,20,57.28,157.28
8121,"CIVIL","M",86.43,21,81.58,181.58
8122,"ELECTRICA","M",82.54,20,76.52,176.52
8123,"INFORMATICA","M",90.52,22,81.14,181.14
8124,"ELECTRICA","F",86.98,21,58.67,158.67
8125,"TIC","M",89.33,22,78.77,178.77
8126,"ARQUITECTURA","M",87.62,21,72.09,172.09
8127,"ELECTRONICA","F",86.32,21,58.24,158.24
8128,"QUIMICA","F",85.42,21,56.71,156.71
8129,"MECANICA","M",86.82,21,78.48,178.48
8130,"BIOQUIMICA","F",91.23,23,57.81,157.81
8131,"INFORMATICA","M",87.3,21,79.85,179.85
8132,"SISTEMAS","F",81.31,20,59.27,159.27
8133,"CIVIL","M",88.79,22,82.2,182.2
8134,"ARQUITECTURA","F",82.77,20,57.97,157.97
8135,"ELECTRICA","M",86.53,21,80.03,180.03
8136,"ELECTRONICA","F",90.62,22,62.55,162.55
8137,"INFORMATICA","F",83.91,20,61.55,161.55
8138,"ELECTRICA","M",84.8,21,80.35,180.35
8139,"QUIMICA","M",92.3,23,80.28,180.28
8140,"TIC","M",83.23,20,80.63,180.63
8141,"BIOQUIMICA","M",77.3,18,80.16,180.16
8142,"ARQUITECTURA","F",80.04,19,58,158
8143,"INDUSTRIAL","F",82.11,20,62.1,162.1
8144,"BIOQUIMICA","F",81.56,20,57.55,157.55
8145,"MECATRONICA","F",81.35,20,58.87,158.87
8146,"ELECTRICA","M",86.15,21,78.76,178.76
8147,"INFORMATICA","F",81.69,20,61.63,161.63
8148,"QUIMICA","M",82.05,20,79.31,179.31
8149,"ADMINISTRACION","M",86.53,21,78.61,178.61
8150,"QUIMICA","M",84.4,21,77.72,177.72
8151,"INFORMATICA","F",89.57,22,60.12,160.12
8152,"ADMINISTRACION","M",84.17,20,79.69,179.69
8153,"QUIMICA","F",86.16,21,55.95,155.95
8154,"ADMINISTRACION","M",90.19,22,83.76,183.76
8155,"CIVIL","M",84.97,21,80.82,180.82
8156,"BIOQUIMICA","F",79.41,19,59.29,159.29
8157,"SISTEMAS","M",92.29,23,83.64,183.64
8158,"ARQUITECTURA","F",83.35,20,57.97,157.97
8159,"ADMINISTRACION","M",88.3,22,80.91,180.91
8160,"ADMINISTRACION","F",87.48,21,60.17,160.17
8161,"ARQUITECTURA","F",85.79,21,58.1,158.1
8162,"MECANICA","F",86.69,21,60.68,160.68
8163,"ARQUITECTURA","M",77.85,19,79.51,179.51
8164,"MECATRONICA","F",82.71,20,60.16,160.16
8165,"QUIMICA","F",83.9,20,56.91,156.91
8166,"ELECTRONICA","M",88.84,22,80.25,180.25
8167,"BIOQUIMICA","M",86.65,21,77.54,177.54
8168,"MECATRONICA","F",86.01,21,61.27,161.27
8169,"ELECTRICA","F",87.82,22,58.05,158.05
8170,"SISTEMAS","F",84.97,21,61.04,161.04
8171,"ARQUITECTURA","M",84.36,21,84.1,184.1
8172,"ELECTRICA","M",89.6,22,72.39,172.39
8173,"BIOQUIMICA","M",87.04,21,79.43,179.43
8174,"TIC","F",87.39,21,59.59,159.59
8175,"BIOQUIMICA","M",88.16,22,84.29,184.29
8176,"MECATRONICA","F",82.24,20,59.14,159.14
8177,"CIVIL","F",90.18,22,58.69,158.69
8178,"INFORMATICA","F",80.36,19,65.82,165.82
8179,"MECATRONICA","F",85.5,21,59.51,159.51
8180,"ARQUITECTURA","F",91.41,23,62.59,162.59
8181,"ADMINISTRACION","F",88.71,22,58.16,158.16
8182,"INFORMATICA","F",86.33,21,63,163
8183,"MECANICA","M",86,21,80,180
8184,"INFORMATICA","F",81.39,20,59.14,159.14
8185,"QUIMICA","F",89.25,22,60.97,160.97
8186,"TIC","F",96.45,24,60.46,160.46
8187,"ARQUITECTURA","M",88.94,22,74.47,174.47
8188,"CIVIL","F",84.2,20,61.56,161.56
8189,"QUIMICA","M",89.39,22,76.89,176.89
8190,"TIC","M",86.84,21,81.38,181.38
8191,"CIVIL","F",87.88,22,59.67,159.67
8192,"ADMINISTRACION","F",81.56,20,57.55,157.55
8193,"INFORMATICA","F",86.87,21,62.19,162.19
8194,"CIVIL","M",85.98,21,79.16,179.16
8195,"MECATRONICA","M",89.22,22,82.23,182.23
8196,"ELECTRONICA","M",84.25,20,77.22,177.22
8197,"ADMINISTRACION","F",87.2,21,60.82,160.82
8198,"BIOQUIMICA","M",81.13,20,78.86,178.86
8199,"ELECTRONICA","F",90.8,22,60.39,160.39
8200,"BIOQUIMICA","M",87.07,21,79.89,179.89
8201,"SISTEMAS","F",88.79,22,60.23,160.23
8202,"TIC","M",85.06,21,80.5,180.5
8203,"INDUSTRIAL","M",89.31,22,83.1,183.1
8204,"MECANICA","M",85.35,21,82.5,182.5
8205,"MECATRONICA","M",85.98,21,79.04,179.04
8206,"ADMINISTRACION","M",87.04,21,78.48,178.48
8207,"INFORMATICA","F",88.98,22,58.53,158.53
8208,"INDUSTRIAL","F",82.88,20,56.94,156.94
8209,"MECANICA","F",91.47,23,58.24,158.24
8210,"ELECTRONICA","F",85.68,21,62.27,162.27
8211,"CIVIL","F",87.68,21,60.64,160.64
8212,"ARQUITECTURA","F",83.9,20,58.02,158.02
8213,"MECANICA","F",83.45,20,63.74,163.74
8214,"ELECTRICA","F",84.48,21,59.15,159.15
8215,"ELECTRONICA","F",88.77,22,57.92,157.92
8216,"INFORMATICA","F",84.79,21,61.88,161.88
8217,"ELECTRONICA","F",86.11,21,57.61,157.61
8218,"CIVIL","F",88.25,22,59.35,159.35
8219,"MECATRONICA","F",83.51,20,59.85,159.85
8220,"TIC","F",85.22,21,60.31,160.31
8221,"QUIMICA","M",78.82,19,79.19,179.19
8222,"MECANICA","F",91.28,23,60.88,160.88
8223,"TIC","F",83.43,20,55.18,155.18
8224,"ADMINISTRACION","M",84.65,21,74.71,174.71
8225,"BIOQUIMICA","M",85.99,21,79.9,179.9
8226,"TIC","M",84.6,21,78.32,178.32
8227,"INDUSTRIAL","F",82.69,20,58.43,158.43
8228,"ELECTRICA","M",86.92,21,79.71,179.71
8229,"SISTEMAS","F",86.15,21,56.8,156.8
8230,"BIOQUIMICA","M",83.39,20,73.08,173.08
8231,"INDUSTRIAL","M",88.61,22,79.36,179.36
8232,"ELECTRONICA","M",88,22,85.68,185.68
8233,"MECANICA","M",87.46,21,78.22,178.22
8234,"SISTEMAS","M",82.47,20,78.52,178.52
8235,"ELECTRICA","M",85.55,21,81.19,181.19
8236,"ELECTRICA","F",90.6,22,63.05,163.05
8237,"TIC","F",80.51,19,61.54,161.54
8238,"ADMINISTRACION","F",96.23,24,57.66,157.66
8239,"ARQUITECTURA","M",82.79,20,82.5,182.5
8240,"INFORMATICA","F",88.85,22,59.54,159.54
8241,"BIOQUIMICA","M",91.04,22,83.75,183.75
8242,"TIC","F",90.76,22,58.78,158.78
8243,"ARQUITECTURA","M",88.14,22,76.47,176.47
8244,"QUIMICA","F",86.57,21,59.25,159.25
8245,"ARQUITECTURA","M",85.43,21,86.52,186.52
8246,"ADMINISTRACION","M",90.71,22,75.78,175.78
8247,"SISTEMAS","M",86.98,21,77.14,177.14
8248,"CIVIL","F",86.17,21,61.65,161.65
8249,"MECANICA","F",79.86,19,59.09,159.09
8250,"ARQUITECTURA","M",85.21,21,76.03,176.03
8251,"INDUSTRIAL","M",78.83,19,79.57,179.57
8252,"INDUSTRIAL","M",87.08,21,79.66,179.66
8253,"ELECTRONICA","F",82.56,20,61.16,161.16
8254,"INDUSTRIAL","F",86.79,21,55.98,155.98
8255,"ARQUITECTURA","F",86.5,21,58.76,158.76
8256,"TIC","M",84.19,20,82.2,182.2
8257,"ARQUITECTURA","M",85.77,21,80.91,180.91
8258,"ARQUITECTURA","M",81.58,20,73.9,173.9
8259,"QUIMICA","M",85.81,21,81.44,181.44
8260,"ELECTRICA","F",85.11,21,60.57,160.57
8261,"MECATRONICA","F",81.98,20,61.2,161.2
8262,"QUIMICA","F",86.94,21,56.52,156.52
8263,"ARQUITECTURA","M",92.34,23,77.67,177.67
8264,"INFORMATICA","M",89.78,22,78.29,178.29
8265,"ELECTRICA","M",88.9,22,80.35,180.35
8266,"MECANICA","M",83.07,20,81.96,181.96
8267,"MECANICA","F",85.48,21,58.91,158.91
8268,"INDUSTRIAL","F",83.5,20,58.72,158.72
8269,"ARQUITECTURA","M",93.76,23,84.08,184.08
8270,"MECANICA","F",85.61,21,60.16,160.16
8271,"TIC","F",87.12,21,55.82,155.82
8272,"MECANICA","F",84.86,21,59.34,159.34
8273,"INDUSTRIAL","M",89.09,22,84.32,184.32
8274,"ELECTRICA","M",82.78,20,82.04,182.04
8275,"TIC","M",79.8,19,79.61,179.61
8276,"BIOQUIMICA","M",90.19,22,82.94,182.94
8277,"INFORMATICA","F",85.41,21,62.23,162.23
8278,"ELECTRICA","M",74.57,18,81.43,181.43
8279,"MECANICA","M",89.13,22,86.36,186.36
8280,"ARQUITECTURA","M",86.08,21,77.19,177.19
8281,"INDUSTRIAL","M",90.07,22,79.71,179.71
8282,"MECANICA","M",80.88,20,79.76,179.76
8283,"SISTEMAS","M",92.39,23,84.82,184.82
8284,"CIVIL","F",85.5,21,60.9,160.9
8285,"ADMINISTRACION","M",83.73,20,80.82,180.82
8286,"TIC","F",83.1,20,61.88,161.88
8287,"TIC","M",90.28,22,80.02,180.02
8288,"MECANICA","F",85.64,21,59.84,159.84
8289,"TIC","M",86.28,21,75.01,175.01
8290,"ADMINISTRACION","F",84.98,21,58.66,158.66
8291,"CIVIL","F",84.6,21,59.89,159.89
8292,"CIVIL","M",80.64,19,81.96,181.96
8293,"SISTEMAS","F",84.73,21,64.83,164.83
8294,"INFORMATICA","M",84.47,21,80.1,180.1
8295,"MECATRONICA","M",85.76,21,82.38,182.38
8296,"MECATRONICA","F",84.76,21,60.53,160.53
8297,"CIVIL","F",82.06,20,58.83,158.83
