"","juegos","lugar","categoria"
"7534",1832,758,"D"
"7535",1604,698,"D"
"7536",1657,727,"D"
"7537",2153,249,"B"
"7538",1803,775,"D"
"7539",2416,95,"A"
"7540",965,828,"E"
"7541",2088,583,"C"
"7542",2515,39,"A"
"7543",1789,608,"D"
"7544",2300,384,"B"
"7545",1897,514,"C"
"7546",2645,187,"A"
"7547",1454,954,"E"
"7548",2801,20,"A"
"7549",1680,731,"D"
"7550",1944,473,"C"
"7551",2200,337,"B"
"7552",2577,41,"A"
"7553",2283,204,"B"
"7554",1458,965,"E"
"7555",2250,252,"B"
"7556",1602,608,"D"
"7557",1918,573,"C"
"7558",1693,692,"D"
"7559",2061,445,"C"
"7560",1671,626,"D"
"7561",1639,767,"D"
"7562",2701,133,"A"
"7563",2073,461,"C"
"7564",1941,596,"C"
"7565",1558,986,"E"
"7566",1683,635,"D"
"7567",1595,618,"D"
"7568",1920,584,"C"
"7569",1455,805,"E"
"7570",1977,496,"C"
"7571",2175,270,"B"
"7572",3077,50,"A"
"7573",2509,88,"A"
"7574",1903,532,"C"
"7575",1653,752,"D"
"7576",1933,478,"C"
"7577",2137,283,"B"
"7578",2765,55,"A"
"7579",2450,108,"A"
"7580",2557,15,"A"
"7581",1881,490,"C"
"7582",2207,230,"B"
"7583",2064,407,"C"
"7584",2056,570,"C"
"7585",2693,195,"A"
"7586",1689,724,"D"
"7587",2479,81,"A"
"7588",2518,53,"A"
"7589",2484,39,"A"
"7590",2250,280,"B"
"7591",2336,243,"B"
"7592",3034,29,"A"
"7593",1702,606,"D"
"7594",833,862,"E"
"7595",1717,619,"D"
"7596",1298,974,"E"
"7597",1961,566,"C"
"7598",2525,162,"A"
"7599",2083,519,"C"
"7600",1888,440,"C"
"7601",2845,40,"A"
"7602",1063,849,"E"
"7603",1447,863,"E"
"7604",1703,687,"D"
"7605",2939,158,"A"
"7606",2435,30,"A"
"7607",2202,313,"B"
"7608",940,943,"E"
"7609",2167,276,"B"
"7610",2631,189,"A"
"7611",2445,50,"A"
"7612",1695,690,"D"
"7613",1336,938,"E"
"7614",2066,407,"C"
"7615",1533,985,"E"
"7616",2220,223,"B"
"7617",2177,383,"B"
"7618",2034,410,"C"
"7619",1801,711,"D"
"7620",1259,917,"E"
"7621",1808,666,"D"
"7622",1502,944,"E"
"7623",1738,745,"D"
"7624",1408,890,"E"
"7625",2325,322,"B"
"7626",1484,969,"E"
"7627",2291,343,"B"
"7628",2483,133,"A"
"7629",2462,179,"A"
"7630",1448,816,"E"
"7631",1357,886,"E"
"7632",1551,989,"E"
"7633",1788,772,"D"
"7634",2016,479,"C"
"7635",2223,249,"B"
"7636",1785,605,"D"
"7637",1396,913,"E"
"7638",1955,411,"C"
"7639",2286,206,"B"
"7640",1948,599,"C"
"7641",2258,293,"B"
"7642",2274,324,"B"
"7643",2340,304,"B"
"7644",2221,290,"B"
"7645",2175,386,"B"
"7646",1673,758,"D"
"7647",2187,285,"B"
"7648",2176,392,"B"
"7649",1460,844,"E"
"7650",1626,601,"D"
"7651",1816,641,"D"
"7652",1516,898,"E"
"7653",1703,701,"D"
"7654",1416,891,"E"
"7655",2648,176,"A"
"7656",1805,710,"D"
"7657",2856,14,"A"
"7658",1953,406,"C"
"7659",2087,470,"C"
"7660",1606,731,"D"
"7661",2285,374,"B"
"7662",2237,287,"B"
"7663",2824,88,"A"
"7664",2599,64,"A"
"7665",2450,152,"A"
"7666",2789,21,"A"
"7667",2159,343,"B"
"7668",1715,780,"D"
"7669",2414,55,"A"
"7670",1458,913,"E"
"7671",2217,207,"B"
"7672",1424,941,"E"
"7673",1544,806,"E"
"7674",2176,357,"B"
"7675",1562,932,"E"
"7676",1175,975,"E"
"7677",1600,609,"D"
"7678",1639,668,"D"
"7679",1653,660,"D"
"7680",2149,340,"B"
"7681",2620,137,"A"
"7682",1932,513,"C"
"7683",2391,329,"B"
"7684",2126,343,"B"
"7685",2617,25,"A"
"7686",1657,639,"D"
"7687",1975,475,"C"
"7688",1481,814,"E"
"7689",1849,762,"D"
"7690",2304,270,"B"
"7691",2637,50,"A"
"7692",1858,667,"D"
"7693",1338,882,"E"
"7694",2652,140,"A"
"7695",1697,692,"D"
"7696",1900,475,"C"
"7697",1615,656,"D"
"7698",2064,500,"C"
"7699",1933,487,"C"
"7700",1214,949,"E"
"7701",1396,967,"E"
"7702",1880,474,"C"
"7703",2468,159,"A"
"7704",1645,778,"D"
"7705",3243,123,"A"
"7706",2588,22,"A"
"7707",2658,184,"A"
"7708",2704,193,"A"
"7709",477,885,"E"
"7710",2498,91,"A"
"7711",2039,409,"C"
"7712",3011,156,"A"
"7713",2011,450,"C"
"7714",2409,324,"B"
"7715",1594,623,"D"
"7716",1960,436,"C"
"7717",2026,574,"C"
"7718",2598,87,"A"
"7719",2232,234,"B"
"7720",1659,783,"D"
"7721",1371,886,"E"
"7722",1227,911,"E"
"7723",3072,173,"A"
"7724",2047,528,"C"
"7725",2148,234,"B"
"7726",2102,562,"C"
"7727",2104,586,"C"
"7728",1831,689,"D"
"7729",1390,825,"E"
"7730",2365,330,"B"
"7731",2020,584,"C"
"7732",1229,848,"E"
"7733",1359,845,"E"
"7734",1605,734,"D"
"7735",2265,295,"B"
"7736",1355,871,"E"
"7737",1962,507,"C"
"7738",2322,399,"B"
"7739",1853,679,"D"
"7740",2703,34,"A"
"7741",2076,538,"C"
"7742",1983,559,"C"
"7743",1938,524,"C"
"7744",1263,887,"E"
"7745",1613,782,"D"
"7746",2671,82,"A"
"7747",1187,951,"E"
"7748",1882,590,"C"
"7749",1336,926,"E"
"7750",2128,329,"B"
"7751",2241,331,"B"
"7752",2345,221,"B"
"7753",781,846,"E"
"7754",1796,764,"D"
"7755",1874,501,"C"
"7756",2080,455,"C"
"7757",2428,165,"A"
"7758",1292,886,"E"
"7759",1827,657,"D"
"7760",2261,228,"B"
"7761",2757,194,"A"
"7762",2672,125,"A"
"7763",2473,44,"A"
"7764",1693,664,"D"
"7765",1436,934,"E"
"7766",1516,933,"E"
"7767",3056,32,"A"
"7768",2087,570,"C"
"7769",1886,491,"C"
"7770",1513,931,"E"
"7771",2338,240,"B"
"7772",2910,163,"A"
"7773",2500,6,"A"
"7774",2538,121,"A"
"7775",1832,641,"D"
"7776",1311,888,"E"
"7777",1996,470,"C"
"7778",1405,991,"E"
"7779",1597,732,"D"
"7780",2066,517,"C"
"7781",2086,463,"C"
"7782",1927,563,"C"
"7783",1527,816,"E"
"7784",2326,282,"B"
"7785",1841,793,"D"
"7786",1797,715,"D"
"7787",2258,337,"B"
"7788",1848,659,"D"
"7789",1925,448,"C"
"7790",2078,589,"C"
"7791",2396,252,"B"
"7792",1718,707,"D"
"7793",2174,393,"B"
"7794",1658,799,"D"
"7795",2435,185,"A"
"7796",1614,606,"D"
"7797",1893,449,"C"
"7798",1686,664,"D"
"7799",2778,20,"A"
"7800",1832,648,"D"
"7801",2530,2,"A"
"7802",1405,850,"E"
"7803",2137,273,"B"
"7804",2509,59,"A"
"7805",1760,786,"D"
"7806",2616,95,"A"
"7807",2770,86,"A"
"7808",2902,185,"A"
"7809",1641,776,"D"
"7810",1946,505,"C"
"7811",2857,102,"A"
"7812",1781,664,"D"
"7813",1907,522,"C"
"7814",2210,260,"B"
"7815",1283,923,"E"
"7816",1487,883,"E"
"7817",3004,100,"A"
"7818",1323,832,"E"
"7819",1864,572,"C"
"7820",2281,219,"B"
"7821",1614,721,"D"
"7822",2733,175,"A"
"7823",1879,401,"C"
"7824",2313,276,"B"
"7825",2070,492,"C"
"7826",2027,500,"C"
"7827",1530,856,"E"
"7828",1833,607,"D"
"7829",2559,142,"A"
"7830",1723,655,"D"
"7831",2242,284,"B"
"7832",2403,365,"B"
"7833",1881,596,"C"
"7834",1516,912,"E"
"7835",1496,858,"E"
"7836",3027,187,"A"
"7837",2206,343,"B"
"7838",2280,277,"B"
"7839",2204,377,"B"
"7840",2384,313,"B"
"7841",2502,80,"A"
"7842",1488,918,"E"
"7843",2541,179,"A"
"7844",1982,553,"C"
"7845",1324,833,"E"
"7846",1548,938,"E"
"7847",2079,404,"C"
"7848",1371,818,"E"
"7849",2405,325,"B"
"7850",1947,539,"C"
"7851",1814,793,"D"
"7852",1580,687,"D"
"7853",1796,682,"D"
"7854",2738,63,"A"
"7855",2468,36,"A"
"7856",1775,621,"D"
"7857",962,968,"E"
"7858",1326,886,"E"
"7859",1105,846,"E"
"7860",1079,974,"E"
"7861",2204,203,"B"
"7862",1574,688,"D"
"7863",1968,449,"C"
"7864",2843,59,"A"
"7865",2221,274,"B"
"7866",1246,938,"E"
"7867",2481,127,"A"
"7868",1227,887,"E"
"7869",2404,332,"B"
"7870",1247,840,"E"
"7871",2454,126,"A"
"7872",327,856,"E"
"7873",1946,487,"C"
"7874",2397,202,"B"
"7875",1948,432,"C"
"7876",1046,939,"E"
"7877",1860,682,"D"
"7878",1885,518,"C"
"7879",1710,672,"D"
"7880",1520,930,"E"
"7881",1638,773,"D"
"7882",3008,2,"A"
"7883",2252,358,"B"
"7884",2206,222,"B"
"7885",1448,937,"E"
"7886",1679,688,"D"
"7887",2203,322,"B"
"7888",2749,164,"A"
"7889",2765,156,"A"
"7890",2112,492,"C"
"7891",2108,543,"C"
"7892",2298,381,"B"
"7893",2072,458,"C"
"7894",1444,891,"E"
"7895",1511,836,"E"
"7896",2073,432,"C"
"7897",2324,358,"B"
"7898",2411,29,"A"
"7899",1750,744,"D"
"7900",798,895,"E"
"7901",1771,630,"D"
"7902",2374,282,"B"
"7903",1797,645,"D"
"7904",3049,126,"A"
"7905",1825,790,"D"
"7906",1460,862,"E"
"7907",855,843,"E"
"7908",2396,280,"B"
"7909",2239,344,"B"
"7910",2008,435,"C"
"7911",1319,992,"E"
"7912",2071,453,"C"
"7913",1644,659,"D"
"7914",3159,133,"A"
"7915",1433,952,"E"
"7916",1832,689,"D"
"7917",1207,944,"E"
"7918",1845,710,"D"
"7919",2030,460,"C"
"7920",2502,53,"A"
"7921",1506,810,"E"
"7922",2325,379,"B"
"7923",2129,210,"B"
"7924",1585,783,"D"
"7925",2702,72,"A"
"7926",2506,139,"A"
"7927",2157,349,"B"
"7928",1283,819,"E"
"7929",1995,592,"C"
"7930",1757,604,"D"
"7931",1602,753,"D"
"7932",2872,45,"A"
"7933",1237,817,"E"
"7934",1866,579,"C"
"7935",1930,475,"C"
"7936",1787,666,"D"
"7937",2838,189,"A"
"7938",2876,184,"A"
"7939",1974,517,"C"
"7940",1371,985,"E"
"7941",1667,721,"D"
"7942",1291,884,"E"
"7943",1291,983,"E"
"7944",2318,296,"B"
"7945",2096,572,"C"
"7946",2734,134,"A"
"7947",2588,13,"A"
"7948",2068,405,"C"
"7949",1857,705,"D"
"7950",1431,915,"E"
"7951",2875,128,"A"
"7952",2421,145,"A"
"7953",1972,510,"C"
"7954",1543,879,"E"
"7955",1248,837,"E"
"7956",1524,835,"E"
"7957",1759,604,"D"
"7958",1639,792,"D"
"7959",2782,122,"A"
"7960",1723,714,"D"
"7961",1753,789,"D"
"7962",1388,817,"E"
"7963",1973,443,"C"
"7964",2687,53,"A"
"7965",2725,183,"A"
"7966",2095,466,"C"
"7967",1300,977,"E"
"7968",2042,493,"C"
"7969",2122,358,"B"
"7970",2648,198,"A"
"7971",2202,292,"B"
"7972",2448,172,"A"
"7973",1802,693,"D"
"7974",2007,418,"C"
"7975",2361,377,"B"
"7976",2219,372,"B"
"7977",3407,134,"A"
"7978",1545,893,"E"
"7979",2354,255,"B"
"7980",1962,581,"C"
"7981",1894,461,"C"
"7982",1915,471,"C"
"7983",1843,601,"D"
"7984",2127,319,"B"
"7985",2597,31,"A"
"7986",1942,449,"C"
"7987",1639,709,"D"
"7988",2319,231,"B"
"7989",920,829,"E"
"7990",1404,863,"E"
"7991",2965,149,"A"
"7992",1912,422,"C"
"7993",2028,508,"C"
"7994",2189,271,"B"
"7995",2076,492,"C"
"7996",2248,229,"B"
"7997",2143,359,"B"
"7998",1688,608,"D"
"7999",1315,988,"E"
"8000",2264,379,"B"
"8001",2448,40,"A"
"8002",1407,911,"E"
"8003",3106,190,"A"
"8004",2719,184,"A"
"8005",1352,904,"E"
"8006",2391,207,"B"
"8007",2626,119,"A"
"8008",3034,7,"A"
"8009",2935,59,"A"
"8010",1625,741,"D"
"8011",2492,160,"A"
"8012",2221,375,"B"
"8013",1688,685,"D"
"8014",2847,45,"A"
"8015",1452,955,"E"
"8016",1739,777,"D"
"8017",2284,374,"B"
"8018",1892,535,"C"
"8019",2873,87,"A"
"8020",1863,453,"C"
"8021",1663,636,"D"
"8022",2154,250,"B"
"8023",1982,457,"C"
"8024",1813,704,"D"
"8025",1671,678,"D"
"8026",2232,246,"B"
"8027",3172,189,"A"
"8028",2455,133,"A"
"8029",1873,556,"C"
"8030",2018,506,"C"
"8031",2554,118,"A"
"8032",2708,180,"A"
"8033",1237,963,"E"
"8034",2046,419,"C"
"8035",1167,929,"E"
"8036",2037,495,"C"
"8037",1949,547,"C"
"8038",2223,319,"B"
"8039",2600,77,"A"
"8040",1596,729,"D"
"8041",2464,186,"A"
"8042",2509,44,"A"
"8043",1719,766,"D"
"8044",1893,544,"C"
"8045",1799,791,"D"
"8046",2108,574,"C"
"8047",1798,738,"D"
"8048",1842,661,"D"
"8049",2250,289,"B"
"8050",2729,131,"A"
"8051",2407,244,"B"
"8052",2323,297,"B"
"8053",1375,847,"E"
"8054",2138,262,"B"
"8055",2064,471,"C"
"8056",2293,268,"B"
"8057",1625,785,"D"
"8058",2674,27,"A"
"8059",1862,693,"D"
"8060",1773,656,"D"
"8061",1313,911,"E"
"8062",1935,463,"C"
"8063",1556,872,"E"
"8064",1845,788,"D"
"8065",1801,772,"D"
"8066",2020,463,"C"
"8067",1460,932,"E"
"8068",1653,675,"D"
"8069",615,965,"E"
"8070",2566,123,"A"
"8071",1875,534,"C"
"8072",1035,807,"E"
"8073",2038,515,"C"
"8074",1868,574,"C"
"8075",2065,509,"C"
"8076",2333,360,"B"
"8077",2462,183,"A"
"8078",1804,707,"D"
"8079",1979,600,"C"
"8080",1477,840,"E"
"8081",1514,843,"E"
"8082",1830,641,"D"
"8083",1893,590,"C"
"8084",2242,330,"B"
"8085",2488,176,"A"
"8086",1570,951,"E"
"8087",1590,725,"D"
"8088",2145,275,"B"
"8089",2601,5,"A"
"8090",2181,398,"B"
"8091",2030,479,"C"
"8092",1738,651,"D"
"8093",2956,88,"A"
"8094",2422,103,"A"
"8095",1471,898,"E"
"8096",2102,511,"C"
"8097",2050,431,"C"
"8098",1861,624,"D"
"8099",885,952,"E"
"8100",2055,446,"C"
"8101",2499,183,"A"
"8102",967,864,"E"
"8103",2495,171,"A"
"8104",2167,279,"B"
"8105",1385,991,"E"
"8106",1863,445,"C"
"8107",2136,386,"B"
"8108",1829,602,"D"
"8109",1907,524,"C"
"8110",2040,559,"C"
"8111",1821,618,"D"
"8112",1237,925,"E"
"8113",2826,43,"A"
"8114",2372,339,"B"
"8115",678,907,"E"
"8116",2219,381,"B"
"8117",2440,7,"A"
"8118",2453,162,"A"
"8119",1944,497,"C"
"8120",2916,193,"A"
"8121",2274,380,"B"
"8122",1873,440,"C"
"8123",1727,690,"D"
"8124",1682,774,"D"
"8125",1714,657,"D"
"8126",1500,908,"E"
"8127",1217,947,"E"
"8128",2284,379,"B"
"8129",2529,14,"A"
"8130",3073,27,"A"
"8131",2218,359,"B"
"8132",2707,172,"A"
"8133",2379,325,"B"
"8134",2031,523,"C"
"8135",2224,267,"B"
"8136",2166,258,"B"
"8137",1216,880,"E"
"8138",1717,630,"D"
"8139",1210,847,"E"
"8140",2492,127,"A"
"8141",2035,467,"C"
"8142",1547,902,"E"
"8143",2613,151,"A"
"8144",1462,866,"E"
"8145",2679,54,"A"
"8146",2097,567,"C"
"8147",3018,163,"A"
"8148",1304,914,"E"
"8149",2028,469,"C"
"8150",2874,62,"A"
"8151",2206,272,"B"
"8152",2312,367,"B"
"8153",2104,539,"C"
"8154",2363,343,"B"
"8155",2027,511,"C"
"8156",1160,979,"E"
"8157",1915,450,"C"
"8158",1908,509,"C"
"8159",2045,517,"C"
"8160",2027,478,"C"
"8161",1886,594,"C"
"8162",1190,985,"E"
"8163",1348,949,"E"
"8164",2313,347,"B"
"8165",1124,873,"E"
"8166",1112,906,"E"
"8167",2839,141,"A"
"8168",2336,222,"B"
"8169",2308,255,"B"
"8170",2583,93,"A"
"8171",1562,1000,"E"
"8172",2466,103,"A"
"8173",2759,29,"A"
"8174",974,816,"E"
"8175",857,935,"E"
"8176",3050,92,"A"
"8177",1652,629,"D"
"8178",1184,932,"E"
"8179",3072,97,"A"
"8180",2471,190,"A"
"8181",2015,591,"C"
"8182",1393,870,"E"
"8183",2425,98,"A"
"8184",1779,688,"D"
"8185",1684,780,"D"
"8186",2143,300,"B"
"8187",1718,693,"D"
"8188",2574,117,"A"
"8189",2665,177,"A"
"8190",2024,577,"C"
"8191",2414,186,"A"
"8192",2210,237,"B"
"8193",1819,729,"D"
"8194",2426,99,"A"
"8195",1839,670,"D"
"8196",2024,425,"C"
"8197",1848,790,"D"
"8198",2337,339,"B"
"8199",1824,734,"D"
"8200",2039,575,"C"
"8201",2133,217,"B"
"8202",2939,65,"A"
"8203",1694,788,"D"
"8204",1773,798,"D"
"8205",1565,974,"E"
"8206",1838,676,"D"
"8207",1554,843,"E"
"8208",2354,267,"B"
"8209",1764,793,"D"
"8210",2343,242,"B"
"8211",2306,275,"B"
"8212",1795,701,"D"
"8213",2093,448,"C"
"8214",1895,465,"C"
"8215",2414,23,"A"
"8216",2110,413,"C"
"8217",2441,137,"A"
"8218",2408,392,"B"
"8219",2234,244,"B"
"8220",2108,463,"C"
"8221",1812,695,"D"
"8222",2794,56,"A"
"8223",1573,628,"D"
"8224",1412,899,"E"
"8225",1532,852,"E"
"8226",1869,520,"C"
"8227",1742,671,"D"
"8228",2177,357,"B"
"8229",1967,404,"C"
"8230",2658,57,"A"
"8231",1457,808,"E"
"8232",1625,787,"D"
"8233",2707,39,"A"
"8234",2241,215,"B"
"8235",1394,926,"E"
"8236",1874,414,"C"
"8237",1748,783,"D"
"8238",2740,74,"A"
"8239",1633,601,"D"
"8240",2621,59,"A"
"8241",1590,694,"D"
"8242",2973,194,"A"
"8243",2500,5,"A"
"8244",2915,72,"A"
"8245",1674,717,"D"
"8246",1739,772,"D"
"8247",1240,919,"E"
"8248",2430,46,"A"
"8249",1730,755,"D"
"8250",558,903,"E"
"8251",1955,526,"C"
"8252",1873,518,"C"
"8253",2897,109,"A"
"8254",2366,389,"B"
"8255",2659,58,"A"
"8256",2562,62,"A"
"8257",2498,106,"A"
"8258",2875,153,"A"
"8259",1398,929,"E"
"8260",1202,919,"E"
"8261",1837,637,"D"
"8262",1655,656,"D"
"8263",1978,589,"C"
"8264",1299,917,"E"
"8265",1609,762,"D"
"8266",2285,360,"B"
"8267",1839,755,"D"
"8268",1571,963,"E"
"8269",1581,746,"D"
"8270",1752,602,"D"
"8271",2251,250,"B"
"8272",2066,422,"C"
"8273",2276,329,"B"
"8274",2967,15,"A"
"8275",2190,320,"B"
"8276",1678,716,"D"
"8277",2600,157,"A"
"8278",1835,772,"D"
"8279",1960,569,"C"
"8280",1735,781,"D"
"8281",2237,398,"B"
"8282",2292,240,"B"
"8283",1310,850,"E"
"8284",1389,862,"E"
"8285",1279,897,"E"
"8286",1261,893,"E"
"8287",1794,612,"D"
"8288",1386,897,"E"
"8289",2420,88,"A"
"8290",1515,829,"E"
"8291",2354,299,"B"
"8292",2885,94,"A"
"8293",1219,976,"E"
"8294",1958,595,"C"
"8295",1368,865,"E"
"8296",1719,652,"D"
"8297",1996,575,"C"
"8298",2024,516,"C"
"8299",2081,549,"C"
"8300",1453,858,"E"
"8301",2467,193,"A"
"8302",2234,382,"B"
"8303",1948,449,"C"
"8304",846,923,"E"
"8305",1981,564,"C"
"8306",2505,140,"A"
"8307",3382,47,"A"
"8308",1472,816,"E"
"8309",1443,807,"E"
"8310",1630,746,"D"
"8311",2499,56,"A"
"8312",1028,851,"E"
"8313",1112,983,"E"
"8314",1108,807,"E"
"8315",1868,512,"C"
"8316",1919,475,"C"
"8317",1952,526,"C"
"8318",1614,794,"D"
"8319",1487,911,"E"
"8320",1530,997,"E"
"8321",1747,626,"D"
"8322",2293,242,"B"
"8323",1483,851,"E"
"8324",1108,832,"E"
"8325",1535,836,"E"
"8326",2760,19,"A"
"8327",1816,746,"D"
"8328",1725,715,"D"
"8329",1933,514,"C"
"8330",2107,508,"C"
"8331",2742,77,"A"
"8332",2128,235,"B"
"8333",1224,826,"E"
"8334",2232,365,"B"
"8335",1066,850,"E"
"8336",1881,560,"C"
"8337",1808,616,"D"
"8338",2509,175,"A"
"8339",1368,937,"E"
"8340",2492,100,"A"
"8341",1403,829,"E"
"8342",2212,304,"B"
"8343",1622,699,"D"
"8344",1507,878,"E"
"8345",1574,655,"D"
"8346",1849,628,"D"
"8347",2238,353,"B"
"8348",2476,162,"A"
"8349",2244,237,"B"
"8350",2412,4,"A"
"8351",1116,888,"E"
"8352",2409,271,"B"
"8353",2271,357,"B"
"8354",1967,403,"C"
"8355",1971,559,"C"
"8356",2189,341,"B"
"8357",2671,175,"A"
"8358",2641,136,"A"
"8359",895,956,"E"
"8360",1938,525,"C"
"8361",2542,103,"A"
"8362",1281,971,"E"
"8363",2578,90,"A"
"8364",1656,603,"D"
"8365",2291,335,"B"
"8366",1537,892,"E"
"8367",1184,933,"E"
"8368",2287,374,"B"
"8369",2492,35,"A"
"8370",1104,871,"E"
"8371",2132,239,"B"
"8372",1586,715,"D"
"8373",1408,943,"E"
"8374",2608,163,"A"
"8375",1208,909,"E"
"8376",2195,371,"B"
"8377",2569,185,"A"
"8378",1827,633,"D"
"8379",2602,191,"A"
"8380",2896,45,"A"
"8381",2908,195,"A"
"8382",1161,885,"E"
"8383",2694,113,"A"
"8384",1604,632,"D"
"8385",2536,122,"A"
"8386",1945,451,"C"
"8387",1379,821,"E"
"8388",2379,259,"B"
"8389",2026,568,"C"
"8390",2544,19,"A"
"8391",2484,163,"A"
"8392",1867,431,"C"
"8393",2479,186,"A"
"8394",1835,731,"D"
"8395",1649,708,"D"
"8396",2427,47,"A"
"8397",1151,871,"E"
"8398",2367,247,"B"
"8399",3092,142,"A"
"8400",1843,673,"D"
"8401",2396,285,"B"
"8402",1996,563,"C"
"8403",2158,298,"B"
"8404",2592,132,"A"
"8405",2228,380,"B"
"8406",2199,257,"B"
"8407",2391,308,"B"
"8408",3220,4,"A"
"8409",1895,535,"C"
"8410",1911,553,"C"
"8411",2029,412,"C"
"8412",2067,451,"C"
"8413",1809,721,"D"
"8414",1648,750,"D"
"8415",1800,712,"D"
"8416",3176,30,"A"
"8417",1533,941,"E"
"8418",1909,421,"C"
"8419",1504,971,"E"
"8420",1821,733,"D"
"8421",2172,242,"B"
"8422",2094,570,"C"
"8423",2016,511,"C"
"8424",1672,601,"D"
"8425",513,852,"E"
"8426",1870,488,"C"
"8427",1673,787,"D"
"8428",2211,338,"B"
"8429",1941,493,"C"
"8430",2446,9,"A"
"8431",3110,89,"A"
"8432",2122,230,"B"
"8433",2276,325,"B"
"8434",1974,563,"C"
"8435",2597,96,"A"
"8436",2284,371,"B"
"8437",2029,444,"C"
"8438",2769,134,"A"
"8439",1131,956,"E"
"8440",1957,409,"C"
"8441",1737,780,"D"
"8442",2040,401,"C"
"8443",1946,437,"C"
"8444",2607,163,"A"
"8445",2902,152,"A"
"8446",2689,10,"A"
"8447",2156,297,"B"
"8448",1844,638,"D"
"8449",2028,599,"C"
"8450",2206,270,"B"
"8451",1273,979,"E"
"8452",2285,201,"B"
"8453",1237,908,"E"
"8454",1623,796,"D"
"8455",2257,237,"B"
"8456",1823,680,"D"
"8457",1647,758,"D"
"8458",2899,84,"A"
"8459",1979,586,"C"
"8460",1928,428,"C"
"8461",2463,87,"A"
"8462",1874,530,"C"
"8463",2257,255,"B"
"8464",1759,791,"D"
"8465",1606,604,"D"
"8466",2164,354,"B"
"8467",2087,531,"C"
"8468",1865,456,"C"
"8469",2009,575,"C"
"8470",2386,226,"B"
"8471",1538,992,"E"
"8472",2266,271,"B"
"8473",1806,767,"D"
"8474",2154,219,"B"
"8475",1663,634,"D"
"8476",932,870,"E"
"8477",2822,147,"A"
"8478",1822,708,"D"
"8479",2627,194,"A"
"8480",1941,422,"C"
"8481",1806,703,"D"
"8482",2126,338,"B"
"8483",2724,39,"A"
"8484",2331,240,"B"
"8485",1713,784,"D"
"8486",1929,403,"C"
"8487",1507,877,"E"
"8488",1204,997,"E"
"8489",1586,616,"D"
"8490",2352,238,"B"
"8491",2128,244,"B"
"8492",2718,19,"A"
"8493",1680,773,"D"
"8494",2052,436,"C"
"8495",2796,108,"A"
"8496",2465,171,"A"
"8497",1678,746,"D"
"8498",2409,239,"B"
"8499",1841,625,"D"
"8500",1068,809,"E"
"8501",1076,846,"E"
"8502",1622,613,"D"
"8503",2077,438,"C"
"8504",2985,172,"A"
"8505",1947,531,"C"
"8506",2737,128,"A"
"8507",1735,621,"D"
"8508",1522,911,"E"
"8509",2390,262,"B"
"8510",2385,235,"B"
"8511",2417,19,"A"
"8512",3051,1,"A"
"8513",2017,512,"C"
"8514",2626,160,"A"
"8515",1383,846,"E"
"8516",2455,113,"A"
"8517",2315,303,"B"
"8518",1949,497,"C"
"8519",1309,910,"E"
"8520",2059,526,"C"
"8521",2053,583,"C"
"8522",2546,198,"A"
"8523",2522,6,"A"
"8524",2369,209,"B"
"8525",1355,918,"E"
"8526",1884,464,"C"
"8527",1969,517,"C"
"8528",2158,234,"B"
"8529",1369,818,"E"
"8530",1160,987,"E"
"8531",1257,948,"E"
"8532",2313,387,"B"
"8533",2011,597,"C"
"8534",1677,666,"D"
"8535",1779,678,"D"
"8536",2099,572,"C"
"8537",2598,58,"A"
"8538",1506,883,"E"
"8539",2888,56,"A"
"8540",1129,931,"E"
"8541",2688,169,"A"
"8542",1568,814,"E"
"8543",2401,269,"B"
"8544",2228,382,"B"
"8545",1650,740,"D"
"8546",1898,482,"C"
"8547",1732,731,"D"
"8548",2018,551,"C"
"8549",1569,955,"E"
"8550",1506,905,"E"
"8551",1523,817,"E"
"8552",1928,589,"C"
"8553",2596,126,"A"
"8554",2642,51,"A"
"8555",2552,8,"A"
"8556",2491,24,"A"
"8557",1993,483,"C"
"8558",2281,387,"B"
"8559",2561,149,"A"
"8560",2342,218,"B"
"8561",2010,458,"C"
"8562",1678,737,"D"
"8563",2136,208,"B"
"8564",2348,355,"B"
"8565",1069,804,"E"
"8566",3377,65,"A"
"8567",2015,554,"C"
"8568",1519,917,"E"
"8569",2793,99,"A"
"8570",1363,825,"E"
"8571",1202,862,"E"
"8572",2774,190,"A"
"8573",2586,9,"A"
"8574",2573,131,"A"
"8575",2239,263,"B"
"8576",1648,627,"D"
"8577",1847,642,"D"
"8578",1907,435,"C"
"8579",2436,61,"A"
"8580",2553,133,"A"
"8581",2772,22,"A"
"8582",1320,960,"E"
"8583",2395,301,"B"
"8584",2359,374,"B"
"8585",1815,603,"D"
"8586",1715,727,"D"
"8587",2326,258,"B"
"8588",2042,480,"C"
"8589",1900,512,"C"
"8590",2078,533,"C"
"8591",1249,916,"E"
"8592",1400,884,"E"
"8593",1781,718,"D"
"8594",2372,236,"B"
"8595",1623,638,"D"
"8596",3127,101,"A"
"8597",965,844,"E"
"8598",1611,776,"D"
"8599",1753,658,"D"
"8600",1482,855,"E"
"8601",2207,207,"B"
"8602",2672,149,"A"
"8603",1737,658,"D"
"8604",2266,229,"B"
"8605",2185,263,"B"
"8606",2518,180,"A"
"8607",2031,445,"C"
"8608",3126,30,"A"
"8609",2295,287,"B"
"8610",1795,796,"D"
