"semestre","carrera","promedio"
"10","QUIMICA",81.05
"11","QUIMICA",81.27
"5","QUIMICA",82.75
"11","QUIMICA",78.12
"2","QUIMICA",96.33
"9","QUIMICA",81.45
"11","QUIMICA",83.13
"10","QUIMICA",89.69
"4","QUIMICA",91.11
"10","QUIMICA",82.57
"10","QUIMICA",80.65
"8","QUIMICA",92.74
"2","QUIMICA",98
"6","QUIMICA",84.67
"6","QUIMICA",90.9
"9","QUIMICA",84.45
"6","QUIMICA",87.83
"2","QUIMICA",85.33
"8","QUIMICA",92.15
"5","QUIMICA",79.27
"3","QUIMICA",87.17
"8","QUIMICA",93.38
"9","QUIMICA",85.36
"2","QUIMICA",85.2
"4","QUIMICA",92.28
"9","QUIMICA",87.71
"2","QUIMICA",98
"5","QUIMICA",86.94
"3","QUIMICA",86.82
"5","QUIMICA",83.74
"4","QUIMICA",95.61
"4","QUIMICA",94.78
"2","QUIMICA",86.5
"8","QUIMICA",86.53
"2","QUIMICA",87.33
"12","QUIMICA",81.48
"10","QUIMICA",83.5
"7","QUIMICA",85.38
"10","QUIMICA",84.52
"9","QUIMICA",80.23
"3","QUIMICA",92.85
"5","QUIMICA",83.17
"9","QUIMICA",85.83
"2","QUIMICA",92
"2","QUIMICA",84.4
"5","QUIMICA",80.6
"2","QUIMICA",94.83
"8","QUIMICA",87.66
"2","QUIMICA",95.83
"5","QUIMICA",82.83
"3","QUIMICA",89
"8","QUIMICA",83.3
"7","QUIMICA",82.38
"10","QUIMICA",91.17
"4","QUIMICA",90.78
"4","QUIMICA",89.71
"6","QUIMICA",82.57
"5","QUIMICA",86.13
"4","QUIMICA",88.63
"6","QUIMICA",87.9
"8","QUIMICA",87.54
"6","QUIMICA",88.66
"6","QUIMICA",84.33
"4","QUIMICA",85.5
"8","QUIMICA",91.78
"10","QUIMICA",84.33
"9","QUIMICA",86.29
"8","QUIMICA",88.28
"2","QUIMICA",83.6
"8","QUIMICA",95.76
"4","QUIMICA",93.61
"8","QUIMICA",89.79
"4","QUIMICA",89.8
"6","QUIMICA",85.52
"7","QUIMICA",79.52
"4","QUIMICA",87.11
"13","MECATRONICA",78.63
"12","MECATRONICA",80.46
"12","MECATRONICA",83.91
"10","MECATRONICA",92.45
"10","MECATRONICA",84.1
"11","MECATRONICA",83.03
"11","MECATRONICA",77.69
"12","MECATRONICA",82.54
"12","MECATRONICA",83.33
"12","MECATRONICA",82.62
"10","MECATRONICA",83.52
"11","MECATRONICA",84.04
"10","MECATRONICA",82.71
"11","MECATRONICA",84.72
"11","MECATRONICA",79.73
"11","MECATRONICA",80.02
"11","MECATRONICA",81.64
"11","MECATRONICA",83.44
"10","MECATRONICA",85.2
"12","MECATRONICA",80.3
"12","MECATRONICA",81
"12","MECATRONICA",79.23
"10","MECATRONICA",85.65
"10","MECATRONICA",85.47
"11","MECATRONICA",79.3
"10","MECATRONICA",80.95
"10","MECATRONICA",85.3
"11","MECATRONICA",81.14
"10","MECATRONICA",83.65
"11","MECATRONICA",81.19
"11","MECATRONICA",80.36
"17","MECATRONICA",78.16
"12","MECATRONICA",80.88
"11","MECATRONICA",78.83
"10","MECATRONICA",83.58
"9","MECATRONICA",87.96
"6","MECATRONICA",86.53
"2","MECATRONICA",86.6
"6","MECATRONICA",82.5
"4","MECATRONICA",88.21
"4","MECATRONICA",89.06
"8","MECATRONICA",86.97
"8","MECATRONICA",81.46
"2","MECATRONICA",90.5
"5","MECATRONICA",86.96
"2","MECATRONICA",89
"4","MECATRONICA",81.44
"8","MECATRONICA",83.27
"9","MECATRONICA",81.96
"5","MECATRONICA",90.75
"6","MECATRONICA",85.04
"8","MECATRONICA",83.54
"6","MECATRONICA",87.96
"3","MECATRONICA",86.25
"8","MECATRONICA",81.68
"3","MECATRONICA",83.5
"4","MECATRONICA",89.83
"7","MECATRONICA",83.29
"9","MECATRONICA",86.59
"4","MECATRONICA",85.22
"4","MECATRONICA",89.67
"8","MECATRONICA",79.24
"5","MECATRONICA",86.05
"5","MECATRONICA",85.96
"4","MECATRONICA",81.2
"6","MECATRONICA",88.38
"5","MECATRONICA",82.71
"4","MECATRONICA",86.89
"5","MECATRONICA",81.78
"8","MECATRONICA",89.08
"7","MECATRONICA",90.42
"6","MECATRONICA",91.63
"4","MECATRONICA",90.94
"5","MECATRONICA",91.92
"2","MECATRONICA",85.83
"2","MECATRONICA",83.67
"2","MECATRONICA",87.4
"7","MECATRONICA",85.97
"2","MECATRONICA",91.5
"8","MECATRONICA",84.4
"2","MECATRONICA",87.5
"3","MECATRONICA",86
"8","MECATRONICA",87.7
"8","MECATRONICA",88.03
"4","MECATRONICA",86.28
"3","MECATRONICA",80.25
"6","MECATRONICA",89.9
"9","MECATRONICA",80.79
"6","MECATRONICA",85.32
"6","MECATRONICA",83
"8","MECATRONICA",87.24
"5","MECATRONICA",82.58
"8","MECATRONICA",87.9
"4","MECATRONICA",83.47
"7","MECATRONICA",81.78
"3","MECATRONICA",84.43
"5","MECATRONICA",79.38
"6","MECATRONICA",95.1
"8","MECATRONICA",81
"2","MECATRONICA",90.33
"4","MECATRONICA",87.06
"6","MECATRONICA",81.12
"8","MECATRONICA",83.43
"2","MECATRONICA",86.5
"2","MECATRONICA",84.5
"2","MECATRONICA",91
"2","MECATRONICA",87.67
"8","MECATRONICA",80.44
"9","MECATRONICA",86.61
"8","MECATRONICA",85.79
"9","MECATRONICA",82.11
"5","MECATRONICA",86.64
"6","MECATRONICA",86.19
"5","MECATRONICA",86.59
"9","MECATRONICA",82.65
"8","MECATRONICA",83.32
"9","MECATRONICA",81.07
"6","MECATRONICA",85.59
"6","MECATRONICA",87
"7","MECATRONICA",83.63
"8","MECATRONICA",82
"2","MECATRONICA",92.33
"6","MECATRONICA",83.77
"6","MECATRONICA",89.3
"5","MECATRONICA",87.55
"6","MECATRONICA",84.25
"4","MECATRONICA",86.56
"6","MECATRONICA",83
"2","MECATRONICA",92.67
"6","MECATRONICA",83.89
"3","MECATRONICA",81.2
"4","MECATRONICA",84.42
"6","MECATRONICA",87.17
"6","MECATRONICA",87.72
"8","MECATRONICA",84.08
"2","MECATRONICA",88.5
"2","MECATRONICA",93.83
"8","MECATRONICA",85.15
"9","MECATRONICA",79.5
"2","MECATRONICA",87.75
"6","MECATRONICA",87.29
"5","MECATRONICA",85
"4","MECATRONICA",86.67
"8","MECATRONICA",85.35
"4","MECATRONICA",84.25
"2","MECATRONICA",82.5
"8","MECATRONICA",80.18
"5","MECATRONICA",84.74
"5","MECATRONICA",86.5
"8","MECATRONICA",82.22
"6","MECATRONICA",87.1
"2","MECATRONICA",87
"8","MECATRONICA",85.36
"4","MECATRONICA",81.08
"7","MECATRONICA",81.68
"6","MECATRONICA",88.03
"2","MECATRONICA",86.2
"9","MECATRONICA",80.36
"4","MECATRONICA",89
"5","MECATRONICA",83.95
"6","MECATRONICA",83.22
"6","MECATRONICA",86.5
"6","MECATRONICA",85.52
"4","MECATRONICA",81.41
"6","MECATRONICA",88.07
"4","MECATRONICA",82.18
"8","MECATRONICA",84.45
"8","MECATRONICA",87.65
"6","MECATRONICA",89.71
"2","MECATRONICA",85.67
"3","MECATRONICA",84.33
"2","MECATRONICA",86
"9","MECATRONICA",81.69
"2","MECATRONICA",90
"8","MECATRONICA",86.08
"5","MECATRONICA",81.9
"2","MECATRONICA",92
"2","MECATRONICA",87.33
"5","MECATRONICA",83.25
"2","MECATRONICA",86.83
"7","MECATRONICA",84.77
"4","MECATRONICA",86.06
"6","MECATRONICA",89.73
"9","MECATRONICA",82.65
"2","MECATRONICA",83.6
"9","MECATRONICA",83.07
"2","MECATRONICA",91
"8","MECATRONICA",81.52
"5","MECATRONICA",78.5
"8","MECATRONICA",83.24
"4","MECATRONICA",84.53
"9","MECATRONICA",86.11
"5","MECATRONICA",82.16
"4","MECATRONICA",84.93
"4","MECATRONICA",83.78
"2","MECATRONICA",84.8
"7","MECATRONICA",81.71
"6","MECATRONICA",82.18
"4","MECATRONICA",83.41
"4","MECATRONICA",88.06
"8","MECATRONICA",80.77
"2","MECATRONICA",96.17
"7","MECATRONICA",89.32
"4","MECATRONICA",81.67
"3","MECATRONICA",80
"7","MECATRONICA",80.22
"7","MECATRONICA",81.29
"6","MECATRONICA",91.24
"7","MECATRONICA",84.92
"7","MECATRONICA",84.65
"5","MECATRONICA",81.88
"5","MECATRONICA",87
"6","MECATRONICA",84.22
"4","MECATRONICA",90.72
"8","MECATRONICA",95.24
"2","MECATRONICA",89.67
"5","MECATRONICA",86.22
"5","MECATRONICA",84.55
"4","MECATRONICA",85.31
"9","MECATRONICA",82.93
"6","MECATRONICA",83.04
"8","MECATRONICA",85.87
"4","MECATRONICA",82.67
"11","MECATRONICA",80.42
"6","MECATRONICA",95.3
"2","MECATRONICA",85.83
"5","MECATRONICA",83.77
"4","MECATRONICA",90.18
"4","MECATRONICA",85.24
"2","MECATRONICA",91
"4","MECATRONICA",84.91
"4","MECATRONICA",81.44
"8","MECATRONICA",80.88
"9","MECATRONICA",83.21
"2","MECATRONICA",92.5
"8","MECATRONICA",86.21
"7","MECATRONICA",83.19
"3","MECATRONICA",75.75
"5","MECATRONICA",86.31
"5","MECATRONICA",83.58
"6","MECATRONICA",83.5
"3","MECATRONICA",84.92
"9","MECATRONICA",84.85
"8","MECATRONICA",92.44
"6","MECATRONICA",90.43
"9","MECATRONICA",79.56
"2","MECATRONICA",88.5
"8","MECATRONICA",82.72
"4","MECATRONICA",85.72
"2","MECATRONICA",84.33
"8","MECATRONICA",85.69
"8","MECATRONICA",81.4
"3","MECATRONICA",83.8
"3","MECATRONICA",81.92
"5","MECATRONICA",84.77
"6","MECATRONICA",84.27
"8","MECATRONICA",82.83
"4","MECATRONICA",90.61
"8","MECATRONICA",83.84
"4","MECATRONICA",88.67
"8","MECATRONICA",84.61
"6","MECATRONICA",81.92
"9","MECATRONICA",82.81
"8","MECATRONICA",85
"6","MECATRONICA",83.57
"6","MECATRONICA",82.72
"2","MECATRONICA",89.17
"8","MECATRONICA",84.82
"6","MECATRONICA",82.36
"5","MECATRONICA",86.57
"4","MECATRONICA",89.22
"4","MECATRONICA",90.67
"2","MECATRONICA",84.4
"3","MECATRONICA",86.67
"3","MECATRONICA",85.25
"3","MECATRONICA",80.25
"2","MECATRONICA",87.17
"6","MECATRONICA",82.1
"2","MECATRONICA",86.4
"2","MECATRONICA",86.4
"6","MECATRONICA",84
"2","MECATRONICA",86.83
"8","MECATRONICA",86.21
"9","MECATRONICA",81.56
"3","MECATRONICA",81.45
"3","MECATRONICA",87.83
"2","MECATRONICA",88.75
"8","MECATRONICA",81.11
"3","MECATRONICA",87.58
"6","MECATRONICA",89.97
"2","MECATRONICA",93.17
"6","MECATRONICA",88.73
"4","MECATRONICA",87.47
"6","MECATRONICA",83.31
"4","MECATRONICA",88.22
"3","MECATRONICA",87.9
"3","MECATRONICA",89.69
"5","MECATRONICA",85.65
"9","MECATRONICA",79.96
"8","MECATRONICA",81.37
"5","MECATRONICA",85.52
"9","MECATRONICA",79.79
"7","MECATRONICA",85.35
"6","MECATRONICA",85.54
"6","MECATRONICA",90.46
"7","MECATRONICA",85.64
"2","MECATRONICA",85.8
"5","MECATRONICA",77
"8","MECATRONICA",79.22
"8","MECATRONICA",81.71
"7","MECATRONICA",82.27
"5","MECATRONICA",82.74
"9","MECATRONICA",82.03
"3","MECATRONICA",81.25
"5","MECATRONICA",80.6
"8","MECATRONICA",82.6
"2","MECATRONICA",86.83
"3","MECATRONICA",82.42
"2","MECATRONICA",90.33
"2","MECATRONICA",79.25
"7","MECATRONICA",89.4
"4","MECATRONICA",88.72
"2","MECATRONICA",90.33
"5","MECATRONICA",85.21
"7","MECATRONICA",86.5
"7","MECATRONICA",88.15
"4","MECATRONICA",87.26
"3","MECATRONICA",82.1
"2","MECATRONICA",86.83
"2","MECATRONICA",85.33
"2","MECATRONICA",91.67
"2","MECATRONICA",89.33
"4","MECATRONICA",82.68
"9","MECATRONICA",79.46
"6","MECATRONICA",79
"8","MECATRONICA",83.82
"6","MECATRONICA",89.68
"3","MECATRONICA",86.46
"6","MECATRONICA",87.9
"9","MECATRONICA",79.65
"8","MECATRONICA",85.7
"4","MECATRONICA",86.67
"8","MECATRONICA",86.74
"6","MECATRONICA",88.39
"2","MECATRONICA",86
"6","MECATRONICA",87.72
"3","MECATRONICA",86.09
"2","MECATRONICA",89.17
"9","MECATRONICA",85.25
"5","MECATRONICA",85.79
"4","MECATRONICA",80.5
"2","MECATRONICA",86.33
"2","MECATRONICA",88.2
"3","MECATRONICA",86.25
"4","MECATRONICA",84.61
"5","MECATRONICA",90.43
"9","MECATRONICA",78.32
"6","MECATRONICA",85.93
"7","MECATRONICA",89.48
"2","MECATRONICA",85.5
"4","MECATRONICA",81.31
"4","MECATRONICA",85.39
"6","MECATRONICA",83.36
"3","MECATRONICA",79.17
"6","MECATRONICA",87
"2","MECATRONICA",90
"4","MECATRONICA",90.11
"2","MECATRONICA",83.8
"5","MECATRONICA",86.86
"6","MECATRONICA",92.47
"10","MECATRONICA",88.19
"6","MECATRONICA",89.57
"2","MECATRONICA",84.17
"6","MECATRONICA",87.33
"6","MECATRONICA",85.12
"8","MECATRONICA",91.81
"5","MECATRONICA",84.96
"5","MECATRONICA",85.67
"4","MECATRONICA",81.69
"3","MECATRONICA",83.83
"8","MECATRONICA",87.58
"8","MECATRONICA",85.36
"9","MECATRONICA",81.8
"2","MECATRONICA",86
"9","MECATRONICA",85.91
"4","MECATRONICA",87.72
"4","MECATRONICA",83.72
"8","MECATRONICA",85.59
"6","MECATRONICA",83.13
"4","MECATRONICA",80.88
"2","MECATRONICA",93.33
"4","MECATRONICA",89.64
"5","MECATRONICA",89.14
"4","MECATRONICA",83.28
"9","MECATRONICA",82.34
"5","MECATRONICA",88.52
"2","MECATRONICA",85.17
"6","MECATRONICA",97.04
"2","MECATRONICA",93.67
"9","MECATRONICA",87
"8","MECATRONICA",80.38
"7","MECATRONICA",82.71
"11","MECANICA",85.96
"13","MECANICA",77.4
"10","MECANICA",78.53
"12","MECANICA",81.12
"10","MECANICA",87.24
"12","MECANICA",80.86
"11","MECANICA",80.19
"13","MECANICA",80.37
"12","MECANICA",81.24
"11","MECANICA",83.61
"11","MECANICA",82.55
"12","MECANICA",79.21
"14","MECANICA",80.93
"10","MECANICA",86.83
"10","MECANICA",83.63
"12","MECANICA",82.4
"10","MECANICA",80.93
"10","MECANICA",90.39
"12","MECANICA",79.61
"10","MECANICA",90.08
"11","MECANICA",81.37
"10","MECANICA",83.22
"13","MECANICA",80.67
"11","MECANICA",83.86
"10","MECANICA",83.2
"11","MECANICA",82.14
"10","MECANICA",81.04
"12","MECANICA",80.2
"10","MECANICA",84.76
"11","MECANICA",81.63
"9","MECANICA",89.84
"10","MECANICA",82
"10","MECANICA",77.5
"10","MECANICA",84.62
"11","MECANICA",79.97
"10","MECANICA",80.33
"10","MECANICA",81.22
"6","MECANICA",82.88
"4","MECANICA",78.57
"4","MECANICA",83.71
"4","MECANICA",87.11
"8","MECANICA",81.5
"8","MECANICA",84.54
"8","MECANICA",82.29
"8","MECANICA",90
"8","MECANICA",84.06
"9","MECANICA",79.36
"4","MECANICA",81.61
"8","MECANICA",81.13
"6","MECANICA",86.64
"9","MECANICA",89.31
"6","MECANICA",80.23
"7","MECANICA",78.5
"4","MECANICA",85.59
"2","MECANICA",90.83
"6","MECANICA",80.59
"2","MECANICA",88.25
"2","MECANICA",94
"4","MECANICA",79.08
"2","MECANICA",90.2
"4","MECANICA",91.94
"8","MECANICA",90.4
"7","MECANICA",83.17
"6","MECANICA",87.45
"2","MECANICA",88
"2","MECANICA",90
"6","MECANICA",90.4
"7","MECANICA",78.88
"2","MECANICA",85.83
"2","MECANICA",83.17
"4","MECANICA",79.11
"2","MECANICA",85
"9","MECANICA",84.51
"6","MECANICA",81.18
"2","MECANICA",94
"8","MECANICA",80.29
"9","MECANICA",78.07
"9","MECANICA",80.61
"7","MECANICA",78.3
"4","MECANICA",83.59
"2","MECANICA",88.4
"6","MECANICA",84.07
"8","MECANICA",79.43
"4","MECANICA",81.4
"4","MECANICA",82.54
"4","MECANICA",87.67
"6","MECANICA",81.08
"4","MECANICA",81.69
"6","MECANICA",85.27
"6","MECANICA",81.62
"8","MECANICA",81.89
"7","MECANICA",81.65
"4","MECANICA",82.17
"2","MECANICA",87.25
"7","MECANICA",80.63
"8","MECANICA",88.62
"4","MECANICA",89.83
"8","MECANICA",82.26
"2","MECANICA",93.8
"9","MECANICA",83.97
"10","MECANICA",82.18
"6","MECANICA",82.77
"8","MECANICA",79.79
"2","MECANICA",83.6
"6","MECANICA",79.08
"7","MECANICA",83.74
"7","MECANICA",79.39
"2","MECANICA",82
"6","MECANICA",83.78
"4","MECANICA",80.88
"8","MECANICA",88.55
"4","MECANICA",84.94
"7","MECANICA",79.81
"6","MECANICA",82.15
"6","MECANICA",81.18
"8","MECANICA",81.88
"2","MECANICA",77.25
"7","MECANICA",82.52
"5","MECANICA",81.77
"4","MECANICA",76.8
"4","MECANICA",82
"9","MECANICA",77.41
"2","MECANICA",83.67
"2","MECANICA",90.8
"2","MECANICA",82.33
"8","MECANICA",87.3
"8","MECANICA",85.11
"2","MECANICA",89
"9","MECANICA",79.83
"6","MECANICA",84.81
"2","MECANICA",85
"2","MECANICA",83.5
"2","MECANICA",89.6
"4","MECANICA",83.67
"4","MECANICA",82.67
"4","MECANICA",81.56
"6","MECANICA",82.17
"8","MECANICA",83.26
"2","MECANICA",80.67
"8","MECANICA",84.31
"8","MECANICA",81.83
"6","MECANICA",85.73
"2","MECANICA",87.4
"6","MECANICA",81.85
"8","MECANICA",89.95
"2","MECANICA",93.83
"2","MECANICA",85
"4","MECANICA",81.38
"6","MECANICA",80.54
"4","MECANICA",78.67
"6","MECANICA",80.57
"4","MECANICA",80.11
"7","MECANICA",81.29
"4","MECANICA",90.83
"4","MECANICA",84.24
"4","MECANICA",77.93
"7","MECANICA",79.64
"4","MECANICA",83.71
"2","MECANICA",94.4
"8","MECANICA",84.06
"6","MECANICA",83.07
"6","MECANICA",80.37
"8","MECANICA",83.79
"2","MECANICA",87
"6","MECANICA",82.97
"2","MECANICA",96.2
"8","MECANICA",84.1
"6","MECANICA",81.33
"4","MECANICA",76.1
"7","MECANICA",84.5
"2","MECANICA",76.67
"8","MECANICA",82.83
"2","MECANICA",87.2
"4","MECANICA",90.83
"7","MECANICA",76.92
"8","MECANICA",84.58
"4","MECANICA",85.94
"5","MECANICA",84.7
"4","MECANICA",81.58
"8","MECANICA",82.34
"6","MECANICA",81.04
"9","MECANICA",85.35
"9","MECANICA",87.04
"7","MECANICA",82.45
"7","MECANICA",80.71
"6","MECANICA",78.73
"4","MECANICA",81.94
"2","MECANICA",83
"8","MECANICA",82.88
"8","MECANICA",80.74
"6","MECANICA",83.58
"4","MECANICA",86.67
"2","MECANICA",84
"2","MECANICA",89.8
"4","MECANICA",83.12
"2","MECANICA",82
"6","MECANICA",82.37
"2","MECANICA",79
"4","MECANICA",90.94
"2","MECANICA",80
"2","MECANICA",87.83
"6","MECANICA",78.32
"6","MECANICA",78.67
"2","MECANICA",87.5
"6","MECANICA",82.97
"9","MECANICA",84.23
"4","MECANICA",84
"8","MECANICA",82.29
"2","MECANICA",94.83
"6","MECANICA",80.77
"4","MECANICA",84.71
"8","MECANICA",83.35
"8","MECANICA",82.11
"2","MECANICA",80
"2","MECANICA",79.6
"4","MECANICA",81.08
"2","MECANICA",70
"4","MECANICA",88.41
"6","MECANICA",83.18
"2","MECANICA",91.17
"2","MECANICA",77.5
"8","MECANICA",78.24
"4","MECANICA",83.4
"2","MECANICA",91
"8","MECANICA",81.94
"6","MECANICA",84.3
"2","MECANICA",86.33
"4","MECANICA",79.8
"4","MECANICA",82.33
"6","MECANICA",77.71
"4","MECANICA",83.64
"2","MECANICA",88.8
"8","MECANICA",86.84
"4","MECANICA",80.8
"8","MECANICA",86.84
"4","MECANICA",79.62
"8","MECANICA",84.12
"9","MECANICA",78.17
"2","MECANICA",91.8
"8","MECANICA",90.78
"9","MECANICA",80.69
"6","MECANICA",90.23
"6","MECANICA",85.03
"4","MECANICA",79.94
"6","MECANICA",88.16
"8","MECANICA",80.51
"4","MECANICA",78.88
"8","MECANICA",85.05
"8","MECANICA",79.27
"7","MECANICA",81.42
"4","MECANICA",87.56
"2","MECANICA",83
"2","MECANICA",77.4
"7","MECANICA",86.46
"4","MECANICA",84.44
"2","MECANICA",94
"6","MECANICA",82.59
"10","INDUSTRIAL",85.04
"15","INDUSTRIAL",76.45
"14","INDUSTRIAL",87.41
"10","INDUSTRIAL",79.83
"12","INDUSTRIAL",80.78
"11","INDUSTRIAL",79.92
"9","INDUSTRIAL",83.43
"11","INDUSTRIAL",81.5
"11","INDUSTRIAL",80.19
"10","INDUSTRIAL",80.36
"13","INDUSTRIAL",79.87
"11","INDUSTRIAL",78.11
"10","INDUSTRIAL",82.21
"11","INDUSTRIAL",82.66
"11","INDUSTRIAL",83.02
"15","INDUSTRIAL",80.45
"10","INDUSTRIAL",90.78
"9","INDUSTRIAL",84.84
"10","INDUSTRIAL",85.84
"12","INDUSTRIAL",82.83
"10","INDUSTRIAL",84.16
"10","INDUSTRIAL",83.29
"11","INDUSTRIAL",81.7
"10","INDUSTRIAL",92.6
"11","INDUSTRIAL",87.04
"11","INDUSTRIAL",79.36
"10","INDUSTRIAL",85.68
"14","INDUSTRIAL",77.36
"11","INDUSTRIAL",80.8
"10","INDUSTRIAL",81.76
"10","INDUSTRIAL",83.28
"11","INDUSTRIAL",82.11
"15","INDUSTRIAL",80.75
"11","INDUSTRIAL",79.04
"10","INDUSTRIAL",83.02
"11","INDUSTRIAL",79.06
"11","INDUSTRIAL",81.31
"9","INDUSTRIAL",80.63
"15","INDUSTRIAL",84.12
"11","INDUSTRIAL",81.17
"14","INDUSTRIAL",78.37
"11","INDUSTRIAL",79.23
"12","INDUSTRIAL",82.71
"12","INDUSTRIAL",81.19
"10","INDUSTRIAL",86.62
"11","INDUSTRIAL",79.67
"10","INDUSTRIAL",84.67
"10","INDUSTRIAL",84.51
"10","INDUSTRIAL",84.02
"10","INDUSTRIAL",83.82
"12","INDUSTRIAL",79.81
"11","INDUSTRIAL",84.37
"11","INDUSTRIAL",79.16
"15","INDUSTRIAL",79.88
"13","INDUSTRIAL",80.06
"2","INDUSTRIAL",85.17
"2","INDUSTRIAL",90.83
"2","INDUSTRIAL",87.83
"6","INDUSTRIAL",85.25
"9","INDUSTRIAL",85.21
"4","INDUSTRIAL",86.67
"2","INDUSTRIAL",88.33
"9","INDUSTRIAL",85.23
"7","INDUSTRIAL",81.66
"4","INDUSTRIAL",89.47
"4","INDUSTRIAL",89.35
"2","INDUSTRIAL",95.83
"7","INDUSTRIAL",88.2
"6","INDUSTRIAL",83.3
"5","INDUSTRIAL",81.35
"4","INDUSTRIAL",99.39
"3","INDUSTRIAL",77.8
"6","INDUSTRIAL",87.4
"8","INDUSTRIAL",86.67
"9","INDUSTRIAL",85.94
"3","INDUSTRIAL",80.67
"8","INDUSTRIAL",85.51
"7","INDUSTRIAL",86.56
"7","INDUSTRIAL",88.5
"6","INDUSTRIAL",85.73
"6","INDUSTRIAL",85.04
"7","INDUSTRIAL",81.97
"9","INDUSTRIAL",85.69
"7","INDUSTRIAL",83.63
"5","INDUSTRIAL",81
"3","INDUSTRIAL",81.92
"4","INDUSTRIAL",84.08
"2","INDUSTRIAL",90.83
"9","INDUSTRIAL",85.21
"2","INDUSTRIAL",88.83
"9","INDUSTRIAL",82.18
"6","INDUSTRIAL",90.1
"7","INDUSTRIAL",88.5
"2","INDUSTRIAL",89.17
"2","INDUSTRIAL",88.8
"2","INDUSTRIAL",88.83
"2","INDUSTRIAL",92.83
"7","INDUSTRIAL",83.31
"8","INDUSTRIAL",84.56
"5","INDUSTRIAL",90.5
"9","INDUSTRIAL",80.35
"3","INDUSTRIAL",85.25
"4","INDUSTRIAL",95.42
"8","INDUSTRIAL",85.63
"3","INDUSTRIAL",91.08
"8","INDUSTRIAL",91.36
"5","INDUSTRIAL",80.27
"7","INDUSTRIAL",84.11
"4","INDUSTRIAL",86.38
"7","INDUSTRIAL",86.95
"3","INDUSTRIAL",80.09
"9","INDUSTRIAL",82.51
"6","INDUSTRIAL",95.44
"4","INDUSTRIAL",87.78
"8","INDUSTRIAL",90.02
"2","INDUSTRIAL",87.17
"6","INDUSTRIAL",84
"8","INDUSTRIAL",86.79
"7","INDUSTRIAL",76.91
"3","INDUSTRIAL",85.33
"5","INDUSTRIAL",80
"6","INDUSTRIAL",81.72
"6","INDUSTRIAL",84.11
"8","INDUSTRIAL",83.86
"9","INDUSTRIAL",82.06
"9","INDUSTRIAL",81.96
"2","INDUSTRIAL",89.67
"7","INDUSTRIAL",81.32
"6","INDUSTRIAL",86.74
"5","INDUSTRIAL",79.19
"5","INDUSTRIAL",84.04
"7","INDUSTRIAL",86.09
"5","INDUSTRIAL",79.14
"4","INDUSTRIAL",81.16
"9","INDUSTRIAL",85.17
"9","INDUSTRIAL",84.67
"7","INDUSTRIAL",85
"5","INDUSTRIAL",83.5
"3","INDUSTRIAL",84.43
"9","INDUSTRIAL",82.17
"5","INDUSTRIAL",84
"5","INDUSTRIAL",78.46
"7","INDUSTRIAL",81.47
"2","INDUSTRIAL",92.83
"9","INDUSTRIAL",90.92
"4","INDUSTRIAL",87.89
"9","INDUSTRIAL",86.77
"7","INDUSTRIAL",80
"2","INDUSTRIAL",83.33
"2","INDUSTRIAL",90.17
"3","INDUSTRIAL",89.08
"3","INDUSTRIAL",89
"7","INDUSTRIAL",89.03
"5","INDUSTRIAL",81
"4","INDUSTRIAL",79.17
"6","INDUSTRIAL",96.06
"6","INDUSTRIAL",90.59
"9","INDUSTRIAL",81.72
"3","INDUSTRIAL",84.82
"3","INDUSTRIAL",81.8
"5","INDUSTRIAL",84.2
"8","INDUSTRIAL",86.87
"6","INDUSTRIAL",88.69
"5","INDUSTRIAL",88.04
"6","INDUSTRIAL",87.83
"5","INDUSTRIAL",81.06
"9","INDUSTRIAL",85.86
"3","INDUSTRIAL",86.62
"2","INDUSTRIAL",96.83
"6","INDUSTRIAL",82.73
"4","INDUSTRIAL",93
"4","INDUSTRIAL",81.56
"7","INDUSTRIAL",83.41
"5","INDUSTRIAL",79.31
"4","INDUSTRIAL",87.41
"9","INDUSTRIAL",85.75
"2","INDUSTRIAL",95.33
"7","INDUSTRIAL",79.72
"8","INDUSTRIAL",84.49
"6","INDUSTRIAL",89.06
"5","INDUSTRIAL",87.21
"2","INDUSTRIAL",94.67
"8","INDUSTRIAL",80.21
"2","INDUSTRIAL",90.5
"3","INDUSTRIAL",79.45
"4","INDUSTRIAL",88.89
"2","INDUSTRIAL",89.67
"2","INDUSTRIAL",93.5
"4","INDUSTRIAL",90.4
"5","INDUSTRIAL",90.56
"2","INDUSTRIAL",94.17
"5","INDUSTRIAL",83.19
"7","INDUSTRIAL",84.13
"5","INDUSTRIAL",87.76
"6","INDUSTRIAL",91.44
"8","INDUSTRIAL",88.78
"6","INDUSTRIAL",86.37
"6","INDUSTRIAL",80.2
"4","INDUSTRIAL",99.11
"5","INDUSTRIAL",88.92
"3","INDUSTRIAL",85.46
"3","INDUSTRIAL",88.75
"4","INDUSTRIAL",89.72
"10","INDUSTRIAL",84.54
"2","INDUSTRIAL",87.83
"8","INDUSTRIAL",87.54
"2","INDUSTRIAL",94.83
"8","INDUSTRIAL",88.8
"6","INDUSTRIAL",84.41
"9","INDUSTRIAL",87.71
"9","INDUSTRIAL",87.78
"7","INDUSTRIAL",78.12
"2","INDUSTRIAL",86.83
"4","INDUSTRIAL",82.63
"8","INDUSTRIAL",91.36
"2","INDUSTRIAL",85.14
