"","matricula","carrera","genero","promedio","edad","peso","altura"
"3893",3893,"ARQUITECTURA","M",89.18,22,77.81,177.81
"3894",3894,"CIVIL","M",83.4,20,78.12,178.12
"3895",3895,"INDUSTRIAL","F",81.71,20,60.87,160.87
"3896",3896,"INDUSTRIAL","F",91.59,23,62.48,162.48
"3897",3897,"MECANICA","F",84.65,21,57.22,157.22
"3898",3898,"BIOQUIMICA","M",86.91,21,84.53,184.53
"3899",3899,"INDUSTRIAL","F",85.3,21,62.68,162.68
"3900",3900,"CIVIL","M",89.66,22,85.45,185.45
"3901",3901,"CIVIL","M",86.91,21,81.36,181.36
"3902",3902,"SISTEMAS","F",86.37,21,59.55,159.55
"3903",3903,"ELECTRONICA","M",88.88,22,82.92,182.92
"3904",3904,"CIVIL","M",88.98,22,75.67,175.67
"3905",3905,"ARQUITECTURA","M",87.14,21,75.23,175.23
"3906",3906,"SISTEMAS","F",89.78,22,60.19,160.19
"3907",3907,"ELECTRONICA","M",88.07,22,83.66,183.66
"3908",3908,"INFORMATICA","F",87.72,21,59.8,159.8
"3909",3909,"ARQUITECTURA","M",84.41,21,76.82,176.82
"3910",3910,"CIVIL","M",89.18,22,77.65,177.65
"3911",3911,"INDUSTRIAL","M",84.58,21,83.69,183.69
"3912",3912,"CIVIL","M",83.14,20,80.96,180.96
"3913",3913,"QUIMICA","F",86.16,21,62.82,162.82
"3914",3914,"MECANICA","F",86.09,21,57.96,157.96
"3915",3915,"MECATRONICA","F",82.9,20,57.87,157.87
"3916",3916,"BIOQUIMICA","M",83.75,20,78.96,178.96
"3917",3917,"QUIMICA","F",84.08,20,64.13,164.13
"3918",3918,"TIC","F",82.36,20,59.87,159.87
"3919",3919,"TIC","F",85.64,21,58.8,158.8
"3920",3920,"ELECTRONICA","M",81.03,20,77.02,177.02
"3921",3921,"ELECTRICA","M",81.22,20,83.41,183.41
"3922",3922,"CIVIL","M",80.81,20,78.02,178.02
"3923",3923,"MECANICA","F",86.08,21,59.44,159.44
"3924",3924,"ELECTRONICA","M",86.35,21,78.37,178.37
"3925",3925,"ARQUITECTURA","M",85.6,21,78.85,178.85
"3926",3926,"INFORMATICA","F",84.61,21,60.07,160.07
"3927",3927,"SISTEMAS","F",94.12,23,62.01,162.01
"3928",3928,"INFORMATICA","F",82.61,20,57.69,157.69
"3929",3929,"CIVIL","M",89.11,22,83.25,183.25
"3930",3930,"ADMINISTRACION","M",85.68,21,78.53,178.53
"3931",3931,"SISTEMAS","F",84.9,21,61.38,161.38
"3932",3932,"QUIMICA","F",81.14,20,65.16,165.16
"3933",3933,"ARQUITECTURA","M",85.46,21,79.2,179.2
"3934",3934,"ARQUITECTURA","M",88.22,22,82.36,182.36
"3935",3935,"TIC","F",81.13,20,63.54,163.54
"3936",3936,"ELECTRICA","M",82.92,20,80.89,180.89
"3937",3937,"CIVIL","M",86.41,21,74.55,174.55
"3938",3938,"TIC","F",89.21,22,60.94,160.94
"3939",3939,"TIC","F",83.64,20,57.13,157.13
"3940",3940,"INDUSTRIAL","M",85.55,21,81.28,181.28
"3941",3941,"INDUSTRIAL","M",86.43,21,78.3,178.3
"3942",3942,"BIOQUIMICA","M",85.27,21,78.58,178.58
"3943",3943,"CIVIL","M",89.02,22,75.24,175.24
"3944",3944,"ELECTRICA","M",91.4,23,76.91,176.91
"3945",3945,"MECANICA","F",86.76,21,60.22,160.22
"3946",3946,"ADMINISTRACION","M",87.41,21,76.96,176.96
"3947",3947,"INDUSTRIAL","M",85.11,21,86.68,186.68
"3948",3948,"SISTEMAS","F",89.07,22,57.36,157.36
"3949",3949,"CIVIL","M",87.93,22,87.29,187.29
"3950",3950,"SISTEMAS","F",86.63,21,61.01,161.01
"3951",3951,"BIOQUIMICA","M",91.02,22,80.89,180.89
"3952",3952,"ELECTRONICA","M",87.29,21,82.29,182.29
"3953",3953,"QUIMICA","F",84.63,21,62.51,162.51
"3954",3954,"ADMINISTRACION","M",84.35,21,81.08,181.08
"3955",3955,"BIOQUIMICA","M",85.44,21,73.71,173.71
"3956",3956,"ADMINISTRACION","M",85.35,21,85.32,185.32
"3957",3957,"MECATRONICA","F",86.63,21,58.42,158.42
"3958",3958,"TIC","F",88.86,22,58.75,158.75
"3959",3959,"ELECTRONICA","M",87.37,21,83.38,183.38
"3960",3960,"SISTEMAS","F",88.56,22,57.15,157.15
"3961",3961,"BIOQUIMICA","M",85.06,21,84.33,184.33
"3962",3962,"ARQUITECTURA","M",85.79,21,81.28,181.28
"3963",3963,"ADMINISTRACION","M",88.94,22,77.79,177.79
"3964",3964,"INDUSTRIAL","F",81.81,20,61.16,161.16
"3965",3965,"ARQUITECTURA","M",89.66,22,80.13,180.13
"3966",3966,"SISTEMAS","F",94.22,23,62.67,162.67
"3967",3967,"ADMINISTRACION","M",84.61,21,79.44,179.44
"3968",3968,"BIOQUIMICA","M",89.44,22,75.46,175.46
"3969",3969,"ARQUITECTURA","M",89.34,22,82.03,182.03
"3970",3970,"ELECTRONICA","M",86.35,21,76.19,176.19
"3971",3971,"MECATRONICA","F",83.74,20,63.3,163.3
"3972",3972,"ARQUITECTURA","M",81.28,20,76.42,176.42
"3973",3973,"ELECTRONICA","M",87.57,21,75.43,175.43
"3974",3974,"ELECTRONICA","M",86.04,21,72.92,172.92
"3975",3975,"QUIMICA","F",82.45,20,59.77,159.77
"3976",3976,"BIOQUIMICA","M",80.4,19,84.98,184.98
"3977",3977,"MECATRONICA","F",83.02,20,64.64,164.64
"3978",3978,"SISTEMAS","F",89,22,65.92,165.92
"3979",3979,"QUIMICA","F",82.5,20,63.03,163.03
"3980",3980,"ADMINISTRACION","M",85.53,21,80.24,180.24
"3981",3981,"MECATRONICA","F",87.99,22,59.34,159.34
"3982",3982,"CIVIL","M",77.69,19,77.33,177.33
"3983",3983,"SISTEMAS","F",86.98,21,62.19,162.19
"3984",3984,"SISTEMAS","F",86.14,21,60.56,160.56
"3985",3985,"MECANICA","F",79.59,19,61.46,161.46
"3986",3986,"ELECTRONICA","M",83.25,20,75.84,175.84
"3987",3987,"ELECTRICA","M",84.28,21,81.19,181.19
"3988",3988,"CIVIL","M",83.62,20,79.38,179.38
"3989",3989,"SISTEMAS","F",84.09,20,60.6,160.6
"3990",3990,"INDUSTRIAL","F",85.64,21,60.55,160.55
"3991",3991,"INDUSTRIAL","M",88.86,22,79.9,179.9
"3992",3992,"ELECTRICA","M",85.56,21,80.33,180.33
"3993",3993,"TIC","F",83.96,20,58.95,158.95
"3994",3994,"ELECTRICA","M",88.31,22,76.87,176.87
"3995",3995,"BIOQUIMICA","M",89.48,22,85.95,185.95
"3996",3996,"INFORMATICA","F",85.51,21,60.41,160.41
"3997",3997,"SISTEMAS","F",88.99,22,56.92,156.92
"3998",3998,"ADMINISTRACION","M",85.92,21,80.07,180.07
"3999",3999,"ELECTRICA","M",85.08,21,82.57,182.57
"4000",4000,"MECANICA","F",82.84,20,61.18,161.18
"4001",4001,"BIOQUIMICA","M",82.07,20,82.81,182.81
"4002",4002,"INDUSTRIAL","F",88.65,22,59.16,159.16
"4003",4003,"ARQUITECTURA","M",87.98,22,80.36,180.36
"4004",4004,"INDUSTRIAL","M",81.32,20,74.55,174.55
"4005",4005,"QUIMICA","F",78.97,19,61.66,161.66
"4006",4006,"ELECTRICA","M",88.05,22,77.2,177.2
"4007",4007,"MECATRONICA","F",81.1,20,60.73,160.73
"4008",4008,"MECANICA","F",91.58,23,56.18,156.18
"4009",4009,"INDUSTRIAL","M",92.38,23,74.76,174.76
"4010",4010,"CIVIL","M",90.74,22,78.18,178.18
"4011",4011,"MECATRONICA","F",81.65,20,61.91,161.91
"4012",4012,"CIVIL","M",81.2,20,79.13,179.13
"4013",4013,"INDUSTRIAL","F",85.93,21,59.11,159.11
"4014",4014,"INFORMATICA","F",86.56,21,57.49,157.49
"4015",4015,"ADMINISTRACION","M",85.53,21,81.85,181.85
"4016",4016,"INFORMATICA","F",85.71,21,60.69,160.69
"4017",4017,"ARQUITECTURA","M",84.02,20,80.4,180.4
"4018",4018,"BIOQUIMICA","M",91.78,23,78.35,178.35
"4019",4019,"ELECTRONICA","M",84,20,82.18,182.18
"4020",4020,"BIOQUIMICA","M",87.05,21,76.42,176.42
"4021",4021,"ELECTRICA","M",84.65,21,75.36,175.36
"4022",4022,"ARQUITECTURA","M",83.21,20,75.38,175.38
"4023",4023,"ADMINISTRACION","M",83.75,20,77.01,177.01
"4024",4024,"INFORMATICA","F",79.67,19,63.79,163.79
"4025",4025,"MECANICA","F",85.65,21,59.42,159.42
"4026",4026,"MECATRONICA","F",86.45,21,60.3,160.3
"4027",4027,"ELECTRICA","M",87.44,21,80.71,180.71
"4028",4028,"TIC","F",90.54,22,63.16,163.16
"4029",4029,"SISTEMAS","F",80.26,19,59.42,159.42
"4030",4030,"SISTEMAS","F",84.08,20,58.98,158.98
"4031",4031,"TIC","F",80.32,19,60.61,160.61
"4032",4032,"QUIMICA","F",87,21,53.59,153.59
"4033",4033,"CIVIL","M",93.94,23,81.29,181.29
"4034",4034,"SISTEMAS","F",89.02,22,61.15,161.15
"4035",4035,"BIOQUIMICA","M",84.72,21,80.73,180.73
"4036",4036,"ARQUITECTURA","M",90.5,22,72.61,172.61
"4037",4037,"INFORMATICA","F",85.46,21,59.57,159.57
"4038",4038,"ELECTRONICA","M",87.1,21,88.39,188.39
"4039",4039,"TIC","F",85.75,21,61.08,161.08
"4040",4040,"INDUSTRIAL","F",86.64,21,62.68,162.68
"4041",4041,"ARQUITECTURA","M",88.7,22,74.91,174.91
"4042",4042,"INFORMATICA","F",81.65,20,60,160
"4043",4043,"BIOQUIMICA","M",92.9,23,79.35,179.35
"4044",4044,"ELECTRONICA","M",84.78,21,75.81,175.81
"4045",4045,"CIVIL","M",87.39,21,79.76,179.76
"4046",4046,"QUIMICA","F",93.39,23,58.07,158.07
"4047",4047,"MECANICA","F",85.75,21,58.87,158.87
"4048",4048,"SISTEMAS","F",83.91,20,56.3,156.3
"4049",4049,"QUIMICA","F",93.11,23,57.79,157.79
"4050",4050,"SISTEMAS","F",82.56,20,58.04,158.04
"4051",4051,"ELECTRICA","M",86.47,21,85.44,185.44
"4052",4052,"ADMINISTRACION","M",84.41,21,77.79,177.79
"4053",4053,"ELECTRICA","M",85.83,21,77.73,177.73
"4054",4054,"ARQUITECTURA","M",85.33,21,82.23,182.23
"4055",4055,"ARQUITECTURA","M",82.46,20,82.41,182.41
"4056",4056,"SISTEMAS","F",81.01,20,58.08,158.08
"4057",4057,"ADMINISTRACION","M",88.64,22,81.44,181.44
"4058",4058,"ARQUITECTURA","M",88.42,22,73.71,173.71
"4059",4059,"SISTEMAS","F",82.36,20,60.83,160.83
"4060",4060,"ARQUITECTURA","M",80.86,20,78.8,178.8
"4061",4061,"BIOQUIMICA","M",85.91,21,76.6,176.6
"4062",4062,"TIC","F",89.26,22,60.56,160.56
"4063",4063,"ELECTRICA","M",83.82,20,78.47,178.47
"4064",4064,"MECATRONICA","F",83.81,20,61.13,161.13
"4065",4065,"ELECTRICA","M",82.45,20,76.73,176.73
"4066",4066,"BIOQUIMICA","M",88.73,22,81.61,181.61
"4067",4067,"INDUSTRIAL","M",90.16,22,83.13,183.13
"4068",4068,"CIVIL","M",90.34,22,80.12,180.12
"4069",4069,"QUIMICA","F",83.6,20,59.13,159.13
"4070",4070,"BIOQUIMICA","M",84.14,20,82.25,182.25
"4071",4071,"TIC","F",86.31,21,60.17,160.17
"4072",4072,"QUIMICA","F",89.57,22,58.12,158.12
"4073",4073,"QUIMICA","F",87.81,22,59.96,159.96
"4074",4074,"ARQUITECTURA","M",84.2,20,80.89,180.89
"4075",4075,"ARQUITECTURA","M",88.23,22,81.9,181.9
"4076",4076,"ELECTRONICA","M",87.13,21,80.03,180.03
"4077",4077,"ELECTRICA","M",87.81,22,83.09,183.09
"4078",4078,"MECATRONICA","F",80.82,20,59.79,159.79
"4079",4079,"TIC","F",85.79,21,58.39,158.39
"4080",4080,"INDUSTRIAL","M",86.61,21,80.84,180.84
"4081",4081,"ELECTRICA","M",82.7,20,77.89,177.89
"4082",4082,"ELECTRONICA","M",87.61,21,79.38,179.38
"4083",4083,"MECANICA","F",89.16,22,58.75,158.75
"4084",4084,"ELECTRONICA","M",83.21,20,78.92,178.92
"4085",4085,"CIVIL","M",86.74,21,86.55,186.55
"4086",4086,"QUIMICA","F",82.12,20,61.38,161.38
"4087",4087,"ARQUITECTURA","M",87.15,21,83.86,183.86
"4088",4088,"CIVIL","M",85.73,21,84.52,184.52
"4089",4089,"ADMINISTRACION","M",89.2,22,80.75,180.75
"4090",4090,"CIVIL","M",83.4,20,78.13,178.13
"4091",4091,"QUIMICA","F",88.96,22,58.18,158.18
"4092",4092,"TIC","F",84.57,21,58.3,158.3
"4093",4093,"ELECTRONICA","M",85.89,21,73.68,173.68
"4094",4094,"INDUSTRIAL","M",87.22,21,78.7,178.7
"4095",4095,"QUIMICA","F",90.62,22,59.38,159.38
"4096",4096,"QUIMICA","F",84.62,21,55.58,155.58
"4097",4097,"SISTEMAS","F",88.47,22,59.29,159.29
"4098",4098,"MECANICA","F",80.79,19,60.84,160.84
"4099",4099,"MECATRONICA","F",82.58,20,61.22,161.22
"4100",4100,"MECATRONICA","F",85.92,21,60.97,160.97
"4101",4101,"QUIMICA","F",87.41,21,59.35,159.35
"4102",4102,"QUIMICA","F",87.48,21,62.12,162.12
"4103",4103,"ARQUITECTURA","M",82.19,20,76.94,176.94
"4104",4104,"CIVIL","M",84.85,21,75.93,175.93
"4105",4105,"CIVIL","M",86.8,21,84.14,184.14
"4106",4106,"TIC","F",81.94,20,57.79,157.79
"4107",4107,"ELECTRICA","M",88.05,22,79.66,179.66
"4108",4108,"CIVIL","M",86.51,21,78.13,178.13
"4109",4109,"BIOQUIMICA","M",87.21,21,81.71,181.71
"4110",4110,"INDUSTRIAL","M",87.68,21,81.22,181.22
"4111",4111,"ELECTRONICA","M",83.06,20,83.57,183.57
"4112",4112,"ADMINISTRACION","M",88.17,22,87.32,187.32
"4113",4113,"ARQUITECTURA","M",87.66,21,82.06,182.06
"4114",4114,"MECANICA","F",91.04,22,60.05,160.05
"4115",4115,"ADMINISTRACION","M",76.51,18,76.22,176.22
"4116",4116,"MECANICA","F",88.65,22,60.41,160.41
"4117",4117,"MECATRONICA","F",77.83,19,61.25,161.25
"4118",4118,"ARQUITECTURA","M",81.59,20,77.93,177.93
"4119",4119,"INFORMATICA","F",84.52,21,58.1,158.1
"4120",4120,"ADMINISTRACION","M",84.48,21,80.51,180.51
"4121",4121,"TIC","F",84.4,21,58.75,158.75
"4122",4122,"MECATRONICA","F",82.08,20,61.09,161.09
"4123",4123,"ELECTRICA","M",81.42,20,77.08,177.08
"4124",4124,"ELECTRONICA","M",86.52,21,83.56,183.56
"4125",4125,"ELECTRICA","M",80.44,19,79.33,179.33
"4126",4126,"ARQUITECTURA","M",87.5,21,78.77,178.77
"4127",4127,"ELECTRICA","M",85.2,21,74.22,174.22
"4128",4128,"ELECTRICA","M",87.9,22,80.68,180.68
"4129",4129,"BIOQUIMICA","M",86.02,21,86.2,186.2
"4130",4130,"MECANICA","F",79.93,19,59.98,159.98
"4131",4131,"INFORMATICA","F",84.46,21,59.69,159.69
"4132",4132,"ADMINISTRACION","M",87.81,22,74.72,174.72
"4133",4133,"ADMINISTRACION","M",87.44,21,80.52,180.52
"4134",4134,"INDUSTRIAL","F",89.49,22,62.45,162.45
"4135",4135,"MECANICA","F",88.39,22,62.41,162.41
"4136",4136,"CIVIL","M",82.71,20,80.56,180.56
"4137",4137,"ELECTRONICA","M",84.39,21,81.6,181.6
"4138",4138,"TIC","F",90.35,22,57.66,157.66
"4139",4139,"SISTEMAS","F",87.16,21,63.63,163.63
"4140",4140,"INFORMATICA","F",86.7,21,60.16,160.16
"4141",4141,"TIC","F",90.92,22,64.54,164.54
"4142",4142,"MECATRONICA","F",87.7,21,64.65,164.65
"4143",4143,"ELECTRICA","M",83.8,20,78.59,178.59
"4144",4144,"QUIMICA","F",91.19,22,61.43,161.43
"4145",4145,"ELECTRICA","M",94.26,23,80.18,180.18
"4146",4146,"TIC","F",86.05,21,61.01,161.01
"4147",4147,"INDUSTRIAL","M",89.99,22,82.95,182.95
"4148",4148,"ELECTRONICA","M",82.95,20,76.14,176.14
"4149",4149,"CIVIL","M",80.89,20,82.82,182.82
"4150",4150,"ELECTRICA","M",85.3,21,83.08,183.08
"4151",4151,"QUIMICA","F",80.8,19,59.35,159.35
"4152",4152,"MECANICA","F",92.84,23,63.16,163.16
"4153",4153,"INDUSTRIAL","M",88.05,22,79.2,179.2
"4154",4154,"ELECTRICA","M",82.89,20,85.28,185.28
"4155",4155,"SISTEMAS","F",93.16,23,60.69,160.69
"4156",4156,"TIC","F",84.57,21,55.91,155.91
"4157",4157,"MECANICA","F",86.17,21,62.52,162.52
"4158",4158,"SISTEMAS","F",85.48,21,61.03,161.03
"4159",4159,"TIC","F",86.11,21,58.13,158.13
"4160",4160,"MECANICA","F",87.66,21,60.94,160.94
"4161",4161,"ELECTRONICA","M",82.19,20,77.96,177.96
"4162",4162,"MECANICA","F",87.15,21,60,160
"4163",4163,"ARQUITECTURA","M",81.59,20,77.48,177.48
"4164",4164,"MECANICA","F",84.26,20,61.14,161.14
"4165",4165,"MECATRONICA","F",85.77,21,59.67,159.67
"4166",4166,"INDUSTRIAL","M",80.26,19,79.89,179.89
"4167",4167,"ADMINISTRACION","M",85.97,21,79.52,179.52
"4168",4168,"MECANICA","F",89.19,22,62.95,162.95
"4169",4169,"MECANICA","F",87.33,21,60.02,160.02
"4170",4170,"INFORMATICA","F",83.47,20,60.61,160.61
"4171",4171,"BIOQUIMICA","M",88.44,22,82.37,182.37
"4172",4172,"ARQUITECTURA","M",84.55,21,83.26,183.26
"4173",4173,"INDUSTRIAL","M",91.08,22,78.47,178.47
"4174",4174,"BIOQUIMICA","M",86.28,21,77.66,177.66
"4175",4175,"CIVIL","M",85.47,21,83.23,183.23
"4176",4176,"ELECTRICA","M",89.52,22,80.28,180.28
"4177",4177,"ELECTRONICA","M",87.14,21,85.02,185.02
"4178",4178,"INFORMATICA","F",84,20,58.42,158.42
"4179",4179,"CIVIL","M",90.54,22,77.57,177.57
"4180",4180,"MECATRONICA","F",82.06,20,59.67,159.67
"4181",4181,"BIOQUIMICA","M",82.95,20,78.68,178.68
"4182",4182,"MECANICA","F",84.32,21,63.35,163.35
"4183",4183,"INFORMATICA","F",86.79,21,57,157
"4184",4184,"SISTEMAS","F",85.77,21,57.45,157.45
"4185",4185,"ADMINISTRACION","M",87.22,21,80.93,180.93
"4186",4186,"BIOQUIMICA","M",88.38,22,81.99,181.99
"4187",4187,"ELECTRONICA","M",84.97,21,76.69,176.69
"4188",4188,"ELECTRONICA","M",93.24,23,80.41,180.41
"4189",4189,"ELECTRICA","M",78.33,19,84.44,184.44
"4190",4190,"ARQUITECTURA","M",81.7,20,82.5,182.5
"4191",4191,"CIVIL","M",88.65,22,74.56,174.56
"4192",4192,"TIC","F",86.52,21,64.72,164.72
"4193",4193,"QUIMICA","F",86.84,21,58.2,158.2
"4194",4194,"CIVIL","M",87.64,21,80.77,180.77
"4195",4195,"ARQUITECTURA","M",84.27,21,81.67,181.67
"4196",4196,"CIVIL","M",83.87,20,81.55,181.55
"4197",4197,"INDUSTRIAL","F",86.07,21,60.69,160.69
"4198",4198,"QUIMICA","F",84.57,21,63.96,163.96
"4199",4199,"ADMINISTRACION","M",87.43,21,77.51,177.51
"4200",4200,"MECATRONICA","F",81.36,20,61.99,161.99
"4201",4201,"ADMINISTRACION","M",80.87,20,82.74,182.74
"4202",4202,"ADMINISTRACION","M",89.56,22,80.79,180.79
"4203",4203,"INDUSTRIAL","M",78.31,19,77.75,177.75
"4204",4204,"MECANICA","F",80.32,19,61.31,161.31
"4205",4205,"QUIMICA","F",87.24,21,63.68,163.68
"4206",4206,"ADMINISTRACION","M",86.09,21,79.84,179.84
"4207",4207,"TIC","F",85.49,21,62.13,162.13
"4208",4208,"INFORMATICA","F",88.8,22,62.56,162.56
"4209",4209,"INFORMATICA","F",84.01,20,55.45,155.45
"4210",4210,"TIC","F",88.02,22,58.17,158.17
"4211",4211,"CIVIL","M",82.63,20,82.24,182.24
"4212",4212,"QUIMICA","F",92.36,23,59.11,159.11
"4213",4213,"QUIMICA","F",90.16,22,56.2,156.2
"4214",4214,"MECANICA","F",89.7,22,61.65,161.65
"4215",4215,"ELECTRONICA","M",88.2,22,77.52,177.52
"4216",4216,"SISTEMAS","F",90.46,22,62.57,162.57
"4217",4217,"BIOQUIMICA","M",88.15,22,77.45,177.45
"4218",4218,"CIVIL","M",88.3,22,79.1,179.1
"4219",4219,"ADMINISTRACION","M",76.91,18,82.2,182.2
"4220",4220,"BIOQUIMICA","M",83.92,20,81.6,181.6
"4221",4221,"CIVIL","M",89.51,22,78.75,178.75
"4222",4222,"BIOQUIMICA","M",85.52,21,81.94,181.94
"4223",4223,"QUIMICA","F",86.12,21,59.48,159.48
"4224",4224,"TIC","F",87.79,22,62.12,162.12
"4225",4225,"TIC","F",85.74,21,59.99,159.99
"4226",4226,"ADMINISTRACION","M",83.57,20,80.94,180.94
"4227",4227,"MECATRONICA","F",82.19,20,59.66,159.66
"4228",4228,"BIOQUIMICA","M",78.29,19,77.94,177.94
"4229",4229,"ARQUITECTURA","M",85.36,21,80.1,180.1
"4230",4230,"QUIMICA","F",87.74,22,62.4,162.4
"4231",4231,"ELECTRONICA","M",83.97,20,79.11,179.11
"4232",4232,"MECANICA","F",87.93,22,64.71,164.71
"4233",4233,"TIC","F",88.71,22,59.13,159.13
"4234",4234,"ARQUITECTURA","M",87.39,21,82.36,182.36
"4235",4235,"ELECTRICA","M",78.1,19,79.32,179.32
"4236",4236,"INFORMATICA","F",85.28,21,63.02,163.02
"4237",4237,"CIVIL","M",86.91,21,79.3,179.3
"4238",4238,"ELECTRICA","M",86.38,21,78.84,178.84
"4239",4239,"INDUSTRIAL","F",88.21,22,58.42,158.42
"4240",4240,"SISTEMAS","F",85.36,21,58.59,158.59
"4241",4241,"CIVIL","M",88.1,22,87.12,187.12
"4242",4242,"ADMINISTRACION","M",83.36,20,81.4,181.4
"4243",4243,"ELECTRICA","M",88.32,22,76.13,176.13
"4244",4244,"QUIMICA","F",85.9,21,57.24,157.24
"4245",4245,"QUIMICA","F",85.26,21,57.62,157.62
"4246",4246,"INFORMATICA","F",94.89,24,55.83,155.83
"4247",4247,"MECATRONICA","F",83.7,20,55.89,155.89
"4248",4248,"QUIMICA","F",93.9,23,61.71,161.71
"4249",4249,"TIC","F",87.74,22,61.67,161.67
"4250",4250,"ELECTRICA","M",86.68,21,82.87,182.87
"4251",4251,"INDUSTRIAL","F",87.74,22,60.3,160.3
"4252",4252,"INDUSTRIAL","F",81.08,20,59.43,159.43
"4253",4253,"ELECTRICA","M",92.43,23,82.51,182.51
"4254",4254,"CIVIL","M",93.62,23,82.44,182.44
"4255",4255,"MECATRONICA","F",85.57,21,59.35,159.35
"4256",4256,"INFORMATICA","F",82.72,20,62.2,162.2
"4257",4257,"ARQUITECTURA","M",82.07,20,80.46,180.46
"4258",4258,"ELECTRONICA","M",83.68,20,80.51,180.51
"4259",4259,"QUIMICA","F",83.65,20,63.12,163.12
"4260",4260,"ELECTRONICA","M",87.14,21,81.85,181.85
"4261",4261,"ELECTRONICA","M",84.55,21,86.85,186.85
"4262",4262,"MECATRONICA","F",73.28,17,60.31,160.31
"4263",4263,"ARQUITECTURA","M",82.43,20,75.91,175.91
"4264",4264,"MECATRONICA","F",84.53,21,55.12,155.12
"4265",4265,"BIOQUIMICA","M",89.2,22,79.01,179.01
"4266",4266,"ARQUITECTURA","M",83.61,20,76.53,176.53
"4267",4267,"ELECTRICA","M",82.11,20,80.69,180.69
"4268",4268,"ARQUITECTURA","M",90.46,22,77.18,177.18
"4269",4269,"QUIMICA","F",89.35,22,61.67,161.67
"4270",4270,"MECATRONICA","F",81.08,20,60.03,160.03
"4271",4271,"INDUSTRIAL","M",86.52,21,83.43,183.43
"4272",4272,"ARQUITECTURA","M",79.18,19,82.44,182.44
"4273",4273,"ARQUITECTURA","M",89,22,78.67,178.67
"4274",4274,"TIC","F",79,19,62.8,162.8
"4275",4275,"ELECTRONICA","M",83.28,20,81.78,181.78
"4276",4276,"INDUSTRIAL","F",88.6,22,62.22,162.22
"4277",4277,"BIOQUIMICA","M",82.12,20,77.28,177.28
"4278",4278,"ELECTRONICA","M",87.53,21,78.74,178.74
"4279",4279,"ARQUITECTURA","M",88.51,22,81.66,181.66
"4280",4280,"ARQUITECTURA","M",83.6,20,78.21,178.21
"4281",4281,"CIVIL","M",87.02,21,80.93,180.93
"4282",4282,"CIVIL","M",88.26,22,82.76,182.76
"4283",4283,"ARQUITECTURA","M",84.04,20,76.95,176.95
"4284",4284,"SISTEMAS","F",86.76,21,57.4,157.4
"4285",4285,"QUIMICA","F",81.96,20,57.84,157.84
"4286",4286,"TIC","F",87.1,21,58.24,158.24
"4287",4287,"INFORMATICA","F",82.8,20,55.27,155.27
"4288",4288,"ADMINISTRACION","M",86.34,21,75.96,175.96
"4289",4289,"MECATRONICA","F",84.75,21,54.82,154.82
"4290",4290,"SISTEMAS","F",82.92,20,60.34,160.34
"4291",4291,"ADMINISTRACION","M",92.23,23,86.17,186.17
"4292",4292,"TIC","F",86.71,21,59.14,159.14
"4293",4293,"TIC","F",91.23,23,62.86,162.86
"4294",4294,"ARQUITECTURA","M",85.4,21,85.19,185.19
"4295",4295,"MECATRONICA","F",83.04,20,61.52,161.52
"4296",4296,"ELECTRICA","M",84.43,21,80.14,180.14
"4297",4297,"BIOQUIMICA","M",86.26,21,82.35,182.35
"4298",4298,"INFORMATICA","F",93.64,23,61.85,161.85
"4299",4299,"ELECTRONICA","M",85.01,21,81.26,181.26
"4300",4300,"ELECTRICA","M",90.11,22,80.62,180.62
"4301",4301,"ELECTRICA","M",84.59,21,80.47,180.47
"4302",4302,"CIVIL","M",89.46,22,81.9,181.9
"4303",4303,"TIC","F",82.64,20,57.92,157.92
"4304",4304,"MECANICA","F",88.63,22,59.32,159.32
"4305",4305,"ELECTRONICA","M",86.29,21,77.58,177.58
"4306",4306,"INFORMATICA","F",82.64,20,56.12,156.12
"4307",4307,"TIC","F",89.49,22,60.57,160.57
"4308",4308,"QUIMICA","F",85.25,21,57.9,157.9
"4309",4309,"MECATRONICA","F",83,20,63.64,163.64
"4310",4310,"CIVIL","M",80.9,20,79.24,179.24
"4311",4311,"ELECTRICA","M",93.46,23,77.99,177.99
"4312",4312,"INFORMATICA","F",91.52,23,61.4,161.4
"4313",4313,"INDUSTRIAL","M",85.93,21,77.75,177.75
"4314",4314,"BIOQUIMICA","M",92.01,23,79.28,179.28
"4315",4315,"BIOQUIMICA","M",87.16,21,74.45,174.45
"4316",4316,"BIOQUIMICA","M",82.4,20,78.83,178.83
"4317",4317,"ELECTRICA","M",87.68,21,83.39,183.39
"4318",4318,"ELECTRONICA","M",84.85,21,85.34,185.34
"4319",4319,"ADMINISTRACION","M",89.18,22,78.89,178.89
"4320",4320,"MECATRONICA","F",84.76,21,61.74,161.74
"4321",4321,"ELECTRICA","M",90.08,22,81.17,181.17
"4322",4322,"QUIMICA","F",89.12,22,61.39,161.39
"4323",4323,"ELECTRICA","M",85.13,21,84.39,184.39
"4324",4324,"ELECTRICA","M",88.29,22,82.07,182.07
"4325",4325,"ELECTRONICA","M",79.6,19,77.6,177.6
"4326",4326,"BIOQUIMICA","M",83.81,20,78.56,178.56
"4327",4327,"QUIMICA","F",87.82,22,60.82,160.82
"4328",4328,"INFORMATICA","F",83.1,20,61.11,161.11
"4329",4329,"INFORMATICA","F",77.64,19,56.88,156.88
